Time (s)   VCAP                     VCOAX                    ICOAX                    VTWO                     ITWO                     VONE                     IONE                     VTWIN                    ITWIN                    VCOIL                    ICOIL                    
 0.00000E+00   3.00000E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 2.25000E-09   3.00000E+04   4.42573E+01   1.40543E+02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 4.75000E-09   2.99998E+04   1.07551E+02   2.96394E+02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 7.25000E-09   2.99995E+04   1.71300E+02   4.51915E+02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 9.75000E-09   2.99991E+04   2.34614E+02   6.07105E+02  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.22500E-08   2.99987E+04   2.97508E+02   7.61964E+02  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.47500E-08   2.99981E+04   3.60368E+02   9.16492E+02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.72500E-08   2.99974E+04   4.23247E+02   1.07069E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.97500E-08   2.99965E+04   4.85928E+02   1.22456E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.22500E-08   2.99956E+04   5.48379E+02   1.37809E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.47500E-08   2.99946E+04   6.10746E+02   1.53130E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.72500E-08   2.99934E+04   6.73042E+02   1.68417E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.97500E-08   2.99922E+04   7.35160E+02   1.83672E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.22500E-08   2.99908E+04   7.97101E+02   1.98893E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.47500E-08   2.99893E+04   8.58945E+02   2.14082E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.72500E-08   2.99877E+04   9.20686E+02   2.29238E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.97500E-08   2.99861E+04   9.82258E+02   2.44360E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 4.22500E-08   2.99842E+04   1.04368E+03   2.59450E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 4.47500E-08   2.99823E+04   1.10499E+03   2.74507E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 4.72500E-08   2.99803E+04   1.16618E+03   2.89530E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 4.97500E-08   2.99782E+04   1.22722E+03   3.04521E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 5.22500E-08   2.99760E+04   1.28810E+03   3.19479E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 5.47500E-08   2.99736E+04   1.34889E+03   3.34405E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 5.72500E-08   2.99712E+04   1.40954E+03   3.49297E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 5.97500E-08   2.99687E+04   1.47003E+03   3.64156E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 6.22500E-08   2.99660E+04   1.53039E+03   3.78983E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 6.47500E-08   2.99632E+04   1.59064E+03   3.93777E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 6.72500E-08   2.99604E+04   1.65075E+03   4.08538E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 6.97500E-08   2.99574E+04   1.71071E+03   4.23266E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 7.22500E-08   2.99543E+04   1.77054E+03   4.37961E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 7.47500E-08   2.99512E+04   1.83026E+03   4.52624E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 7.72500E-08   2.99479E+04   1.88983E+03   4.67254E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 7.97500E-08   2.99445E+04   1.94926E+03   4.81851E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 8.22500E-08   2.99410E+04   2.00856E+03   4.96416E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 8.47500E-08   2.99374E+04   2.06774E+03   5.10947E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 8.72500E-08   2.99337E+04   2.12678E+03   5.25447E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 8.97500E-08   2.99299E+04   2.18568E+03   5.39913E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 9.22500E-08   2.99260E+04   2.24445E+03   5.54347E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 9.47500E-08   2.99220E+04   2.30310E+03   5.68748E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 9.72500E-08   2.99178E+04   2.36160E+03   5.83117E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 9.97500E-08   2.99136E+04   2.41997E+03   5.97452E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.02250E-07   2.99093E+04   2.47821E+03   6.11756E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.04750E-07   2.99049E+04   2.53633E+03   6.26027E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.07250E-07   2.99004E+04   2.59430E+03   6.40265E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.09750E-07   2.98958E+04   2.65214E+03   6.54470E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.12250E-07   2.98910E+04   2.70985E+03   6.68644E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.14750E-07   2.98862E+04   2.76744E+03   6.82784E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.17250E-07   2.98813E+04   2.82488E+03   6.96892E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.19750E-07   2.98762E+04   2.88219E+03   7.10968E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.22250E-07   2.98711E+04   2.93938E+03   7.25011E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.24750E-07   2.98659E+04   2.99643E+03   7.39022E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.27250E-07   2.98606E+04   3.05334E+03   7.53000E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.29750E-07   2.98551E+04   3.11013E+03   7.66946E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.32250E-07   2.98496E+04   3.16678E+03   7.80860E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.34750E-07   2.98440E+04   3.22331E+03   7.94741E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.37250E-07   2.98383E+04   3.27970E+03   8.08589E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.39750E-07   2.98324E+04   3.33595E+03   8.22406E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.42250E-07   2.98265E+04   3.39208E+03   8.36190E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.44750E-07   2.98205E+04   3.44808E+03   8.49942E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.47250E-07   2.98144E+04   3.50394E+03   8.63661E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.49750E-07   2.98082E+04   3.55967E+03   8.77348E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.52250E-07   2.98018E+04   3.61528E+03   8.91003E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.54750E-07   2.97954E+04   3.67075E+03   9.04626E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.57250E-07   2.97889E+04   3.72609E+03   9.18216E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.59750E-07   2.97823E+04   3.78130E+03   9.31775E+03   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.62250E-07   2.97756E+04   3.83638E+03   9.45301E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.64750E-07   2.97688E+04   3.89132E+03   9.58795E+03   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.67250E-07   2.97619E+04   3.94613E+03   9.72256E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.69750E-07   2.97549E+04   4.00082E+03   9.85686E+03  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.72250E-07   2.97478E+04   4.05538E+03   9.99083E+03  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.74750E-07   2.97406E+04   4.10980E+03   1.01245E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.77250E-07   2.97334E+04   4.16409E+03   1.02578E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.79750E-07   2.97260E+04   4.21826E+03   1.03908E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.82250E-07   2.97185E+04   4.27229E+03   1.05235E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.84750E-07   2.97110E+04   4.32618E+03   1.06559E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.87250E-07   2.97033E+04   4.37996E+03   1.07880E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.89750E-07   2.96955E+04   4.43360E+03   1.09197E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.92250E-07   2.96877E+04   4.48711E+03   1.10511E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.94750E-07   2.96798E+04   4.54049E+03   1.11822E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.97250E-07   2.96717E+04   4.59374E+03   1.13130E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 1.99750E-07   2.96636E+04   4.64687E+03   1.14434E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.02250E-07   2.96554E+04   4.69986E+03   1.15736E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.04750E-07   2.96471E+04   4.75272E+03   1.17034E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.07250E-07   2.96387E+04   4.80545E+03   1.18329E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.09750E-07   2.96302E+04   4.85805E+03   1.19621E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.12250E-07   2.96216E+04   4.91053E+03   1.20909E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.14750E-07   2.96129E+04   4.96286E+03   1.22195E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.17250E-07   2.96041E+04   5.01508E+03   1.23477E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.19750E-07   2.95952E+04   5.06717E+03   1.24756E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.22250E-07   2.95863E+04   5.11912E+03   1.26032E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.24750E-07   2.95772E+04   5.17095E+03   1.27305E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.27250E-07   2.95681E+04   5.22265E+03   1.28574E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.29750E-07   2.95589E+04   5.27422E+03   1.29841E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.32250E-07   2.95496E+04   5.32565E+03   1.31104E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.34750E-07   2.95401E+04   5.37697E+03   1.32364E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.37250E-07   2.95306E+04   5.42815E+03   1.33621E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.39750E-07   2.95211E+04   5.47920E+03   1.34875E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.42250E-07   2.95114E+04   5.53013E+03   1.36125E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.44750E-07   2.95016E+04   5.58092E+03   1.37373E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.47250E-07   2.94918E+04   5.63159E+03   1.38617E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.49750E-07   2.94818E+04   5.68213E+03   1.39858E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.52250E-07   2.94718E+04   5.73254E+03   1.41096E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.54750E-07   2.94616E+04   5.78283E+03   1.42331E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.57250E-07   2.94514E+04   5.83299E+03   1.43563E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.59750E-07   2.94411E+04   5.88301E+03   1.44791E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.62250E-07   2.94308E+04   5.93291E+03   1.46017E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.64750E-07   2.94203E+04   5.98268E+03   1.47239E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.67250E-07   2.94097E+04   6.03233E+03   1.48458E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.69750E-07   2.93991E+04   6.08185E+03   1.49674E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.72250E-07   2.93883E+04   6.13124E+03   1.50887E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.74750E-07   2.93775E+04   6.18050E+03   1.52097E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.77250E-07   2.93666E+04   6.22963E+03   1.53303E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.79750E-07   2.93556E+04   6.27864E+03   1.54507E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.82250E-07   2.93445E+04   6.32753E+03   1.55707E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.84750E-07   2.93334E+04   6.37627E+03   1.56904E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.87250E-07   2.93221E+04   6.42490E+03   1.58099E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.89750E-07   2.93108E+04   6.47340E+03   1.59290E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.92250E-07   2.92994E+04   6.52178E+03   1.60478E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.94750E-07   2.92879E+04   6.57003E+03   1.61662E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.97250E-07   2.92763E+04   6.61814E+03   1.62844E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 2.99750E-07   2.92646E+04   6.66613E+03   1.64023E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.02250E-07   2.92528E+04   6.71399E+03   1.65198E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.04750E-07   2.92410E+04   6.76174E+03   1.66370E+04  -0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.07250E-07   2.92291E+04   6.80935E+03   1.67540E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.09750E-07   2.92171E+04   6.85684E+03   1.68706E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.12250E-07   2.92050E+04   6.90421E+03   1.69869E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.14750E-07   2.91928E+04   6.95144E+03   1.71029E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.17250E-07   2.91805E+04   6.99855E+03   1.72186E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.19750E-07   2.91682E+04   7.04553E+03   1.73339E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.22250E-07   2.91558E+04   7.09239E+03   1.74490E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.24750E-07   2.91433E+04   7.13912E+03   1.75638E+04  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.27250E-07   2.91307E+04   7.18573E+03   1.76782E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.29750E-07   2.91180E+04   7.23221E+03   1.77924E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.32250E-07   2.91053E+04   7.27857E+03   1.79062E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.34750E-07   2.90924E+04   7.32479E+03   1.80197E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.37250E-07   2.90795E+04   7.37089E+03   1.81329E+04   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.39750E-07   2.90665E+04   7.41688E+03   1.82459E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
 3.42250E-07   2.90535E+04   7.46274E+03   1.83585E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00
