Time (s)   V_brick (kV)             E_brick (J)              E_ESR (J)                R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out (kV)               P_out (MW)               E_out (J)                
 1.38033E-06   1.75052E+00   4.29006E-01   1.16460E+02   2.39206E-02   1.92566E+02   4.04253E-03  -1.44037E+00   2.75285E-02  -8.80212E-01   1.26783E+00   1.08521E+03
 1.38046E-06   1.75117E+00   4.29321E-01   1.16460E+02   2.39203E-02   1.92566E+02   4.04256E-03  -1.43766E+00   2.75283E-02  -8.78553E-01   1.26306E+00   1.08521E+03
 1.38058E-06   1.75181E+00   4.29635E-01   1.16460E+02   2.39199E-02   1.92566E+02   4.04259E-03  -1.43495E+00   2.75280E-02  -8.76898E-01   1.25830E+00   1.08521E+03
 1.38071E-06   1.75245E+00   4.29950E-01   1.16460E+02   2.39196E-02   1.92566E+02   4.04262E-03  -1.43224E+00   2.75278E-02  -8.75242E-01   1.25356E+00   1.08521E+03
 1.38083E-06   1.75309E+00   4.30264E-01   1.16460E+02   2.39193E-02   1.92566E+02   4.04264E-03  -1.42953E+00   2.75276E-02  -8.73588E-01   1.24882E+00   1.08521E+03
 1.38096E-06   1.75373E+00   4.30578E-01   1.16460E+02   2.39190E-02   1.92566E+02   4.04267E-03  -1.42683E+00   2.75273E-02  -8.71934E-01   1.24410E+00   1.08521E+03
 1.38109E-06   1.75436E+00   4.30891E-01   1.16460E+02   2.39186E-02   1.92566E+02   4.04270E-03  -1.42412E+00   2.75271E-02  -8.70280E-01   1.23938E+00   1.08521E+03
 1.38121E-06   1.75500E+00   4.31204E-01   1.16460E+02   2.39183E-02   1.92566E+02   4.04273E-03  -1.42141E+00   2.75269E-02  -8.68627E-01   1.23468E+00   1.08521E+03
 1.38134E-06   1.75564E+00   4.31518E-01   1.16460E+02   2.39180E-02   1.92566E+02   4.04276E-03  -1.41871E+00   2.75266E-02  -8.66975E-01   1.22999E+00   1.08521E+03
 1.38146E-06   1.75627E+00   4.31830E-01   1.16460E+02   2.39176E-02   1.92566E+02   4.04278E-03  -1.41601E+00   2.75264E-02  -8.65324E-01   1.22531E+00   1.08521E+03
 1.38159E-06   1.75691E+00   4.32143E-01   1.16460E+02   2.39173E-02   1.92566E+02   4.04281E-03  -1.41331E+00   2.75262E-02  -8.63675E-01   1.22064E+00   1.08521E+03
 1.38172E-06   1.75755E+00   4.32455E-01   1.16460E+02   2.39170E-02   1.92566E+02   4.04284E-03  -1.41061E+00   2.75259E-02  -8.62027E-01   1.21599E+00   1.08521E+03
 1.38184E-06   1.75818E+00   4.32767E-01   1.16460E+02   2.39167E-02   1.92566E+02   4.04287E-03  -1.40792E+00   2.75257E-02  -8.60379E-01   1.21134E+00   1.08521E+03
 1.38197E-06   1.75881E+00   4.33079E-01   1.16460E+02   2.39163E-02   1.92566E+02   4.04289E-03  -1.40522E+00   2.75255E-02  -8.58731E-01   1.20671E+00   1.08521E+03
 1.38209E-06   1.75944E+00   4.33390E-01   1.16460E+02   2.39160E-02   1.92566E+02   4.04292E-03  -1.40253E+00   2.75252E-02  -8.57085E-01   1.20208E+00   1.08521E+03
 1.38222E-06   1.76008E+00   4.33702E-01   1.16460E+02   2.39157E-02   1.92566E+02   4.04295E-03  -1.39983E+00   2.75250E-02  -8.55439E-01   1.19747E+00   1.08521E+03
 1.38235E-06   1.76071E+00   4.34013E-01   1.16460E+02   2.39154E-02   1.92566E+02   4.04298E-03  -1.39714E+00   2.75248E-02  -8.53793E-01   1.19287E+00   1.08521E+03
 1.38247E-06   1.76134E+00   4.34324E-01   1.16460E+02   2.39150E-02   1.92566E+02   4.04300E-03  -1.39445E+00   2.75245E-02  -8.52148E-01   1.18828E+00   1.08521E+03
 1.38260E-06   1.76197E+00   4.34635E-01   1.16460E+02   2.39147E-02   1.92566E+02   4.04303E-03  -1.39176E+00   2.75243E-02  -8.50504E-01   1.18370E+00   1.08521E+03
 1.38272E-06   1.76260E+00   4.34946E-01   1.16460E+02   2.39144E-02   1.92566E+02   4.04306E-03  -1.38907E+00   2.75240E-02  -8.48861E-01   1.17913E+00   1.08521E+03
 1.38285E-06   1.76323E+00   4.35257E-01   1.16460E+02   2.39140E-02   1.92566E+02   4.04309E-03  -1.38638E+00   2.75238E-02  -8.47219E-01   1.17457E+00   1.08521E+03
 1.38298E-06   1.76386E+00   4.35567E-01   1.16460E+02   2.39137E-02   1.92566E+02   4.04312E-03  -1.38370E+00   2.75236E-02  -8.45578E-01   1.17002E+00   1.08521E+03
 1.38310E-06   1.76449E+00   4.35877E-01   1.16460E+02   2.39134E-02   1.92566E+02   4.04314E-03  -1.38101E+00   2.75233E-02  -8.43937E-01   1.16549E+00   1.08521E+03
 1.38323E-06   1.76511E+00   4.36187E-01   1.16460E+02   2.39131E-02   1.92566E+02   4.04317E-03  -1.37833E+00   2.75231E-02  -8.42298E-01   1.16097E+00   1.08521E+03
 1.38335E-06   1.76574E+00   4.36496E-01   1.16460E+02   2.39127E-02   1.92566E+02   4.04320E-03  -1.37565E+00   2.75229E-02  -8.40660E-01   1.15645E+00   1.08521E+03
 1.38348E-06   1.76635E+00   4.36799E-01   1.16460E+02   2.39124E-02   1.92566E+02   4.04323E-03  -1.37297E+00   2.75226E-02  -8.39022E-01   1.15195E+00   1.08521E+03
 1.38361E-06   1.76696E+00   4.37102E-01   1.16460E+02   2.39121E-02   1.92566E+02   4.04325E-03  -1.37029E+00   2.75224E-02  -8.37386E-01   1.14746E+00   1.08521E+03
 1.38373E-06   1.76757E+00   4.37404E-01   1.16460E+02   2.39117E-02   1.92566E+02   4.04328E-03  -1.36762E+00   2.75222E-02  -8.35750E-01   1.14298E+00   1.08521E+03
 1.38386E-06   1.76818E+00   4.37706E-01   1.16460E+02   2.39114E-02   1.92566E+02   4.04331E-03  -1.36494E+00   2.75219E-02  -8.34114E-01   1.13851E+00   1.08521E+03
 1.38398E-06   1.76879E+00   4.38008E-01   1.16460E+02   2.39111E-02   1.92566E+02   4.04334E-03  -1.36226E+00   2.75217E-02  -8.32478E-01   1.13405E+00   1.08521E+03
 1.38411E-06   1.76940E+00   4.38309E-01   1.16460E+02   2.39108E-02   1.92566E+02   4.04336E-03  -1.35959E+00   2.75215E-02  -8.30843E-01   1.12960E+00   1.08521E+03
 1.38424E-06   1.77001E+00   4.38611E-01   1.16460E+02   2.39104E-02   1.92566E+02   4.04339E-03  -1.35691E+00   2.75212E-02  -8.29208E-01   1.12516E+00   1.08521E+03
 1.38436E-06   1.77062E+00   4.38912E-01   1.16460E+02   2.39101E-02   1.92566E+02   4.04342E-03  -1.35424E+00   2.75210E-02  -8.27574E-01   1.12073E+00   1.08521E+03
 1.38449E-06   1.77122E+00   4.39212E-01   1.16460E+02   2.39098E-02   1.92566E+02   4.04345E-03  -1.35157E+00   2.75208E-02  -8.25941E-01   1.11631E+00   1.08521E+03
 1.38461E-06   1.77183E+00   4.39513E-01   1.16460E+02   2.39095E-02   1.92566E+02   4.04348E-03  -1.34890E+00   2.75205E-02  -8.24310E-01   1.11191E+00   1.08521E+03
 1.38474E-06   1.77243E+00   4.39813E-01   1.16460E+02   2.39091E-02   1.92566E+02   4.04350E-03  -1.34623E+00   2.75203E-02  -8.22680E-01   1.10752E+00   1.08521E+03
 1.38487E-06   1.77304E+00   4.40114E-01   1.16460E+02   2.39088E-02   1.92566E+02   4.04353E-03  -1.34356E+00   2.75201E-02  -8.21052E-01   1.10314E+00   1.08521E+03
 1.38499E-06   1.77364E+00   4.40414E-01   1.16460E+02   2.39085E-02   1.92566E+02   4.04356E-03  -1.34090E+00   2.75198E-02  -8.19424E-01   1.09876E+00   1.08521E+03
 1.38512E-06   1.77425E+00   4.40713E-01   1.16460E+02   2.39082E-02   1.92566E+02   4.04359E-03  -1.33824E+00   2.75196E-02  -8.17796E-01   1.09440E+00   1.08521E+03
 1.38524E-06   1.77485E+00   4.41012E-01   1.16460E+02   2.39078E-02   1.92566E+02   4.04361E-03  -1.33557E+00   2.75194E-02  -8.16169E-01   1.09005E+00   1.08521E+03
 1.38537E-06   1.77545E+00   4.41311E-01   1.16460E+02   2.39075E-02   1.92566E+02   4.04364E-03  -1.33291E+00   2.75191E-02  -8.14543E-01   1.08571E+00   1.08521E+03
 1.38550E-06   1.77605E+00   4.41610E-01   1.16460E+02   2.39072E-02   1.92566E+02   4.04367E-03  -1.33025E+00   2.75189E-02  -8.12917E-01   1.08138E+00   1.08521E+03
 1.38562E-06   1.77665E+00   4.41910E-01   1.16460E+02   2.39068E-02   1.92566E+02   4.04370E-03  -1.32759E+00   2.75186E-02  -8.11291E-01   1.07706E+00   1.08521E+03
 1.38575E-06   1.77726E+00   4.42209E-01   1.16460E+02   2.39065E-02   1.92566E+02   4.04372E-03  -1.32493E+00   2.75184E-02  -8.09666E-01   1.07275E+00   1.08521E+03
 1.38587E-06   1.77786E+00   4.42508E-01   1.16460E+02   2.39062E-02   1.92566E+02   4.04375E-03  -1.32228E+00   2.75182E-02  -8.08045E-01   1.06846E+00   1.08521E+03
 1.38600E-06   1.77846E+00   4.42806E-01   1.16460E+02   2.39059E-02   1.92566E+02   4.04378E-03  -1.31963E+00   2.75179E-02  -8.06425E-01   1.06418E+00   1.08521E+03
 1.38613E-06   1.77905E+00   4.43105E-01   1.16460E+02   2.39055E-02   1.92566E+02   4.04381E-03  -1.31698E+00   2.75177E-02  -8.04806E-01   1.05991E+00   1.08521E+03
 1.38625E-06   1.77965E+00   4.43404E-01   1.16460E+02   2.39052E-02   1.92566E+02   4.04384E-03  -1.31433E+00   2.75175E-02  -8.03186E-01   1.05565E+00   1.08521E+03
 1.38638E-06   1.78025E+00   4.43701E-01   1.16460E+02   2.39049E-02   1.92566E+02   4.04386E-03  -1.31168E+00   2.75172E-02  -8.01568E-01   1.05140E+00   1.08521E+03
 1.38650E-06   1.78083E+00   4.43992E-01   1.16460E+02   2.39046E-02   1.92566E+02   4.04389E-03  -1.30903E+00   2.75170E-02  -7.99949E-01   1.04716E+00   1.08521E+03
 1.38663E-06   1.78142E+00   4.44283E-01   1.16460E+02   2.39042E-02   1.92566E+02   4.04392E-03  -1.30638E+00   2.75168E-02  -7.98331E-01   1.04293E+00   1.08521E+03
 1.38676E-06   1.78200E+00   4.44573E-01   1.16460E+02   2.39039E-02   1.92566E+02   4.04395E-03  -1.30374E+00   2.75165E-02  -7.96713E-01   1.03870E+00   1.08521E+03
 1.38688E-06   1.78258E+00   4.44863E-01   1.16460E+02   2.39036E-02   1.92566E+02   4.04397E-03  -1.30109E+00   2.75163E-02  -7.95095E-01   1.03449E+00   1.08521E+03
 1.38701E-06   1.78316E+00   4.45152E-01   1.16460E+02   2.39032E-02   1.92566E+02   4.04400E-03  -1.29844E+00   2.75161E-02  -7.93477E-01   1.03028E+00   1.08521E+03
 1.38713E-06   1.78374E+00   4.45442E-01   1.16460E+02   2.39029E-02   1.92566E+02   4.04403E-03  -1.29579E+00   2.75158E-02  -7.91860E-01   1.02609E+00   1.08521E+03
 1.38726E-06   1.78432E+00   4.45731E-01   1.16460E+02   2.39026E-02   1.92566E+02   4.04406E-03  -1.29315E+00   2.75156E-02  -7.90243E-01   1.02190E+00   1.08521E+03
 1.38739E-06   1.78490E+00   4.46020E-01   1.16460E+02   2.39023E-02   1.92566E+02   4.04408E-03  -1.29050E+00   2.75154E-02  -7.88626E-01   1.01772E+00   1.08521E+03
 1.38751E-06   1.78548E+00   4.46309E-01   1.16460E+02   2.39019E-02   1.92566E+02   4.04411E-03  -1.28786E+00   2.75151E-02  -7.87010E-01   1.01356E+00   1.08521E+03
 1.38764E-06   1.78605E+00   4.46598E-01   1.16460E+02   2.39016E-02   1.92566E+02   4.04414E-03  -1.28521E+00   2.75149E-02  -7.85394E-01   1.00940E+00   1.08521E+03
 1.38776E-06   1.78663E+00   4.46887E-01   1.16460E+02   2.39013E-02   1.92566E+02   4.04417E-03  -1.28257E+00   2.75147E-02  -7.83779E-01   1.00525E+00   1.08521E+03
 1.38789E-06   1.78721E+00   4.47175E-01   1.16460E+02   2.39010E-02   1.92566E+02   4.04420E-03  -1.27993E+00   2.75144E-02  -7.82165E-01   1.00112E+00   1.08521E+03
 1.38802E-06   1.78778E+00   4.47463E-01   1.16460E+02   2.39006E-02   1.92566E+02   4.04422E-03  -1.27729E+00   2.75142E-02  -7.80553E-01   9.96994E-01   1.08521E+03
 1.38814E-06   1.78836E+00   4.47751E-01   1.16460E+02   2.39003E-02   1.92566E+02   4.04425E-03  -1.27466E+00   2.75140E-02  -7.78943E-01   9.92885E-01   1.08521E+03
 1.38827E-06   1.78893E+00   4.48038E-01   1.16460E+02   2.39000E-02   1.92566E+02   4.04428E-03  -1.27202E+00   2.75137E-02  -7.77334E-01   9.88787E-01   1.08521E+03
 1.38839E-06   1.78950E+00   4.48324E-01   1.16460E+02   2.38996E-02   1.92566E+02   4.04431E-03  -1.26939E+00   2.75135E-02  -7.75726E-01   9.84700E-01   1.08521E+03
 1.38852E-06   1.79007E+00   4.48611E-01   1.16460E+02   2.38993E-02   1.92566E+02   4.04433E-03  -1.26676E+00   2.75133E-02  -7.74118E-01   9.80623E-01   1.08521E+03
 1.38865E-06   1.79065E+00   4.48897E-01   1.16460E+02   2.38990E-02   1.92566E+02   4.04436E-03  -1.26413E+00   2.75130E-02  -7.72511E-01   9.76555E-01   1.08521E+03
 1.38877E-06   1.79122E+00   4.49184E-01   1.16460E+02   2.38987E-02   1.92566E+02   4.04439E-03  -1.26150E+00   2.75128E-02  -7.70903E-01   9.72496E-01   1.08521E+03
 1.38890E-06   1.79179E+00   4.49470E-01   1.16460E+02   2.38983E-02   1.92566E+02   4.04442E-03  -1.25887E+00   2.75125E-02  -7.69297E-01   9.68447E-01   1.08521E+03
 1.38902E-06   1.79236E+00   4.49756E-01   1.16460E+02   2.38980E-02   1.92566E+02   4.04444E-03  -1.25624E+00   2.75123E-02  -7.67691E-01   9.64407E-01   1.08521E+03
 1.38915E-06   1.79293E+00   4.50042E-01   1.16460E+02   2.38977E-02   1.92566E+02   4.04447E-03  -1.25362E+00   2.75121E-02  -7.66084E-01   9.60375E-01   1.08521E+03
 1.38928E-06   1.79350E+00   4.50328E-01   1.16460E+02   2.38974E-02   1.92566E+02   4.04450E-03  -1.25099E+00   2.75118E-02  -7.64480E-01   9.56357E-01   1.08521E+03
 1.38940E-06   1.79406E+00   4.50613E-01   1.16460E+02   2.38970E-02   1.92566E+02   4.04453E-03  -1.24837E+00   2.75116E-02  -7.62877E-01   9.52351E-01   1.08521E+03
 1.38953E-06   1.79462E+00   4.50893E-01   1.16460E+02   2.38967E-02   1.92566E+02   4.04456E-03  -1.24575E+00   2.75114E-02  -7.61276E-01   9.48356E-01   1.08521E+03
 1.38965E-06   1.79517E+00   4.51171E-01   1.16460E+02   2.38964E-02   1.92566E+02   4.04458E-03  -1.24313E+00   2.75111E-02  -7.59676E-01   9.44374E-01   1.08521E+03
 1.38978E-06   1.79573E+00   4.51449E-01   1.16460E+02   2.38960E-02   1.92566E+02   4.04461E-03  -1.24051E+00   2.75109E-02  -7.58076E-01   9.40402E-01   1.08521E+03
 1.38991E-06   1.79628E+00   4.51727E-01   1.16460E+02   2.38957E-02   1.92566E+02   4.04464E-03  -1.23790E+00   2.75107E-02  -7.56478E-01   9.36441E-01   1.08521E+03
 1.39003E-06   1.79683E+00   4.52005E-01   1.16460E+02   2.38954E-02   1.92566E+02   4.04467E-03  -1.23528E+00   2.75104E-02  -7.54880E-01   9.32489E-01   1.08521E+03
 1.39016E-06   1.79738E+00   4.52282E-01   1.16460E+02   2.38951E-02   1.92566E+02   4.04469E-03  -1.23267E+00   2.75102E-02  -7.53282E-01   9.28545E-01   1.08521E+03
 1.39028E-06   1.79794E+00   4.52560E-01   1.16460E+02   2.38947E-02   1.92566E+02   4.04472E-03  -1.23005E+00   2.75100E-02  -7.51685E-01   9.24611E-01   1.08521E+03
 1.39041E-06   1.79849E+00   4.52838E-01   1.16460E+02   2.38944E-02   1.92566E+02   4.04475E-03  -1.22744E+00   2.75097E-02  -7.50087E-01   9.20685E-01   1.08521E+03
 1.39054E-06   1.79904E+00   4.53115E-01   1.16460E+02   2.38941E-02   1.92566E+02   4.04478E-03  -1.22482E+00   2.75095E-02  -7.48490E-01   9.16769E-01   1.08521E+03
 1.39066E-06   1.79959E+00   4.53392E-01   1.16460E+02   2.38938E-02   1.92566E+02   4.04480E-03  -1.22221E+00   2.75093E-02  -7.46894E-01   9.12863E-01   1.08521E+03
 1.39079E-06   1.80014E+00   4.53669E-01   1.16460E+02   2.38934E-02   1.92566E+02   4.04483E-03  -1.21960E+00   2.75090E-02  -7.45299E-01   9.08968E-01   1.08521E+03
 1.39091E-06   1.80068E+00   4.53945E-01   1.16460E+02   2.38931E-02   1.92566E+02   4.04486E-03  -1.21699E+00   2.75088E-02  -7.43705E-01   9.05084E-01   1.08521E+03
 1.39104E-06   1.80123E+00   4.54221E-01   1.16460E+02   2.38928E-02   1.92566E+02   4.04489E-03  -1.21439E+00   2.75086E-02  -7.42113E-01   9.01213E-01   1.08521E+03
 1.39117E-06   1.80178E+00   4.54496E-01   1.16460E+02   2.38924E-02   1.92566E+02   4.04491E-03  -1.21179E+00   2.75083E-02  -7.40523E-01   8.97355E-01   1.08521E+03
 1.39129E-06   1.80232E+00   4.54772E-01   1.16460E+02   2.38921E-02   1.92566E+02   4.04494E-03  -1.20919E+00   2.75081E-02  -7.38933E-01   8.93508E-01   1.08521E+03
 1.39142E-06   1.80287E+00   4.55047E-01   1.16460E+02   2.38918E-02   1.92566E+02   4.04497E-03  -1.20659E+00   2.75079E-02  -7.37345E-01   8.89670E-01   1.08521E+03
 1.39154E-06   1.80341E+00   4.55322E-01   1.16460E+02   2.38915E-02   1.92566E+02   4.04500E-03  -1.20399E+00   2.75076E-02  -7.35756E-01   8.85841E-01   1.08521E+03
 1.39167E-06   1.80396E+00   4.55597E-01   1.16460E+02   2.38911E-02   1.92566E+02   4.04503E-03  -1.20139E+00   2.75074E-02  -7.34168E-01   8.82020E-01   1.08521E+03
 1.39180E-06   1.80450E+00   4.55871E-01   1.16460E+02   2.38908E-02   1.92566E+02   4.04505E-03  -1.19879E+00   2.75071E-02  -7.32579E-01   8.78207E-01   1.08521E+03
 1.39192E-06   1.80504E+00   4.56145E-01   1.16460E+02   2.38905E-02   1.92566E+02   4.04508E-03  -1.19619E+00   2.75069E-02  -7.30991E-01   8.74403E-01   1.08521E+03
 1.39205E-06   1.80558E+00   4.56419E-01   1.16460E+02   2.38902E-02   1.92566E+02   4.04511E-03  -1.19359E+00   2.75067E-02  -7.29402E-01   8.70607E-01   1.08521E+03
 1.39217E-06   1.80613E+00   4.56692E-01   1.16460E+02   2.38898E-02   1.92566E+02   4.04514E-03  -1.19099E+00   2.75064E-02  -7.27815E-01   8.66821E-01   1.08521E+03
 1.39230E-06   1.80667E+00   4.56966E-01   1.16460E+02   2.38895E-02   1.92566E+02   4.04516E-03  -1.18840E+00   2.75062E-02  -7.26229E-01   8.63047E-01   1.08521E+03
 1.39243E-06   1.80721E+00   4.57240E-01   1.16460E+02   2.38892E-02   1.92566E+02   4.04519E-03  -1.18580E+00   2.75060E-02  -7.24643E-01   8.59283E-01   1.08521E+03
 1.39255E-06   1.80774E+00   4.57511E-01   1.16460E+02   2.38889E-02   1.92566E+02   4.04522E-03  -1.18321E+00   2.75057E-02  -7.23061E-01   8.55536E-01   1.08521E+03
 1.39268E-06   1.80827E+00   4.57778E-01   1.16460E+02   2.38885E-02   1.92566E+02   4.04525E-03  -1.18063E+00   2.75055E-02  -7.21481E-01   8.51801E-01   1.08521E+03
 1.39280E-06   1.80880E+00   4.58045E-01   1.16460E+02   2.38882E-02   1.92566E+02   4.04527E-03  -1.17804E+00   2.75053E-02  -7.19901E-01   8.48074E-01   1.08521E+03
 1.39293E-06   1.80932E+00   4.58311E-01   1.16460E+02   2.38879E-02   1.92566E+02   4.04530E-03  -1.17546E+00   2.75050E-02  -7.18321E-01   8.44355E-01   1.08521E+03
 1.39306E-06   1.80985E+00   4.58576E-01   1.16460E+02   2.38875E-02   1.92566E+02   4.04533E-03  -1.17287E+00   2.75048E-02  -7.16742E-01   8.40646E-01   1.08521E+03
 1.39318E-06   1.81037E+00   4.58841E-01   1.16460E+02   2.38872E-02   1.92566E+02   4.04536E-03  -1.17029E+00   2.75046E-02  -7.15163E-01   8.36946E-01   1.08521E+03
 1.39331E-06   1.81089E+00   4.59106E-01   1.16460E+02   2.38869E-02   1.92566E+02   4.04539E-03  -1.16770E+00   2.75043E-02  -7.13584E-01   8.33254E-01   1.08521E+03
 1.39343E-06   1.81141E+00   4.59371E-01   1.16460E+02   2.38866E-02   1.92566E+02   4.04541E-03  -1.16512E+00   2.75041E-02  -7.12005E-01   8.29570E-01   1.08521E+03
 1.39356E-06   1.81194E+00   4.59635E-01   1.16460E+02   2.38862E-02   1.92566E+02   4.04544E-03  -1.16254E+00   2.75039E-02  -7.10426E-01   8.25896E-01   1.08521E+03
 1.39369E-06   1.81246E+00   4.59900E-01   1.16460E+02   2.38859E-02   1.92566E+02   4.04547E-03  -1.15995E+00   2.75036E-02  -7.08847E-01   8.22229E-01   1.08521E+03
 1.39381E-06   1.81298E+00   4.60164E-01   1.16460E+02   2.38856E-02   1.92566E+02   4.04550E-03  -1.15737E+00   2.75034E-02  -7.07269E-01   8.18572E-01   1.08521E+03
 1.39394E-06   1.81350E+00   4.60428E-01   1.16460E+02   2.38853E-02   1.92566E+02   4.04552E-03  -1.15479E+00   2.75032E-02  -7.05692E-01   8.14926E-01   1.08521E+03
 1.39406E-06   1.81402E+00   4.60691E-01   1.16460E+02   2.38849E-02   1.92566E+02   4.04555E-03  -1.15221E+00   2.75029E-02  -7.04117E-01   8.11292E-01   1.08521E+03
 1.39419E-06   1.81453E+00   4.60954E-01   1.16460E+02   2.38846E-02   1.92566E+02   4.04558E-03  -1.14964E+00   2.75027E-02  -7.02543E-01   8.07669E-01   1.08521E+03
 1.39432E-06   1.81505E+00   4.61217E-01   1.16460E+02   2.38843E-02   1.92566E+02   4.04561E-03  -1.14706E+00   2.75025E-02  -7.00971E-01   8.04058E-01   1.08521E+03
 1.39444E-06   1.81557E+00   4.61479E-01   1.16460E+02   2.38839E-02   1.92566E+02   4.04563E-03  -1.14449E+00   2.75022E-02  -6.99400E-01   8.00459E-01   1.08521E+03
 1.39457E-06   1.81608E+00   4.61742E-01   1.16460E+02   2.38836E-02   1.92566E+02   4.04566E-03  -1.14192E+00   2.75020E-02  -6.97830E-01   7.96869E-01   1.08521E+03
 1.39469E-06   1.81660E+00   4.62004E-01   1.16460E+02   2.38833E-02   1.92566E+02   4.04569E-03  -1.13936E+00   2.75018E-02  -6.96260E-01   7.93288E-01   1.08521E+03
 1.39482E-06   1.81711E+00   4.62266E-01   1.16460E+02   2.38830E-02   1.92566E+02   4.04572E-03  -1.13679E+00   2.75015E-02  -6.94690E-01   7.89715E-01   1.08521E+03
 1.39495E-06   1.81763E+00   4.62527E-01   1.16460E+02   2.38826E-02   1.92566E+02   4.04575E-03  -1.13422E+00   2.75013E-02  -6.93121E-01   7.86150E-01   1.08521E+03
 1.39507E-06   1.81814E+00   4.62788E-01   1.16460E+02   2.38823E-02   1.92566E+02   4.04577E-03  -1.13165E+00   2.75010E-02  -6.91552E-01   7.82595E-01   1.08521E+03
 1.39520E-06   1.81865E+00   4.63050E-01   1.16460E+02   2.38820E-02   1.92566E+02   4.04580E-03  -1.12908E+00   2.75008E-02  -6.89983E-01   7.79047E-01   1.08521E+03
 1.39532E-06   1.81917E+00   4.63311E-01   1.16460E+02   2.38817E-02   1.92566E+02   4.04583E-03  -1.12652E+00   2.75006E-02  -6.88414E-01   7.75510E-01   1.08521E+03
 1.39545E-06   1.81968E+00   4.63571E-01   1.16460E+02   2.38813E-02   1.92566E+02   4.04586E-03  -1.12395E+00   2.75003E-02  -6.86846E-01   7.71982E-01   1.08521E+03
 1.39558E-06   1.82019E+00   4.63832E-01   1.16460E+02   2.38810E-02   1.92566E+02   4.04588E-03  -1.12139E+00   2.75001E-02  -6.85281E-01   7.68466E-01   1.08521E+03
 1.39570E-06   1.82069E+00   4.64089E-01   1.16460E+02   2.38807E-02   1.92566E+02   4.04591E-03  -1.11883E+00   2.74999E-02  -6.83718E-01   7.64965E-01   1.08521E+03
 1.39583E-06   1.82119E+00   4.64342E-01   1.16460E+02   2.38804E-02   1.92566E+02   4.04594E-03  -1.11627E+00   2.74996E-02  -6.82156E-01   7.61473E-01   1.08521E+03
 1.39595E-06   1.82168E+00   4.64594E-01   1.16460E+02   2.38800E-02   1.92566E+02   4.04597E-03  -1.11372E+00   2.74994E-02  -6.80594E-01   7.57991E-01   1.08521E+03
 1.39608E-06   1.82218E+00   4.64847E-01   1.16460E+02   2.38797E-02   1.92566E+02   4.04599E-03  -1.11116E+00   2.74992E-02  -6.79033E-01   7.54517E-01   1.08521E+03
 1.39621E-06   1.82267E+00   4.65099E-01   1.16460E+02   2.38794E-02   1.92566E+02   4.04602E-03  -1.10861E+00   2.74989E-02  -6.77472E-01   7.51053E-01   1.08521E+03
 1.39633E-06   1.82317E+00   4.65351E-01   1.16460E+02   2.38791E-02   1.92566E+02   4.04605E-03  -1.10606E+00   2.74987E-02  -6.75912E-01   7.47597E-01   1.08521E+03
 1.39646E-06   1.82366E+00   4.65603E-01   1.16460E+02   2.38787E-02   1.92566E+02   4.04608E-03  -1.10350E+00   2.74985E-02  -6.74351E-01   7.44149E-01   1.08521E+03
 1.39658E-06   1.82415E+00   4.65854E-01   1.16460E+02   2.38784E-02   1.92566E+02   4.04610E-03  -1.10095E+00   2.74982E-02  -6.72791E-01   7.40710E-01   1.08521E+03
 1.39671E-06   1.82464E+00   4.66106E-01   1.16460E+02   2.38781E-02   1.92566E+02   4.04613E-03  -1.09840E+00   2.74980E-02  -6.71232E-01   7.37280E-01   1.08521E+03
 1.39684E-06   1.82514E+00   4.66357E-01   1.16460E+02   2.38777E-02   1.92566E+02   4.04616E-03  -1.09585E+00   2.74978E-02  -6.69673E-01   7.33859E-01   1.08521E+03
 1.39696E-06   1.82563E+00   4.66608E-01   1.16460E+02   2.38774E-02   1.92566E+02   4.04619E-03  -1.09330E+00   2.74975E-02  -6.68114E-01   7.30447E-01   1.08521E+03
 1.39709E-06   1.82612E+00   4.66859E-01   1.16460E+02   2.38771E-02   1.92566E+02   4.04622E-03  -1.09075E+00   2.74973E-02  -6.66556E-01   7.27045E-01   1.08521E+03
 1.39721E-06   1.82661E+00   4.67109E-01   1.16460E+02   2.38768E-02   1.92566E+02   4.04624E-03  -1.08820E+00   2.74971E-02  -6.65000E-01   7.23654E-01   1.08521E+03
 1.39734E-06   1.82710E+00   4.67360E-01   1.16460E+02   2.38764E-02   1.92566E+02   4.04627E-03  -1.08566E+00   2.74968E-02  -6.63446E-01   7.20276E-01   1.08521E+03
 1.39747E-06   1.82759E+00   4.67610E-01   1.16460E+02   2.38761E-02   1.92566E+02   4.04630E-03  -1.08312E+00   2.74966E-02  -6.61893E-01   7.16908E-01   1.08521E+03
 1.39759E-06   1.82807E+00   4.67860E-01   1.16460E+02   2.38758E-02   1.92566E+02   4.04633E-03  -1.08058E+00   2.74964E-02  -6.60342E-01   7.13551E-01   1.08521E+03
 1.39772E-06   1.82856E+00   4.68108E-01   1.16460E+02   2.38755E-02   1.92566E+02   4.04635E-03  -1.07804E+00   2.74961E-02  -6.58790E-01   7.10202E-01   1.08521E+03
 1.39784E-06   1.82905E+00   4.68357E-01   1.16460E+02   2.38751E-02   1.92566E+02   4.04638E-03  -1.07550E+00   2.74959E-02  -6.57239E-01   7.06862E-01   1.08521E+03
