Time (s)   V_brick (kV)             E_brick (J)              E_ESR (J)                R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out (kV)               P_out (MW)               E_out (J)                
 0.00000E+00   1.00000E+02   1.40000E+03   0.00000E+00   1.00000E+10   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.25500E-10   1.00000E+02   1.40000E+03   1.16620E-14   1.40253E+06   4.06327E-07   5.27939E-07   7.12249E-05   4.06655E-12   4.35255E-05   3.10010E-09   1.09641E-13
 2.51500E-10   1.00000E+02   1.40000E+03   1.83407E-13   4.53619E+05   2.14554E-06   9.28312E-07   2.20004E-04   2.14867E-11   1.34445E-04   2.95784E-08   1.72431E-12
 3.77500E-10   1.00000E+02   1.40000E+03   1.17256E-12   2.08922E+05   6.41143E-06   1.36788E-06   4.77092E-04   6.42609E-11   2.91551E-04   1.39097E-07   1.10239E-11
 5.03500E-10   1.00000E+02   1.40000E+03   4.86435E-12   1.14690E+05   1.47166E-05   1.84619E-06   8.67785E-04   1.47650E-10   5.30304E-04   4.60189E-07   4.57324E-11
 6.29500E-10   1.00000E+02   1.40000E+03   1.55321E-11   7.01332E+04   2.88766E-05   2.36090E-06   1.41663E-03   2.90056E-10   8.65704E-04   1.22638E-06   1.46025E-10
 7.55500E-10   1.00000E+02   1.40000E+03   4.15209E-11   4.61744E+04   5.09960E-05   2.90964E-06   2.14742E-03   5.12925E-10   1.31229E-03   2.81804E-06   3.90361E-10
 8.81500E-10   1.00000E+02   1.40000E+03   9.75259E-11   3.20893E+04   8.34538E-05   3.49028E-06   3.08314E-03   8.40649E-10   1.88411E-03   5.80897E-06   9.16894E-10
 1.00750E-09   1.00000E+02   1.40000E+03   2.07521E-10   2.32443E+04   1.28888E-04   4.10092E-06   4.24591E-03   1.30046E-09   2.59468E-03   1.10168E-05   1.95102E-09
 1.13350E-09   1.00000E+02   1.40000E+03   4.08382E-10   1.73998E+04   1.90177E-04   4.73988E-06   5.65695E-03   1.92233E-09   3.45696E-03   1.95558E-05   3.83942E-09
 1.25950E-09   1.00000E+02   1.40000E+03   7.54232E-10   1.33777E+04   2.70425E-04   5.40566E-06   7.33653E-03   2.73884E-09   4.48335E-03   3.28922E-05   7.09095E-09
 1.38550E-09   1.00000E+02   1.40000E+03   1.32153E-09   1.05162E+04   3.72942E-04   6.09690E-06   9.30395E-03   3.78506E-09   5.68564E-03   5.28989E-05   1.24244E-08
 1.51150E-09   1.00000E+02   1.40000E+03   2.21490E-09   8.42334E+03   5.01225E-04   6.81236E-06   1.15775E-02   5.09842E-09   7.07500E-03   8.19108E-05   2.08235E-08
 1.63750E-09   1.00000E+02   1.40000E+03   3.57368E-09   6.85618E+03   6.58945E-04   7.55090E-06   1.41744E-02   6.71860E-09   8.66199E-03   1.22779E-04   3.35981E-08
 1.76350E-09   1.00000E+02   1.40000E+03   5.57919E-09   5.65879E+03   8.49917E-04   8.31147E-06   1.71110E-02   8.68740E-09   1.04565E-02   1.78922E-04   5.24529E-08
 1.88950E-09   1.00000E+02   1.40000E+03   8.46269E-09   4.72775E+03   1.07809E-03   9.09311E-06   2.04024E-02   1.10486E-08   1.24679E-02   2.54376E-04   7.95623E-08
 2.01550E-09   1.00000E+02   1.40000E+03   1.25140E-08   3.99260E+03   1.34754E-03   9.89491E-06   2.40629E-02   1.38478E-08   1.47048E-02   3.53840E-04   1.17651E-07
 2.14150E-09   1.00000E+02   1.40000E+03   1.80905E-08   3.40417E+03   1.66243E-03   1.07160E-05   2.81055E-02   1.71323E-08   1.71753E-02   4.82719E-04   1.70079E-07
 2.26750E-09   1.00000E+02   1.40000E+03   2.56272E-08   2.92745E+03   2.02700E-03   1.15557E-05   3.25425E-02   2.09512E-08   1.98867E-02   6.47162E-04   2.40935E-07
 2.39350E-09   1.00000E+02   1.40000E+03   3.56466E-08   2.53701E+03   2.44556E-03   1.24131E-05   3.73849E-02   2.53547E-08   2.28459E-02   8.54094E-04   3.35133E-07
 2.51950E-09   1.00000E+02   1.40000E+03   4.87694E-08   2.21407E+03   2.92247E-03   1.32875E-05   4.26432E-02   3.03947E-08   2.60593E-02   1.11125E-03   4.58507E-07
 2.64550E-09   1.00000E+02   1.40000E+03   6.57257E-08   1.94458E+03   3.46212E-03   1.41784E-05   4.83266E-02   3.61241E-08   2.95324E-02   1.42720E-03   6.17923E-07
 2.77150E-09   1.00000E+02   1.40000E+03   8.73660E-08   1.71787E+03   4.06893E-03   1.50850E-05   5.44434E-02   4.25971E-08   3.32704E-02   1.81135E-03   8.21375E-07
 2.89750E-09   1.00000E+02   1.40000E+03   1.14673E-07   1.52571E+03   4.74732E-03   1.60068E-05   6.10014E-02   4.98687E-08   3.72780E-02   2.27401E-03   1.07810E-06
 3.02350E-09   1.00000E+02   1.40000E+03   1.48773E-07   1.36174E+03   5.50172E-03   1.69431E-05   6.80071E-02   5.79951E-08   4.15591E-02   2.82632E-03   1.39870E-06
 3.14950E-09   1.00000E+02   1.40000E+03   1.90949E-07   1.22092E+03   6.33652E-03   1.78935E-05   7.54666E-02   6.70328E-08   4.61177E-02   3.48034E-03   1.79521E-06
 3.27550E-09   1.00000E+02   1.40000E+03   2.42649E-07   1.09930E+03   7.25610E-03   1.88574E-05   8.33851E-02   7.70396E-08   5.09566E-02   4.24902E-03   2.28127E-06
 3.40150E-09   1.00000E+02   1.40000E+03   3.05502E-07   9.93673E+02   8.26482E-03   1.98344E-05   9.17671E-02   8.80735E-08   5.60788E-02   5.14619E-03   2.87219E-06
 3.52750E-09   1.00000E+02   1.40000E+03   3.81330E-07   9.01484E+02   9.36698E-03   2.08238E-05   1.00616E-01   1.00193E-07   6.14866E-02   6.18655E-03   3.58509E-06
 3.65350E-09   1.00000E+02   1.40000E+03   4.72156E-07   8.20644E+02   1.05668E-02   2.18254E-05   1.09936E-01   1.13458E-07   6.71819E-02   7.38572E-03   4.43899E-06
 3.77950E-09   1.00000E+02   1.40000E+03   5.80218E-07   7.49443E+02   1.18686E-02   2.28386E-05   1.19729E-01   1.27926E-07   7.31663E-02   8.76013E-03   5.45494E-06
 3.90550E-09   1.00000E+02   1.40000E+03   7.07980E-07   6.86475E+02   1.32763E-02   2.38631E-05   1.29997E-01   1.43659E-07   7.94411E-02   1.03271E-02   6.65610E-06
 4.03150E-09   1.00000E+02   1.40000E+03   8.58145E-07   6.30571E+02   1.47942E-02   2.48985E-05   1.40741E-01   1.60716E-07   8.60071E-02   1.21048E-02   8.06789E-06
 4.15750E-09   1.00000E+02   1.40000E+03   1.03366E-06   5.80759E+02   1.64262E-02   2.59443E-05   1.51964E-01   1.79157E-07   9.28651E-02   1.41121E-02   9.71804E-06
 4.28350E-09   1.00000E+02   1.40000E+03   1.23775E-06   5.36222E+02   1.81761E-02   2.70002E-05   1.63664E-01   1.99043E-07   1.00015E-01   1.63689E-02   1.16367E-05
 4.40950E-09   1.00000E+02   1.40000E+03   1.47388E-06   4.96274E+02   2.00479E-02   2.80659E-05   1.75843E-01   2.20433E-07   1.07458E-01   1.88957E-02   1.38567E-05
 4.53550E-09   1.00000E+02   1.40000E+03   1.74582E-06   4.60331E+02   2.20453E-02   2.91410E-05   1.88500E-01   2.43388E-07   1.15193E-01   2.17138E-02   1.64134E-05
 4.66150E-09   1.00000E+02   1.40000E+03   2.05762E-06   4.27898E+02   2.41720E-02   3.02252E-05   2.01635E-01   2.67968E-07   1.23219E-01   2.48452E-02   1.93448E-05
 4.78750E-09   1.00000E+02   1.40000E+03   2.41362E-06   3.98552E+02   2.64316E-02   3.13182E-05   2.15245E-01   2.94233E-07   1.31536E-01   2.83126E-02   2.26918E-05
 4.91350E-09   1.00000E+02   1.40000E+03   2.81850E-06   3.71930E+02   2.88275E-02   3.24197E-05   2.29331E-01   3.22243E-07   1.40144E-01   3.21395E-02   2.64983E-05
 5.03950E-09   1.00000E+02   1.40000E+03   3.27724E-06   3.47718E+02   3.13631E-02   3.35294E-05   2.43891E-01   3.52059E-07   1.49042E-01   3.63499E-02   3.08111E-05
 5.16550E-09   1.00000E+02   1.40000E+03   3.79512E-06   3.25646E+02   3.40419E-02   3.46471E-05   2.58922E-01   3.83739E-07   1.58227E-01   4.09685E-02   3.56800E-05
 5.29150E-09   1.00000E+02   1.40000E+03   4.37781E-06   3.05480E+02   3.68669E-02   3.57724E-05   2.74423E-01   4.17342E-07   1.67700E-01   4.60206E-02   4.11581E-05
 5.41750E-09   1.00000E+02   1.40000E+03   5.03128E-06   2.87015E+02   3.98414E-02   3.69052E-05   2.90391E-01   4.52928E-07   1.77458E-01   5.15320E-02   4.73018E-05
 5.54350E-09   1.00000E+02   1.40000E+03   5.76186E-06   2.70074E+02   4.29683E-02   3.80451E-05   3.06823E-01   4.90556E-07   1.87500E-01   5.75292E-02   5.41704E-05
 5.66950E-09   1.00000E+02   1.40000E+03   6.57625E-06   2.54498E+02   4.62506E-02   3.91920E-05   3.23717E-01   5.30284E-07   1.97824E-01   6.40390E-02   6.18269E-05
 5.79550E-09   1.00000E+02   1.40000E+03   7.48151E-06   2.40153E+02   4.96913E-02   4.03456E-05   3.41071E-01   5.72169E-07   2.08429E-01   7.10890E-02   7.03376E-05
 5.92150E-09   1.00000E+02   1.40000E+03   8.48505E-06   2.26916E+02   5.32929E-02   4.15057E-05   3.58881E-01   6.16270E-07   2.19312E-01   7.87068E-02   7.97725E-05
 6.04750E-09   1.00000E+02   1.40000E+03   9.59468E-06   2.14680E+02   5.70583E-02   4.26721E-05   3.77143E-01   6.62644E-07   2.30472E-01   8.69209E-02   9.02047E-05
 6.17350E-09   1.00000E+02   1.40000E+03   1.08186E-05   2.03352E+02   6.09900E-02   4.38446E-05   3.95855E-01   7.11348E-07   2.41907E-01   9.57599E-02   1.01711E-04
 6.29950E-09   1.00000E+02   1.40000E+03   1.21653E-05   1.92846E+02   6.50906E-02   4.50229E-05   4.15012E-01   7.62437E-07   2.53614E-01   1.05253E-01   1.14373E-04
 6.42550E-09   1.00000E+02   1.40000E+03   1.36439E-05   1.83089E+02   6.93623E-02   4.62071E-05   4.34612E-01   8.15969E-07   2.65591E-01   1.15429E-01   1.28274E-04
 6.55150E-09   1.00000E+02   1.40000E+03   1.52636E-05   1.74014E+02   7.38077E-02   4.73967E-05   4.54651E-01   8.71997E-07   2.77837E-01   1.26319E-01   1.43502E-04
 6.67750E-09   1.00000E+02   1.40000E+03   1.70343E-05   1.65560E+02   7.84289E-02   4.85917E-05   4.75124E-01   9.30579E-07   2.90349E-01   1.37952E-01   1.60148E-04
 6.80350E-09   1.00000E+02   1.40000E+03   1.89660E-05   1.57675E+02   8.32281E-02   4.97919E-05   4.96029E-01   9.91767E-07   3.03124E-01   1.50358E-01   1.78310E-04
 6.92950E-09   1.00000E+02   1.40000E+03   2.10695E-05   1.50310E+02   8.82074E-02   5.09971E-05   5.17362E-01   1.05562E-06   3.16160E-01   1.63569E-01   1.98085E-04
 7.05550E-09   1.00000E+02   1.40000E+03   2.33555E-05   1.43423E+02   9.33688E-02   5.22071E-05   5.39118E-01   1.12218E-06   3.29455E-01   1.77615E-01   2.19578E-04
 7.18150E-09   1.00000E+02   1.40000E+03   2.58357E-05   1.36975E+02   9.87142E-02   5.34219E-05   5.61293E-01   1.19151E-06   3.43006E-01   1.92527E-01   2.42895E-04
 7.30750E-09   1.00000E+02   1.40000E+03   2.85217E-05   1.30930E+02   1.04246E-01   5.46413E-05   5.83883E-01   1.26367E-06   3.56811E-01   2.08336E-01   2.68148E-04
 7.43350E-09   1.00000E+02   1.40000E+03   3.14259E-05   1.25256E+02   1.09965E-01   5.58651E-05   6.06886E-01   1.33869E-06   3.70868E-01   2.25075E-01   2.95451E-04
 7.55950E-09   1.00000E+02   1.40000E+03   3.45608E-05   1.19925E+02   1.15873E-01   5.70932E-05   6.30296E-01   1.41664E-06   3.85174E-01   2.42773E-01   3.24924E-04
 7.68550E-09   1.00000E+02   1.40000E+03   3.79396E-05   1.14911E+02   1.21973E-01   5.83255E-05   6.54109E-01   1.49757E-06   3.99726E-01   2.61465E-01   3.56690E-04
 7.81150E-09   1.00000E+02   1.40000E+03   4.15757E-05   1.10190E+02   1.28265E-01   5.95619E-05   6.78323E-01   1.58152E-06   4.14523E-01   2.81180E-01   3.90875E-04
 7.93750E-09   1.00000E+02   1.40000E+03   4.54832E-05   1.05741E+02   1.34751E-01   6.08021E-05   7.02931E-01   1.66855E-06   4.29561E-01   3.01952E-01   4.27612E-04
 8.06350E-09   1.00000E+02   1.40000E+03   4.96765E-05   1.01543E+02   1.41434E-01   6.20462E-05   7.27930E-01   1.75870E-06   4.44838E-01   3.23811E-01   4.67034E-04
 8.18950E-09   1.00000E+02   1.40000E+03   5.41701E-05   9.75788E+01   1.48313E-01   6.32939E-05   7.53317E-01   1.85203E-06   4.60352E-01   3.46791E-01   5.09282E-04
 8.31550E-09   1.00000E+02   1.40000E+03   5.89796E-05   9.38319E+01   1.55390E-01   6.45453E-05   7.79087E-01   1.94858E-06   4.76100E-01   3.70923E-01   5.54497E-04
 8.44150E-09   1.00000E+02   1.40000E+03   6.41204E-05   9.02873E+01   1.62667E-01   6.58001E-05   8.05236E-01   2.04840E-06   4.92080E-01   3.96240E-01   6.02829E-04
 8.56750E-09   1.00000E+02   1.40000E+03   6.96087E-05   8.69311E+01   1.70145E-01   6.70582E-05   8.31759E-01   2.15154E-06   5.08288E-01   4.22773E-01   6.54427E-04
 8.69350E-09   1.00000E+02   1.40000E+03   7.54610E-05   8.37506E+01   1.77824E-01   6.83197E-05   8.58654E-01   2.25804E-06   5.24723E-01   4.50556E-01   7.09447E-04
 8.81950E-09   1.00000E+02   1.40000E+03   8.16942E-05   8.07341E+01   1.85707E-01   6.95843E-05   8.85915E-01   2.36796E-06   5.41383E-01   4.79619E-01   7.68049E-04
 8.94550E-09   1.00000E+02   1.40000E+03   8.83258E-05   7.78710E+01   1.93794E-01   7.08520E-05   9.13540E-01   2.48134E-06   5.58264E-01   5.09996E-01   8.30396E-04
 9.07150E-09   1.00000E+02   1.40000E+03   9.53736E-05   7.51513E+01   2.02086E-01   7.21226E-05   9.41524E-01   2.59822E-06   5.75365E-01   5.41720E-01   8.96656E-04
 9.19750E-09   1.00000E+02   1.40000E+03   1.02856E-04   7.25658E+01   2.10584E-01   7.33962E-05   9.69863E-01   2.71865E-06   5.92683E-01   5.74821E-01   9.67000E-04
 9.32350E-09   1.00000E+02   1.40000E+03   1.10791E-04   7.01063E+01   2.19289E-01   7.46726E-05   9.98553E-01   2.84266E-06   6.10215E-01   6.09332E-01   1.04160E-03
 9.44950E-09   1.00000E+02   1.40000E+03   1.19199E-04   6.77648E+01   2.28202E-01   7.59517E-05   1.02759E+00   2.97032E-06   6.27960E-01   6.45285E-01   1.12065E-03
 9.57550E-09   1.00000E+02   1.40000E+03   1.28098E-04   6.55343E+01   2.37323E-01   7.72335E-05   1.05697E+00   3.10166E-06   6.45914E-01   6.82712E-01   1.20431E-03
 9.70150E-09   1.00000E+02   1.40000E+03   1.37509E-04   6.34079E+01   2.46653E-01   7.85178E-05   1.08669E+00   3.23672E-06   6.64076E-01   7.21645E-01   1.29279E-03
 9.82750E-09   1.00000E+02   1.40000E+03   1.47452E-04   6.13795E+01   2.56194E-01   7.98046E-05   1.11675E+00   3.37555E-06   6.82444E-01   7.62117E-01   1.38627E-03
 9.95350E-09   1.00000E+02   1.40000E+03   1.57948E-04   5.94434E+01   2.65945E-01   8.10939E-05   1.14713E+00   3.51818E-06   7.01014E-01   8.04157E-01   1.48495E-03
 1.00795E-08   1.00000E+02   1.40000E+03   1.69018E-04   5.75941E+01   2.75908E-01   8.23855E-05   1.17785E+00   3.66467E-06   7.19784E-01   8.47798E-01   1.58903E-03
 1.02055E-08   1.00000E+02   1.40000E+03   1.80685E-04   5.58268E+01   2.86083E-01   8.36794E-05   1.20889E+00   3.81505E-06   7.38753E-01   8.93071E-01   1.69871E-03
 1.03315E-08   1.00000E+02   1.40000E+03   1.92969E-04   5.41368E+01   2.96470E-01   8.49755E-05   1.24025E+00   3.96936E-06   7.57918E-01   9.40009E-01   1.81420E-03
 1.04575E-08   1.00000E+02   1.40000E+03   2.05893E-04   5.25197E+01   3.07070E-01   8.62737E-05   1.27193E+00   4.12763E-06   7.77277E-01   9.88643E-01   1.93571E-03
 1.05835E-08   1.00000E+02   1.40000E+03   2.19481E-04   5.09716E+01   3.17883E-01   8.75741E-05   1.30392E+00   4.28993E-06   7.96828E-01   1.03900E+00   2.06346E-03
 1.07095E-08   1.00000E+02   1.40000E+03   2.33756E-04   4.94887E+01   3.28910E-01   8.88764E-05   1.33623E+00   4.45627E-06   8.16568E-01   1.09112E+00   2.19766E-03
 1.08355E-08   1.00000E+02   1.40000E+03   2.48741E-04   4.80675E+01   3.40152E-01   9.01808E-05   1.36883E+00   4.62670E-06   8.36495E-01   1.14502E+00   2.33855E-03
 1.09615E-08   1.00000E+02   1.40000E+03   2.64461E-04   4.67047E+01   3.51608E-01   9.14871E-05   1.40175E+00   4.80126E-06   8.56608E-01   1.20075E+00   2.48634E-03
 1.10875E-08   1.00000E+02   1.40000E+03   2.80941E-04   4.53972E+01   3.63280E-01   9.27952E-05   1.43496E+00   4.97999E-06   8.76904E-01   1.25832E+00   2.64127E-03
 1.12135E-08   1.00000E+02   1.40000E+03   2.98204E-04   4.41421E+01   3.75167E-01   9.41051E-05   1.46847E+00   5.16292E-06   8.97380E-01   1.31777E+00   2.80358E-03
 1.13395E-08   1.00000E+02   1.40000E+03   3.16277E-04   4.29368E+01   3.87269E-01   9.54168E-05   1.50227E+00   5.35009E-06   9.18036E-01   1.37914E+00   2.97349E-03
 1.14655E-08   1.00000E+02   1.40000E+03   3.35186E-04   4.17788E+01   3.99587E-01   9.67302E-05   1.53636E+00   5.54153E-06   9.38869E-01   1.44244E+00   3.15126E-03
 1.15915E-08   1.00000E+02   1.40000E+03   3.54956E-04   4.06656E+01   4.12122E-01   9.80452E-05   1.57074E+00   5.73729E-06   9.59877E-01   1.50771E+00   3.33713E-03
 1.17175E-08   1.00000E+02   1.40000E+03   3.75615E-04   3.95950E+01   4.24872E-01   9.93618E-05   1.60539E+00   5.93740E-06   9.81057E-01   1.57498E+00   3.53136E-03
 1.18435E-08   1.00000E+02   1.40000E+03   3.97189E-04   3.85650E+01   4.37840E-01   1.00680E-04   1.64034E+00   6.14190E-06   1.00241E+00   1.64429E+00   3.73418E-03
 1.19695E-08   1.00000E+02   1.40000E+03   4.19705E-04   3.75735E+01   4.51023E-01   1.02000E-04   1.67555E+00   6.35081E-06   1.02393E+00   1.71565E+00   3.94587E-03
 1.20955E-08   1.00000E+02   1.40000E+03   4.43192E-04   3.66188E+01   4.64424E-01   1.03321E-04   1.71104E+00   6.56419E-06   1.04562E+00   1.78909E+00   4.16669E-03
 1.22215E-08   1.00000E+02   1.40000E+03   4.67678E-04   3.56990E+01   4.78041E-01   1.04643E-04   1.74680E+00   6.78204E-06   1.06747E+00   1.86466E+00   4.39689E-03
 1.23475E-08   1.00000E+02   1.40000E+03   4.93191E-04   3.48125E+01   4.91876E-01   1.05967E-04   1.78283E+00   7.00442E-06   1.08949E+00   1.94237E+00   4.63675E-03
 1.24735E-08   1.00000E+02   1.40000E+03   5.19760E-04   3.39578E+01   5.05927E-01   1.07293E-04   1.81912E+00   7.23136E-06   1.11167E+00   2.02225E+00   4.88653E-03
 1.25995E-08   1.00000E+02   1.40000E+03   5.47414E-04   3.31334E+01   5.20195E-01   1.08619E-04   1.85567E+00   7.46289E-06   1.13400E+00   2.10434E+00   5.14653E-03
 1.27255E-08   1.00000E+02   1.40000E+03   5.76183E-04   3.23379E+01   5.34681E-01   1.09947E-04   1.89248E+00   7.69904E-06   1.15650E+00   2.18865E+00   5.41700E-03
 1.28515E-08   1.00000E+02   1.40000E+03   6.06098E-04   3.15701E+01   5.49383E-01   1.11276E-04   1.92955E+00   7.93985E-06   1.17915E+00   2.27523E+00   5.69825E-03
 1.29775E-08   1.00000E+02   1.40000E+03   6.37188E-04   3.08286E+01   5.64303E-01   1.12606E-04   1.96687E+00   8.18533E-06   1.20195E+00   2.36409E+00   5.99054E-03
 1.31035E-08   1.00000E+02   1.40000E+03   6.69485E-04   3.01123E+01   5.79439E-01   1.13938E-04   2.00444E+00   8.43554E-06   1.22491E+00   2.45526E+00   6.29418E-03
 1.32295E-08   1.00000E+02   1.40000E+03   7.03020E-04   2.94202E+01   5.94793E-01   1.15270E-04   2.04225E+00   8.69050E-06   1.24802E+00   2.54878E+00   6.60946E-03
 1.33555E-08   9.99990E+01   1.39997E+03   7.37824E-04   2.87511E+01   6.10363E-01   1.16604E-04   2.08031E+00   8.95024E-06   1.27128E+00   2.64466E+00   6.93667E-03
 1.34815E-08   9.99977E+01   1.39994E+03   7.73929E-04   2.81040E+01   6.26150E-01   1.17938E-04   2.11861E+00   9.21478E-06   1.29468E+00   2.74294E+00   7.27611E-03
 1.36075E-08   9.99965E+01   1.39990E+03   8.11367E-04   2.74781E+01   6.42153E-01   1.19274E-04   2.15715E+00   9.48417E-06   1.31823E+00   2.84363E+00   7.62809E-03
 1.37335E-08   9.99952E+01   1.39987E+03   8.50172E-04   2.68725E+01   6.58373E-01   1.20611E-04   2.19592E+00   9.75843E-06   1.34193E+00   2.94677E+00   7.99291E-03
 1.38595E-08   9.99939E+01   1.39983E+03   8.90375E-04   2.62862E+01   6.74809E-01   1.21948E-04   2.23493E+00   1.00376E-05   1.36576E+00   3.05238E+00   8.37089E-03
 1.39855E-08   9.99926E+01   1.39979E+03   9.32010E-04   2.57185E+01   6.91462E-01   1.23287E-04   2.27416E+00   1.03217E-05   1.38974E+00   3.16049E+00   8.76233E-03
 1.41115E-08   9.99913E+01   1.39976E+03   9.75112E-04   2.51687E+01   7.08330E-01   1.24626E-04   2.31362E+00   1.06107E-05   1.41385E+00   3.27112E+00   9.16754E-03
 1.42375E-08   9.99900E+01   1.39972E+03   1.01971E-03   2.46360E+01   7.25414E-01   1.25966E-04   2.35331E+00   1.09048E-05   1.43811E+00   3.38430E+00   9.58687E-03
 1.43635E-08   9.99886E+01   1.39968E+03   1.06585E-03   2.41196E+01   7.42713E-01   1.27308E-04   2.39321E+00   1.12038E-05   1.46249E+00   3.50006E+00   1.00206E-02
 1.44895E-08   9.99873E+01   1.39964E+03   1.11355E-03   2.36191E+01   7.60228E-01   1.28649E-04   2.43334E+00   1.15079E-05   1.48702E+00   3.61841E+00   1.04691E-02
 1.46155E-08   9.99859E+01   1.39960E+03   1.16286E-03   2.31337E+01   7.77958E-01   1.29992E-04   2.47369E+00   1.18171E-05   1.51167E+00   3.73939E+00   1.09327E-02
 1.47415E-08   9.99846E+01   1.39957E+03   1.21381E-03   2.26629E+01   7.95902E-01   1.31336E-04   2.51424E+00   1.21313E-05   1.53645E+00   3.86302E+00   1.14116E-02
 1.48675E-08   9.99832E+01   1.39953E+03   1.26643E-03   2.22060E+01   8.14061E-01   1.32680E-04   2.55501E+00   1.24507E-05   1.56137E+00   3.98932E+00   1.19064E-02
 1.49935E-08   9.99818E+01   1.39949E+03   1.32077E-03   2.17626E+01   8.32434E-01   1.34025E-04   2.59600E+00   1.27752E-05   1.58641E+00   4.11832E+00   1.24172E-02
 1.51195E-08   9.99805E+01   1.39945E+03   1.37685E-03   2.13321E+01   8.51022E-01   1.35370E-04   2.63718E+00   1.31049E-05   1.61158E+00   4.25004E+00   1.29444E-02
 1.52455E-08   9.99791E+01   1.39942E+03   1.43471E-03   2.09141E+01   8.69822E-01   1.36716E-04   2.67858E+00   1.34399E-05   1.63688E+00   4.38451E+00   1.34885E-02
 1.53715E-08   9.99778E+01   1.39938E+03   1.49439E-03   2.05080E+01   8.88837E-01   1.38063E-04   2.72018E+00   1.37800E-05   1.66230E+00   4.52175E+00   1.40496E-02
 1.54975E-08   9.99763E+01   1.39934E+03   1.55594E-03   2.01135E+01   9.08064E-01   1.39411E-04   2.76197E+00   1.41254E-05   1.68784E+00   4.66177E+00   1.46282E-02
 1.56235E-08   9.99750E+01   1.39930E+03   1.61938E-03   1.97301E+01   9.27504E-01   1.40759E-04   2.80397E+00   1.44761E-05   1.71351E+00   4.80462E+00   1.52246E-02
 1.57495E-08   9.99735E+01   1.39926E+03   1.68475E-03   1.93574E+01   9.47157E-01   1.42107E-04   2.84616E+00   1.48320E-05   1.73929E+00   4.95030E+00   1.58392E-02
 1.58755E-08   9.99721E+01   1.39922E+03   1.75209E-03   1.89950E+01   9.67021E-01   1.43456E-04   2.88855E+00   1.51933E-05   1.76519E+00   5.09884E+00   1.64724E-02
 1.60015E-08   9.99706E+01   1.39918E+03   1.82145E-03   1.86425E+01   9.87097E-01   1.44806E-04   2.93113E+00   1.55600E-05   1.79121E+00   5.25027E+00   1.71244E-02
 1.61275E-08   9.99691E+01   1.39913E+03   1.89285E-03   1.82997E+01   1.00739E+00   1.46156E-04   2.97390E+00   1.59320E-05   1.81735E+00   5.40460E+00   1.77957E-02
 1.62535E-08   9.99676E+01   1.39909E+03   1.96634E-03   1.79661E+01   1.02788E+00   1.47507E-04   3.01685E+00   1.63095E-05   1.84360E+00   5.56187E+00   1.84866E-02
 1.63795E-08   9.99661E+01   1.39905E+03   2.04196E-03   1.76414E+01   1.04859E+00   1.48858E-04   3.06000E+00   1.66923E-05   1.86996E+00   5.72209E+00   1.91976E-02
 1.65055E-08   9.99646E+01   1.39901E+03   2.11975E-03   1.73254E+01   1.06951E+00   1.50210E-04   3.10332E+00   1.70806E-05   1.89644E+00   5.88527E+00   1.99289E-02
 1.66315E-08   9.99631E+01   1.39897E+03   2.19974E-03   1.70176E+01   1.09064E+00   1.51562E-04   3.14683E+00   1.74744E-05   1.92303E+00   6.05146E+00   2.06810E-02
 1.67575E-08   9.99616E+01   1.39893E+03   2.28198E-03   1.67179E+01   1.11198E+00   1.52914E-04   3.19052E+00   1.78737E-05   1.94973E+00   6.22066E+00   2.14542E-02
 1.68835E-08   9.99601E+01   1.39888E+03   2.36651E-03   1.64260E+01   1.13353E+00   1.54267E-04   3.23439E+00   1.82785E-05   1.97654E+00   6.39289E+00   2.22489E-02
 1.70095E-08   9.99586E+01   1.39884E+03   2.45337E-03   1.61416E+01   1.15528E+00   1.55620E-04   3.27843E+00   1.86888E-05   2.00345E+00   6.56818E+00   2.30655E-02
 1.71355E-08   9.99571E+01   1.39880E+03   2.54260E-03   1.58644E+01   1.17725E+00   1.56974E-04   3.32265E+00   1.91047E-05   2.03047E+00   6.74656E+00   2.39044E-02
 1.72615E-08   9.99555E+01   1.39875E+03   2.63424E-03   1.55942E+01   1.19942E+00   1.58328E-04   3.36704E+00   1.95262E-05   2.05760E+00   6.92802E+00   2.47659E-02
 1.73875E-08   9.99539E+01   1.39871E+03   2.72833E-03   1.53308E+01   1.22180E+00   1.59682E-04   3.41160E+00   1.99533E-05   2.08483E+00   7.11261E+00   2.56505E-02
 1.75135E-08   9.99523E+01   1.39866E+03   2.82492E-03   1.50740E+01   1.24439E+00   1.61037E-04   3.45633E+00   2.03860E-05   2.11216E+00   7.30034E+00   2.65586E-02
 1.76395E-08   9.99506E+01   1.39862E+03   2.92405E-03   1.48235E+01   1.26718E+00   1.62392E-04   3.50123E+00   2.08243E-05   2.13960E+00   7.49123E+00   2.74905E-02
 1.77655E-08   9.99489E+01   1.39857E+03   3.02575E-03   1.45791E+01   1.29018E+00   1.63747E-04   3.54629E+00   2.12683E-05   2.16714E+00   7.68529E+00   2.84467E-02
 1.78915E-08   9.99473E+01   1.39852E+03   3.13008E-03   1.43407E+01   1.31339E+00   1.65103E-04   3.59151E+00   2.17180E-05   2.19477E+00   7.88254E+00   2.94276E-02
