Time (s)   V_cap (kV)               E_cap                    I_load (kA)              E_load                   P_load (MW)              
 3.08525E-06   6.20895E-06   7.71021E-13   7.77826E-06   7.99995E+02   1.13198E-10
 3.08675E-06   5.91852E-06   7.00579E-13   7.71106E-06   7.99995E+02   1.11250E-10
 3.08825E-06   5.63062E-06   6.34078E-13   7.64386E-06   7.99995E+02   1.09320E-10
 3.08975E-06   5.34523E-06   5.71431E-13   7.57667E-06   7.99995E+02   1.07407E-10
 3.09125E-06   5.06237E-06   5.12552E-13   7.50948E-06   7.99995E+02   1.05510E-10
 3.09275E-06   4.78202E-06   4.57355E-13   7.44230E-06   7.99995E+02   1.03631E-10
 3.09425E-06   4.50420E-06   4.05756E-13   7.37511E-06   7.99995E+02   1.01768E-10
 3.09575E-06   4.22889E-06   3.57670E-13   7.30794E-06   7.99995E+02   9.99225E-11
 3.09725E-06   3.95610E-06   3.13015E-13   7.24076E-06   7.99995E+02   9.80940E-11
 3.09875E-06   3.68583E-06   2.71707E-13   7.17359E-06   7.99995E+02   9.62824E-11
 3.10025E-06   3.41808E-06   2.33666E-13   7.10642E-06   7.99995E+02   9.44879E-11
 3.10175E-06   3.15285E-06   1.98809E-13   7.03926E-06   7.99995E+02   9.27103E-11
 3.10325E-06   2.89014E-06   1.67058E-13   6.97210E-06   7.99995E+02   9.09497E-11
 3.10475E-06   2.62994E-06   1.38332E-13   6.90494E-06   7.99995E+02   8.92060E-11
 3.10625E-06   2.37227E-06   1.12553E-13   6.83779E-06   7.99995E+02   8.74793E-11
 3.10775E-06   2.11711E-06   8.96430E-14   6.77064E-06   7.99995E+02   8.57696E-11
 3.10925E-06   1.86447E-06   6.95249E-14   6.70350E-06   7.99995E+02   8.40769E-11
 3.11075E-06   1.61435E-06   5.21223E-14   6.63635E-06   7.99995E+02   8.24011E-11
 3.11225E-06   1.36674E-06   3.73597E-14   6.56922E-06   7.99995E+02   8.07422E-11
 3.11375E-06   1.12166E-06   2.51622E-14   6.50208E-06   7.99995E+02   7.91004E-11
 3.11525E-06   8.79087E-07   1.54559E-14   6.43495E-06   7.99995E+02   7.74754E-11
 3.11675E-06   6.39035E-07   8.16731E-15   6.36782E-06   7.99995E+02   7.58674E-11
 3.11825E-06   4.01500E-07   3.22405E-15   6.30070E-06   7.99995E+02   7.42764E-11
 3.11975E-06   1.66482E-07   5.54328E-16   6.23358E-06   7.99995E+02   7.27024E-11
 3.12125E-06  -6.60182E-08   8.71682E-17   6.16646E-06   7.99995E+02   7.11452E-11
 3.12275E-06  -2.96002E-07   1.75234E-15   6.09935E-06   7.99995E+02   6.96050E-11
 3.12425E-06  -5.23469E-07   5.48040E-15   6.03224E-06   7.99995E+02   6.80817E-11
 3.12575E-06  -7.48420E-07   1.12026E-14   5.96513E-06   7.99995E+02   6.65754E-11
 3.12725E-06  -9.70854E-07   1.88512E-14   5.89803E-06   7.99995E+02   6.50860E-11
 3.12875E-06  -1.19077E-06   2.83588E-14   5.83093E-06   7.99995E+02   6.36135E-11
 3.13025E-06  -1.40817E-06   3.96591E-14   5.76383E-06   7.99995E+02   6.21579E-11
 3.13175E-06  -1.62306E-06   5.26864E-14   5.69674E-06   7.99995E+02   6.07193E-11
 3.13325E-06  -1.83543E-06   6.73760E-14   5.62965E-06   7.99995E+02   5.92976E-11
 3.13475E-06  -2.04528E-06   8.36637E-14   5.56257E-06   7.99995E+02   5.78928E-11
 3.13625E-06  -2.25262E-06   1.01486E-13   5.49549E-06   7.99995E+02   5.65049E-11
 3.13775E-06  -2.45744E-06   1.20781E-13   5.42841E-06   7.99995E+02   5.51339E-11
 3.13925E-06  -2.65975E-06   1.41486E-13   5.36133E-06   7.99995E+02   5.37798E-11
 3.14075E-06  -2.85954E-06   1.63540E-13   5.29426E-06   7.99995E+02   5.24427E-11
 3.14225E-06  -3.05682E-06   1.86883E-13   5.22720E-06   7.99995E+02   5.11224E-11
 3.14375E-06  -3.25159E-06   2.11456E-13   5.16013E-06   7.99995E+02   4.98191E-11
 3.14525E-06  -3.44383E-06   2.37200E-13   5.09307E-06   7.99995E+02   4.85326E-11
 3.14675E-06  -3.63357E-06   2.64056E-13   5.02602E-06   7.99995E+02   4.72631E-11
 3.14825E-06  -3.82079E-06   2.91968E-13   4.95897E-06   7.99995E+02   4.60104E-11
 3.14975E-06  -4.00549E-06   3.20879E-13   4.89192E-06   7.99995E+02   4.47746E-11
 3.15125E-06  -4.18768E-06   3.50733E-13   4.82487E-06   7.99995E+02   4.35557E-11
 3.15275E-06  -4.36736E-06   3.81476E-13   4.75783E-06   7.99995E+02   4.23537E-11
 3.15425E-06  -4.54452E-06   4.13053E-13   4.69079E-06   7.99995E+02   4.11686E-11
 3.15575E-06  -4.71917E-06   4.45410E-13   4.62376E-06   7.99995E+02   4.00003E-11
 3.15725E-06  -4.89130E-06   4.78496E-13   4.55673E-06   7.99995E+02   3.88490E-11
 3.15875E-06  -5.06092E-06   5.12258E-13   4.48970E-06   7.99995E+02   3.77145E-11
 3.16025E-06  -5.22803E-06   5.46645E-13   4.42267E-06   7.99995E+02   3.65969E-11
 3.16175E-06  -5.39262E-06   5.81607E-13   4.35565E-06   7.99995E+02   3.54961E-11
 3.16325E-06  -5.55470E-06   6.17094E-13   4.28864E-06   7.99995E+02   3.44122E-11
 3.16475E-06  -5.71427E-06   6.53057E-13   4.22162E-06   7.99995E+02   3.33452E-11
 3.16625E-06  -5.87132E-06   6.89449E-13   4.15462E-06   7.99995E+02   3.22950E-11
 3.16775E-06  -6.02587E-06   7.26221E-13   4.08761E-06   7.99995E+02   3.12617E-11
 3.16925E-06  -6.17790E-06   7.63328E-13   4.02061E-06   7.99995E+02   3.02452E-11
 3.17075E-06  -6.32741E-06   8.00723E-13   3.95361E-06   7.99995E+02   2.92456E-11
 3.17225E-06  -6.47441E-06   8.38361E-13   3.88661E-06   7.99995E+02   2.82629E-11
 3.17375E-06  -6.61891E-06   8.76199E-13   3.81962E-06   7.99995E+02   2.72970E-11
 3.17525E-06  -6.76089E-06   9.14192E-13   3.75263E-06   7.99995E+02   2.63479E-11
 3.17675E-06  -6.90035E-06   9.52298E-13   3.68565E-06   7.99995E+02   2.54157E-11
 3.17825E-06  -7.03731E-06   9.90475E-13   3.61867E-06   7.99995E+02   2.45003E-11
 3.17975E-06  -7.17175E-06   1.02868E-12   3.55169E-06   7.99995E+02   2.36017E-11
 3.18125E-06  -7.30369E-06   1.06688E-12   3.48472E-06   7.99995E+02   2.27200E-11
 3.18275E-06  -7.43311E-06   1.10502E-12   3.41775E-06   7.99995E+02   2.18551E-11
 3.18425E-06  -7.56002E-06   1.14308E-12   3.35078E-06   7.99995E+02   2.10071E-11
 3.18575E-06  -7.68442E-06   1.18101E-12   3.28382E-06   7.99995E+02   2.01758E-11
 3.18725E-06  -7.80631E-06   1.21877E-12   3.21686E-06   7.99995E+02   1.93614E-11
 3.18875E-06  -7.92478E-06   1.25604E-12   3.09425E-06   7.99995E+02   1.79136E-11
 3.19025E-06  -8.03831E-06   1.29229E-12   2.96051E-06   7.99995E+02   1.63986E-11
 3.19175E-06  -8.14682E-06   1.32741E-12   2.82679E-06   7.99995E+02   1.49507E-11
 3.19325E-06  -8.25031E-06   1.36135E-12   2.69307E-06   7.99995E+02   1.35696E-11
 3.19475E-06  -8.34880E-06   1.39405E-12   2.55936E-06   7.99995E+02   1.22556E-11
 3.19625E-06  -8.44227E-06   1.42544E-12   2.42565E-06   7.99995E+02   1.10086E-11
 3.19775E-06  -8.53072E-06   1.45546E-12   2.29195E-06   7.99995E+02   9.82847E-12
 3.19925E-06  -8.61416E-06   1.48408E-12   2.15827E-06   7.99995E+02   8.71532E-12
 3.20075E-06  -8.69259E-06   1.51122E-12   2.02458E-06   7.99995E+02   7.66910E-12
 3.20225E-06  -8.76601E-06   1.53686E-12   1.89091E-06   7.99995E+02   6.68980E-12
 3.20375E-06  -8.83441E-06   1.56094E-12   1.75724E-06   7.99995E+02   5.77743E-12
 3.20525E-06  -8.89780E-06   1.58342E-12   1.62357E-06   7.99995E+02   4.93195E-12
 3.20675E-06  -8.95618E-06   1.60426E-12   1.48992E-06   7.99995E+02   4.15336E-12
 3.20825E-06  -9.00954E-06   1.62344E-12   1.35627E-06   7.99995E+02   3.44165E-12
 3.20975E-06  -9.05790E-06   1.64091E-12   1.22263E-06   7.99995E+02   2.79682E-12
 3.21125E-06  -9.10124E-06   1.65665E-12   1.08900E-06   7.99995E+02   2.21885E-12
 3.21275E-06  -9.13957E-06   1.67064E-12   9.55372E-07   7.99995E+02   1.70773E-12
 3.21425E-06  -9.17289E-06   1.68284E-12   8.21753E-07   7.99995E+02   1.26345E-12
 3.21575E-06  -9.20120E-06   1.69324E-12   6.88141E-07   7.99995E+02   8.85991E-13
 3.21725E-06  -9.22450E-06   1.70183E-12   5.54536E-07   7.99995E+02   5.75351E-13
 3.21875E-06  -9.24279E-06   1.70858E-12   4.20939E-07   7.99995E+02   3.31522E-13
 3.22025E-06  -9.25608E-06   1.71350E-12   2.87347E-07   7.99995E+02   1.54485E-13
 3.22175E-06  -9.26442E-06   1.71659E-12   1.64896E-07   7.99995E+02   5.08740E-14
 3.22325E-06  -9.26872E-06   1.71818E-12   6.47117E-08   7.99995E+02   7.83502E-15
 3.22475E-06  -9.26927E-06   1.71839E-12  -3.54689E-08   7.99995E+02   2.35380E-15
 3.22625E-06  -9.26606E-06   1.71720E-12  -1.35643E-07   7.99995E+02   3.44244E-14
 3.22775E-06  -9.25910E-06   1.71462E-12  -2.35811E-07   7.99995E+02   1.04041E-13
 3.22925E-06  -9.24900E-06   1.71088E-12  -3.02583E-07   7.99995E+02   1.71302E-13
 3.23075E-06  -9.23640E-06   1.70622E-12  -3.69350E-07   7.99995E+02   2.55241E-13
 3.23225E-06  -9.22130E-06   1.70065E-12  -4.36115E-07   7.99995E+02   3.55857E-13
 3.23375E-06  -9.20370E-06   1.69416E-12  -5.02875E-07   7.99995E+02   4.73145E-13
 3.23525E-06  -9.18358E-06   1.68676E-12  -5.69633E-07   7.99995E+02   6.07105E-13
 3.23675E-06  -9.16097E-06   1.67847E-12  -6.36387E-07   7.99995E+02   7.57732E-13
 3.23825E-06  -9.13586E-06   1.66928E-12  -7.03136E-07   7.99995E+02   9.25023E-13
 3.23975E-06  -9.10824E-06   1.65920E-12  -7.69884E-07   7.99995E+02   1.10898E-12
 3.24125E-06  -9.07812E-06   1.64824E-12  -8.36625E-07   7.99995E+02   1.30959E-12
 3.24275E-06  -9.04549E-06   1.63642E-12  -9.03364E-07   7.99995E+02   1.52686E-12
 3.24425E-06  -9.01036E-06   1.62373E-12  -9.70100E-07   7.99995E+02   1.76079E-12
 3.24575E-06  -8.97273E-06   1.61020E-12  -1.03683E-06   7.99995E+02   2.01137E-12
 3.24725E-06  -8.93260E-06   1.59583E-12  -1.10356E-06   7.99995E+02   2.27859E-12
 3.24875E-06  -8.88996E-06   1.58063E-12  -1.17029E-06   7.99995E+02   2.56246E-12
 3.25025E-06  -8.84483E-06   1.56462E-12  -1.23701E-06   7.99995E+02   2.86298E-12
 3.25175E-06  -8.79719E-06   1.54781E-12  -1.30373E-06   7.99995E+02   3.18014E-12
 3.25325E-06  -8.74705E-06   1.53022E-12  -1.37044E-06   7.99995E+02   3.51394E-12
 3.25475E-06  -8.69441E-06   1.51185E-12  -1.43715E-06   7.99995E+02   3.86437E-12
 3.25625E-06  -8.63927E-06   1.49274E-12  -1.50386E-06   7.99995E+02   4.23144E-12
 3.25775E-06  -8.58162E-06   1.47288E-12  -1.57056E-06   7.99995E+02   4.61513E-12
 3.25925E-06  -8.52147E-06   1.45231E-12  -1.63726E-06   7.99995E+02   5.01545E-12
 3.26075E-06  -8.45882E-06   1.43103E-12  -1.70396E-06   7.99995E+02   5.43240E-12
 3.26225E-06  -8.39367E-06   1.40908E-12  -1.77065E-06   7.99995E+02   5.86597E-12
 3.26375E-06  -8.32602E-06   1.38645E-12  -1.83734E-06   7.99995E+02   6.31616E-12
 3.26525E-06  -8.25587E-06   1.36319E-12  -1.90403E-06   7.99995E+02   6.78297E-12
 3.26675E-06  -8.18322E-06   1.33930E-12  -1.97071E-06   7.99995E+02   7.26639E-12
 3.26825E-06  -8.10807E-06   1.31481E-12  -2.03739E-06   7.99995E+02   7.76643E-12
 3.26975E-06  -8.03042E-06   1.28975E-12  -2.10406E-06   7.99995E+02   8.28306E-12
 3.27125E-06  -7.95026E-06   1.26413E-12  -2.17073E-06   7.99995E+02   8.81631E-12
 3.27275E-06  -7.86761E-06   1.23799E-12  -2.23740E-06   7.99995E+02   9.36617E-12
 3.27425E-06  -7.78253E-06   1.21135E-12  -2.29294E-06   7.99995E+02   9.83689E-12
 3.27575E-06  -7.69654E-06   1.18474E-12  -2.29281E-06   7.99995E+02   9.83584E-12
 3.27725E-06  -7.61057E-06   1.15841E-12  -2.29269E-06   7.99995E+02   9.83478E-12
 3.27875E-06  -7.52459E-06   1.13239E-12  -2.29257E-06   7.99995E+02   9.83373E-12
 3.28025E-06  -7.43862E-06   1.10666E-12  -2.29245E-06   7.99995E+02   9.83268E-12
 3.28175E-06  -7.35266E-06   1.08123E-12  -2.29232E-06   7.99995E+02   9.83163E-12
 3.28325E-06  -7.26670E-06   1.05610E-12  -2.29220E-06   7.99995E+02   9.83058E-12
 3.28475E-06  -7.18075E-06   1.03126E-12  -2.29208E-06   7.99995E+02   9.82953E-12
 3.28625E-06  -7.09479E-06   1.00672E-12  -2.29196E-06   7.99995E+02   9.82848E-12
 3.28775E-06  -7.00885E-06   9.82479E-13  -2.29183E-06   7.99995E+02   9.82743E-12
 3.28925E-06  -6.92291E-06   9.58533E-13  -2.29171E-06   7.99995E+02   9.82638E-12
 3.29075E-06  -6.83697E-06   9.34883E-13  -2.29159E-06   7.99995E+02   9.82532E-12
 3.29225E-06  -6.75104E-06   9.11530E-13  -2.29147E-06   7.99995E+02   9.82428E-12
 3.29375E-06  -6.66511E-06   8.88473E-13  -2.29134E-06   7.99995E+02   9.82323E-12
 3.29525E-06  -6.57919E-06   8.65714E-13  -2.29122E-06   7.99995E+02   9.82218E-12
 3.29675E-06  -6.49327E-06   8.43250E-13  -2.29110E-06   7.99995E+02   9.82112E-12
 3.29825E-06  -6.40735E-06   8.21083E-13  -2.29098E-06   7.99995E+02   9.82008E-12
 3.29975E-06  -6.32144E-06   7.99213E-13  -2.29085E-06   7.99995E+02   9.81902E-12
 3.30125E-06  -6.23554E-06   7.77639E-13  -2.29073E-06   7.99995E+02   9.81798E-12
 3.30275E-06  -6.14964E-06   7.56361E-13  -2.29061E-06   7.99995E+02   9.81693E-12
 3.30425E-06  -6.06374E-06   7.35379E-13  -2.29049E-06   7.99995E+02   9.81589E-12
 3.30575E-06  -5.97785E-06   7.14694E-13  -2.29036E-06   7.99995E+02   9.81483E-12
 3.30725E-06  -5.89197E-06   6.94305E-13  -2.29024E-06   7.99995E+02   9.81379E-12
 3.30875E-06  -5.80608E-06   6.74212E-13  -2.29012E-06   7.99995E+02   9.81274E-12
 3.31025E-06  -5.72021E-06   6.54415E-13  -2.29000E-06   7.99995E+02   9.81170E-12
 3.31175E-06  -5.63434E-06   6.34915E-13  -2.28988E-06   7.99995E+02   9.81065E-12
 3.31325E-06  -5.54847E-06   6.15710E-13  -2.28975E-06   7.99995E+02   9.80959E-12
 3.31475E-06  -5.46260E-06   5.96801E-13  -2.28963E-06   7.99995E+02   9.80855E-12
 3.31625E-06  -5.37675E-06   5.78188E-13  -2.28951E-06   7.99995E+02   9.80750E-12
 3.31775E-06  -5.29089E-06   5.59871E-13  -2.28939E-06   7.99995E+02   9.80645E-12
 3.31925E-06  -5.20504E-06   5.41849E-13  -2.28926E-06   7.99995E+02   9.80540E-12
 3.32075E-06  -5.11920E-06   5.24123E-13  -2.28914E-06   7.99995E+02   9.80435E-12
 3.32225E-06  -5.03336E-06   5.06693E-13  -2.28902E-06   7.99995E+02   9.80330E-12
 3.32375E-06  -4.94752E-06   4.89559E-13  -2.28890E-06   7.99995E+02   9.80225E-12
 3.32525E-06  -4.86169E-06   4.72720E-13  -2.28877E-06   7.99995E+02   9.80121E-12
 3.32675E-06  -4.77586E-06   4.56177E-13  -2.28865E-06   7.99995E+02   9.80017E-12
 3.32825E-06  -4.69004E-06   4.39930E-13  -2.28853E-06   7.99995E+02   9.79912E-12
 3.32975E-06  -4.60485E-06   4.24093E-13  -2.25502E-06   7.99995E+02   9.51421E-12
 3.33125E-06  -4.52092E-06   4.08774E-13  -2.22150E-06   7.99995E+02   9.23353E-12
 3.33275E-06  -4.43824E-06   3.93959E-13  -2.18799E-06   7.99995E+02   8.95706E-12
 3.33425E-06  -4.35682E-06   3.79637E-13  -2.15448E-06   7.99995E+02   8.68480E-12
 3.33575E-06  -4.27665E-06   3.65795E-13  -2.12098E-06   7.99995E+02   8.41677E-12
 3.33725E-06  -4.19774E-06   3.52421E-13  -2.08747E-06   7.99995E+02   8.15295E-12
 3.33875E-06  -4.12009E-06   3.39503E-13  -2.05397E-06   7.99995E+02   7.89334E-12
 3.34025E-06  -4.04369E-06   3.27029E-13  -2.02047E-06   7.99995E+02   7.63795E-12
 3.34175E-06  -3.96856E-06   3.14989E-13  -1.98697E-06   7.99995E+02   7.38677E-12
 3.34325E-06  -3.89467E-06   3.03369E-13  -1.95347E-06   7.99995E+02   7.13980E-12
 3.34475E-06  -3.82205E-06   2.92161E-13  -1.91997E-06   7.99995E+02   6.89705E-12
 3.34625E-06  -3.75067E-06   2.81351E-13  -1.88648E-06   7.99995E+02   6.65850E-12
 3.34775E-06  -3.68056E-06   2.70930E-13  -1.85298E-06   7.99995E+02   6.42417E-12
 3.34925E-06  -3.61170E-06   2.60887E-13  -1.81949E-06   7.99995E+02   6.19405E-12
 3.35075E-06  -3.54410E-06   2.51212E-13  -1.78600E-06   7.99995E+02   5.96813E-12
 3.35225E-06  -3.47775E-06   2.41895E-13  -1.75252E-06   7.99995E+02   5.74643E-12
 3.35375E-06  -3.41266E-06   2.32925E-13  -1.71903E-06   7.99995E+02   5.52893E-12
 3.35525E-06  -3.34882E-06   2.24292E-13  -1.68555E-06   7.99995E+02   5.31564E-12
 3.35675E-06  -3.28624E-06   2.15988E-13  -1.65206E-06   7.99995E+02   5.10655E-12
 3.35825E-06  -3.22492E-06   2.08002E-13  -1.61858E-06   7.99995E+02   4.90167E-12
 3.35975E-06  -3.16485E-06   2.00325E-13  -1.58511E-06   7.99995E+02   4.70100E-12
 3.36125E-06  -3.10603E-06   1.92949E-13  -1.55163E-06   7.99995E+02   4.50454E-12
 3.36275E-06  -3.04848E-06   1.85864E-13  -1.51815E-06   7.99995E+02   4.31227E-12
 3.36425E-06  -2.99217E-06   1.79062E-13  -1.48468E-06   7.99995E+02   4.12421E-12
 3.36575E-06  -2.93712E-06   1.72534E-13  -1.45121E-06   7.99995E+02   3.94034E-12
 3.36725E-06  -2.88333E-06   1.66272E-13  -1.41774E-06   7.99995E+02   3.76069E-12
 3.36875E-06  -2.83079E-06   1.60268E-13  -1.38427E-06   7.99995E+02   3.58523E-12
 3.37025E-06  -2.77951E-06   1.54514E-13  -1.35081E-06   7.99995E+02   3.41398E-12
 3.37175E-06  -2.72948E-06   1.49002E-13  -1.31734E-06   7.99995E+02   3.24691E-12
 3.37325E-06  -2.68071E-06   1.43724E-13  -1.28388E-06   7.99995E+02   3.08406E-12
 3.37475E-06  -2.63319E-06   1.38674E-13  -1.25042E-06   7.99995E+02   2.92540E-12
 3.37625E-06  -2.58693E-06   1.33844E-13  -1.21696E-06   7.99995E+02   2.77094E-12
 3.37775E-06  -2.54192E-06   1.29227E-13  -1.18350E-06   7.99995E+02   2.62068E-12
 3.37925E-06  -2.49817E-06   1.24817E-13  -1.15005E-06   7.99995E+02   2.47461E-12
 3.38075E-06  -2.45567E-06   1.20606E-13  -1.11659E-06   7.99995E+02   2.33273E-12
 3.38225E-06  -2.41442E-06   1.16589E-13  -1.08314E-06   7.99995E+02   2.19505E-12
 3.38375E-06  -2.37443E-06   1.12759E-13  -1.04969E-06   7.99995E+02   2.06157E-12
 3.38525E-06  -2.33542E-06   1.09083E-13  -1.03851E-06   7.99995E+02   2.01787E-12
 3.38675E-06  -2.29703E-06   1.05527E-13  -1.01619E-06   7.99995E+02   1.93208E-12
 3.38825E-06  -2.25920E-06   1.02080E-13  -9.93875E-07   7.99995E+02   1.84815E-12
 3.38975E-06  -2.22249E-06   9.87893E-14  -9.71560E-07   7.99995E+02   1.76609E-12
 3.39125E-06  -2.18634E-06   9.56013E-14  -9.49246E-07   7.99995E+02   1.68590E-12
 3.39275E-06  -2.15081E-06   9.25197E-14  -9.38066E-07   7.99995E+02   1.64642E-12
 3.39425E-06  -2.11626E-06   8.95711E-14  -9.04623E-07   7.99995E+02   1.53112E-12
 3.39575E-06  -2.08241E-06   8.67283E-14  -8.93445E-07   7.99995E+02   1.49351E-12
 3.39725E-06  -2.04925E-06   8.39886E-14  -8.82266E-07   7.99995E+02   1.45637E-12
 3.39875E-06  -2.01672E-06   8.13435E-14  -8.59958E-07   7.99995E+02   1.38366E-12
 3.40025E-06  -1.98476E-06   7.87851E-14  -8.37650E-07   7.99995E+02   1.31280E-12
 3.40175E-06  -1.95341E-06   7.63165E-14  -8.26474E-07   7.99995E+02   1.27800E-12
 3.40325E-06  -1.92277E-06   7.39408E-14  -8.15299E-07   7.99995E+02   1.24368E-12
 3.40475E-06  -1.89275E-06   7.16503E-14  -7.92995E-07   7.99995E+02   1.17656E-12
 3.40625E-06  -1.86330E-06   6.94374E-14  -7.70691E-07   7.99995E+02   1.11131E-12
 3.40775E-06  -1.83446E-06   6.73052E-14  -7.59520E-07   7.99995E+02   1.07933E-12
 3.40925E-06  -1.80633E-06   6.52566E-14  -7.48349E-07   7.99995E+02   1.04781E-12
 3.41075E-06  -1.77834E-06   6.32497E-14  -7.37177E-07   7.99995E+02   1.01676E-12
 3.41225E-06  -1.75104E-06   6.13230E-14  -7.26007E-07   7.99995E+02   9.86177E-13
 3.41375E-06  -1.72437E-06   5.94693E-14  -7.03708E-07   7.99995E+02   9.26527E-13
 3.41525E-06  -1.69826E-06   5.76820E-14  -6.81409E-07   7.99995E+02   8.68738E-13
 3.41675E-06  -1.67271E-06   5.59593E-14  -6.81372E-07   7.99995E+02   8.68644E-13
 3.41825E-06  -1.64744E-06   5.42811E-14  -6.59075E-07   7.99995E+02   8.12724E-13
 3.41975E-06  -1.62279E-06   5.26692E-14  -6.47908E-07   7.99995E+02   7.85417E-13
 3.42125E-06  -1.59885E-06   5.11262E-14  -6.36742E-07   7.99995E+02   7.58579E-13
 3.42275E-06  -1.57504E-06   4.96150E-14  -6.25578E-07   7.99995E+02   7.32212E-13
 3.42425E-06  -1.55193E-06   4.81696E-14  -6.14415E-07   7.99995E+02   7.06313E-13
 3.42575E-06  -1.52945E-06   4.67840E-14  -5.92120E-07   7.99995E+02   6.55984E-13
 3.42725E-06  -1.50724E-06   4.54355E-14  -5.92089E-07   7.99995E+02   6.55916E-13
 3.42875E-06  -1.48560E-06   4.41398E-14  -5.69796E-07   7.99995E+02   6.07453E-13
 3.43025E-06  -1.46423E-06   4.28793E-14  -5.69765E-07   7.99995E+02   6.07387E-13
 3.43175E-06  -1.44342E-06   4.16692E-14  -5.47474E-07   7.99995E+02   5.60791E-13
 3.43325E-06  -1.42289E-06   4.04923E-14  -5.47444E-07   7.99995E+02   5.60730E-13
 3.43475E-06  -1.40292E-06   3.93636E-14  -5.25154E-07   7.99995E+02   5.15998E-13
 3.43625E-06  -1.38322E-06   3.82662E-14  -5.25126E-07   7.99995E+02   5.15941E-13
 3.43775E-06  -1.36409E-06   3.72148E-14  -5.02837E-07   7.99995E+02   4.73072E-13
 3.43925E-06  -1.34523E-06   3.61931E-14  -5.02810E-07   7.99995E+02   4.73022E-13
 3.44075E-06  -1.32645E-06   3.51893E-14  -4.91653E-07   7.99995E+02   4.52263E-13
 3.44225E-06  -1.30836E-06   3.42361E-14  -4.80496E-07   7.99995E+02   4.31969E-13
 3.44375E-06  -1.29041E-06   3.33032E-14  -4.69339E-07   7.99995E+02   4.12142E-13
 3.44525E-06  -1.27316E-06   3.24187E-14  -4.58184E-07   7.99995E+02   3.92784E-13
 3.44675E-06  -1.25598E-06   3.15496E-14  -4.58159E-07   7.99995E+02   3.92741E-13
 3.44825E-06  -1.23908E-06   3.07062E-14  -4.35873E-07   7.99995E+02   3.55462E-13
 3.44975E-06  -1.22273E-06   2.99014E-14  -4.35849E-07   7.99995E+02   3.55423E-13
 3.45125E-06  -1.20667E-06   2.91208E-14  -4.13565E-07   7.99995E+02   3.20008E-13
 3.45275E-06  -1.19116E-06   2.83771E-14  -4.13543E-07   7.99995E+02   3.19974E-13
 3.45425E-06  -1.17565E-06   2.76430E-14  -4.13520E-07   7.99995E+02   3.19939E-13
 3.45575E-06  -1.16070E-06   2.69445E-14  -3.91237E-07   7.99995E+02   2.86387E-13
 3.45725E-06  -1.14603E-06   2.62676E-14  -3.91216E-07   7.99995E+02   2.86357E-13
 3.45875E-06  -1.13136E-06   2.55994E-14  -3.91196E-07   7.99995E+02   2.86328E-13
 3.46025E-06  -1.11697E-06   2.49523E-14  -3.68913E-07   7.99995E+02   2.54637E-13
 3.46175E-06  -1.10313E-06   2.43381E-14  -3.68893E-07   7.99995E+02   2.54610E-13
 3.46325E-06  -1.08930E-06   2.37315E-14  -3.68873E-07   7.99995E+02   2.54582E-13
 3.46475E-06  -1.07602E-06   2.31566E-14  -3.46593E-07   7.99995E+02   2.24758E-13
 3.46625E-06  -1.06303E-06   2.26005E-14  -3.46573E-07   7.99995E+02   2.24732E-13
 3.46775E-06  -1.05003E-06   2.20513E-14  -3.46557E-07   7.99995E+02   2.24710E-13
 3.46925E-06  -1.03731E-06   2.15204E-14  -3.24275E-07   7.99995E+02   1.96744E-13
 3.47075E-06  -1.02515E-06   2.10188E-14  -3.24259E-07   7.99995E+02   1.96724E-13
 3.47225E-06  -1.01299E-06   2.05232E-14  -3.24242E-07   7.99995E+02   1.96703E-13
 3.47375E-06  -1.00091E-06   2.00362E-14  -3.13093E-07   7.99995E+02   1.83409E-13
 3.47525E-06  -9.89513E-07   1.95827E-14  -3.01946E-07   7.99995E+02   1.70581E-13
 3.47675E-06  -9.78190E-07   1.91371E-14  -3.01930E-07   7.99995E+02   1.70563E-13
 3.47825E-06  -9.66868E-07   1.86967E-14  -3.01914E-07   7.99995E+02   1.70545E-13
 3.47975E-06  -9.55616E-07   1.82640E-14  -2.90767E-07   7.99995E+02   1.58184E-13
 3.48125E-06  -9.45060E-07   1.78628E-14  -2.79621E-07   7.99995E+02   1.46289E-13
 3.48275E-06  -9.34575E-07   1.74686E-14  -2.79606E-07   7.99995E+02   1.46274E-13
 3.48425E-06  -9.24090E-07   1.70788E-14  -2.79591E-07   7.99995E+02   1.46258E-13
 3.48575E-06  -9.14162E-07   1.67138E-14  -2.57315E-07   7.99995E+02   1.23881E-13
 3.48725E-06  -9.04513E-07   1.63629E-14  -2.57301E-07   7.99995E+02   1.23867E-13
 3.48875E-06  -8.94864E-07   1.60156E-14  -2.57287E-07   7.99995E+02   1.23854E-13
 3.49025E-06  -8.85216E-07   1.56722E-14  -2.57274E-07   7.99995E+02   1.23841E-13
 3.49175E-06  -8.75638E-07   1.53348E-14  -2.46129E-07   7.99995E+02   1.13344E-13
 3.49325E-06  -8.66756E-07   1.50253E-14  -2.34986E-07   7.99995E+02   1.03314E-13
 3.49475E-06  -8.57945E-07   1.47214E-14  -2.34972E-07   7.99995E+02   1.03301E-13
 3.49625E-06  -8.49134E-07   1.44206E-14  -2.34960E-07   7.99995E+02   1.03291E-13
