Time (s)   V_cap (kV)               E_cap                    I_load (kA)              E_load                   P_load (MW)              
 8.51750E-07  -1.66936E+00   5.57355E-02   3.53603E-01   7.99932E+02   2.33941E-01
 8.53250E-07  -1.68225E+00   5.65994E-02   3.33727E-01   7.99932E+02   2.08381E-01
 8.54750E-07  -1.69440E+00   5.74196E-02   3.14061E-01   7.99932E+02   1.84545E-01
 8.56250E-07  -1.70581E+00   5.81957E-02   2.94608E-01   7.99933E+02   1.62392E-01
 8.57750E-07  -1.71650E+00   5.89271E-02   2.75371E-01   7.99933E+02   1.41876E-01
 8.59250E-07  -1.72646E+00   5.96136E-02   2.56351E-01   7.99933E+02   1.22955E-01
 8.60750E-07  -1.73572E+00   6.02548E-02   2.37553E-01   7.99933E+02   1.05583E-01
 8.62250E-07  -1.74428E+00   6.08505E-02   2.18978E-01   7.99933E+02   8.97166E-02
 8.63750E-07  -1.75215E+00   6.14007E-02   2.00628E-01   7.99933E+02   7.53107E-02
 8.65250E-07  -1.75933E+00   6.19051E-02   1.82506E-01   7.99934E+02   6.23204E-02
 8.66750E-07  -1.76584E+00   6.23639E-02   1.64615E-01   7.99934E+02   5.07005E-02
 8.68250E-07  -1.77168E+00   6.27772E-02   1.46956E-01   7.99934E+02   4.04060E-02
 8.69750E-07  -1.77687E+00   6.31451E-02   1.29530E-01   7.99934E+02   3.13919E-02
 8.71250E-07  -1.78140E+00   6.34678E-02   1.12341E-01   7.99934E+02   2.36130E-02
 8.72750E-07  -1.78530E+00   6.37456E-02   9.53894E-02   7.99934E+02   1.70245E-02
 8.74250E-07  -1.78856E+00   6.39788E-02   7.86770E-02   7.99934E+02   1.15816E-02
 8.75750E-07  -1.79120E+00   6.41679E-02   6.22055E-02   7.99934E+02   7.23987E-03
 8.77250E-07  -1.79323E+00   6.43132E-02   4.59761E-02   7.99934E+02   3.95492E-03
 8.78750E-07  -1.79465E+00   6.44154E-02   2.99903E-02   7.99934E+02   1.68281E-03
 8.80250E-07  -1.79548E+00   6.44749E-02   1.42492E-02   7.99934E+02   3.79886E-04
 8.81750E-07  -1.79572E+00   6.44924E-02  -1.24603E-03   7.99934E+02   2.90488E-06
 8.83250E-07  -1.79539E+00   6.44684E-02  -1.64943E-02   7.99934E+02   5.09030E-04
 8.84750E-07  -1.79449E+00   6.44038E-02  -3.14948E-02   7.99934E+02   1.85588E-03
 8.86250E-07  -1.79303E+00   6.42991E-02  -4.62465E-02   7.99934E+02   4.00159E-03
 8.87750E-07  -1.79102E+00   6.41553E-02  -6.07489E-02   7.99934E+02   6.90478E-03
 8.89250E-07  -1.78848E+00   6.39730E-02  -7.50011E-02   7.99934E+02   1.05247E-02
 8.90750E-07  -1.78540E+00   6.37532E-02  -8.90028E-02   7.99934E+02   1.48211E-02
 8.92250E-07  -1.78181E+00   6.34966E-02  -1.02753E-01   7.99934E+02   1.97544E-02
 8.93750E-07  -1.77770E+00   6.32042E-02  -1.16252E-01   7.99934E+02   2.52857E-02
 8.95250E-07  -1.77309E+00   6.28770E-02  -1.29499E-01   7.99934E+02   3.13767E-02
 8.96750E-07  -1.76799E+00   6.25157E-02  -1.42494E-01   7.99934E+02   3.79899E-02
 8.98250E-07  -1.76241E+00   6.21215E-02  -1.55237E-01   7.99934E+02   4.50884E-02
 8.99750E-07  -1.75635E+00   6.16953E-02  -1.67728E-01   7.99934E+02   5.26361E-02
 9.01250E-07  -1.74983E+00   6.12381E-02  -1.79966E-01   7.99934E+02   6.05976E-02
 9.02750E-07  -1.74286E+00   6.07509E-02  -1.91953E-01   7.99934E+02   6.89385E-02
 9.04250E-07  -1.73544E+00   6.02348E-02  -2.03687E-01   7.99934E+02   7.76249E-02
 9.05750E-07  -1.72758E+00   5.96908E-02  -2.15170E-01   7.99934E+02   8.66238E-02
 9.07250E-07  -1.71930E+00   5.91200E-02  -2.26402E-01   7.99934E+02   9.59030E-02
 9.08750E-07  -1.71061E+00   5.85234E-02  -2.37382E-01   7.99935E+02   1.05431E-01
 9.10250E-07  -1.70150E+00   5.79022E-02  -2.48113E-01   7.99935E+02   1.15178E-01
 9.11750E-07  -1.69200E+00   5.72573E-02  -2.58593E-01   7.99935E+02   1.25114E-01
 9.13250E-07  -1.68211E+00   5.65899E-02  -2.68824E-01   7.99935E+02   1.35211E-01
 9.14750E-07  -1.67184E+00   5.59011E-02  -2.78807E-01   7.99935E+02   1.45439E-01
 9.16250E-07  -1.66120E+00   5.51920E-02  -2.88542E-01   7.99935E+02   1.55773E-01
 9.17750E-07  -1.65021E+00   5.44635E-02  -2.98031E-01   7.99936E+02   1.66186E-01
 9.19250E-07  -1.63886E+00   5.37169E-02  -3.07273E-01   7.99936E+02   1.76653E-01
 9.20750E-07  -1.62716E+00   5.29532E-02  -3.16270E-01   7.99936E+02   1.87150E-01
 9.22250E-07  -1.61514E+00   5.21734E-02  -3.25023E-01   7.99937E+02   1.97653E-01
 9.23750E-07  -1.60279E+00   5.13787E-02  -3.33534E-01   7.99937E+02   2.08139E-01
 9.25250E-07  -1.59013E+00   5.05700E-02  -3.41802E-01   7.99937E+02   2.18587E-01
 9.26750E-07  -1.57716E+00   4.97485E-02  -3.49830E-01   7.99938E+02   2.28975E-01
 9.28250E-07  -1.56389E+00   4.89152E-02  -3.57619E-01   7.99938E+02   2.39285E-01
 9.29750E-07  -1.55034E+00   4.80710E-02  -3.65170E-01   7.99938E+02   2.49496E-01
 9.31250E-07  -1.53651E+00   4.72171E-02  -3.72484E-01   7.99939E+02   2.59591E-01
 9.32750E-07  -1.52241E+00   4.63544E-02  -3.79563E-01   7.99939E+02   2.69552E-01
 9.34250E-07  -1.50804E+00   4.54839E-02  -3.86409E-01   7.99939E+02   2.79362E-01
 9.35750E-07  -1.49343E+00   4.46065E-02  -3.93022E-01   7.99940E+02   2.89007E-01
 9.37250E-07  -1.47857E+00   4.37233E-02  -3.99405E-01   7.99940E+02   2.98470E-01
 9.38750E-07  -1.46348E+00   4.28352E-02  -4.05559E-01   7.99941E+02   3.07739E-01
 9.40250E-07  -1.44816E+00   4.19431E-02  -4.11486E-01   7.99941E+02   3.16799E-01
 9.41750E-07  -1.43262E+00   4.10478E-02  -4.17187E-01   7.99942E+02   3.25639E-01
 9.43250E-07  -1.41687E+00   4.01504E-02  -4.22665E-01   7.99942E+02   3.34246E-01
 9.44750E-07  -1.40092E+00   3.92516E-02  -4.27920E-01   7.99943E+02   3.42610E-01
 9.46250E-07  -1.38478E+00   3.83522E-02  -4.32956E-01   7.99943E+02   3.50720E-01
 9.47750E-07  -1.36845E+00   3.74532E-02  -4.37773E-01   7.99944E+02   3.58569E-01
 9.49250E-07  -1.35195E+00   3.65553E-02  -4.42374E-01   7.99944E+02   3.66146E-01
 9.50750E-07  -1.33528E+00   3.56593E-02  -4.46761E-01   7.99945E+02   3.73444E-01
 9.52250E-07  -1.31844E+00   3.47659E-02  -4.50936E-01   7.99946E+02   3.80455E-01
 9.53750E-07  -1.30146E+00   3.38759E-02  -4.54900E-01   7.99946E+02   3.87174E-01
 9.55250E-07  -1.28433E+00   3.29900E-02  -4.58657E-01   7.99947E+02   3.93595E-01
 9.56750E-07  -1.26706E+00   3.21089E-02  -4.62207E-01   7.99947E+02   3.99712E-01
 9.58250E-07  -1.24967E+00   3.12333E-02  -4.65554E-01   7.99948E+02   4.05521E-01
 9.59750E-07  -1.23215E+00   3.03638E-02  -4.68698E-01   7.99948E+02   4.11018E-01
 9.61250E-07  -1.21452E+00   2.95010E-02  -4.71644E-01   7.99949E+02   4.16200E-01
 9.62750E-07  -1.19678E+00   2.86455E-02  -4.74392E-01   7.99949E+02   4.21064E-01
 9.64250E-07  -1.17894E+00   2.77980E-02  -4.76945E-01   7.99950E+02   4.25608E-01
 9.65750E-07  -1.16101E+00   2.69589E-02  -4.79305E-01   7.99951E+02   4.29831E-01
 9.67250E-07  -1.14299E+00   2.61287E-02  -4.81475E-01   7.99951E+02   4.33732E-01
 9.68750E-07  -1.12490E+00   2.53081E-02  -4.83457E-01   7.99952E+02   4.37310E-01
 9.70250E-07  -1.10674E+00   2.44974E-02  -4.85253E-01   7.99953E+02   4.40566E-01
 9.71750E-07  -1.08851E+00   2.36971E-02  -4.86867E-01   7.99954E+02   4.43500E-01
 9.73250E-07  -1.07022E+00   2.29076E-02  -4.88299E-01   7.99954E+02   4.46113E-01
 9.74750E-07  -1.05189E+00   2.21294E-02  -4.89552E-01   7.99955E+02   4.48406E-01
 9.76250E-07  -1.03351E+00   2.13629E-02  -4.90630E-01   7.99956E+02   4.50383E-01
 9.77750E-07  -1.01509E+00   2.06084E-02  -4.91534E-01   7.99956E+02   4.52044E-01
 9.79250E-07  -9.96648E-01   1.98661E-02  -4.92267E-01   7.99957E+02   4.53393E-01
 9.80750E-07  -9.78177E-01   1.91366E-02  -4.92831E-01   7.99958E+02   4.54433E-01
 9.82250E-07  -9.59688E-01   1.84200E-02  -4.93229E-01   7.99959E+02   4.55167E-01
 9.83750E-07  -9.41187E-01   1.77167E-02  -4.93464E-01   7.99959E+02   4.55600E-01
 9.85250E-07  -9.22680E-01   1.70268E-02  -4.93537E-01   7.99960E+02   4.55736E-01
 9.86750E-07  -9.04174E-01   1.63506E-02  -4.93452E-01   7.99961E+02   4.55579E-01
 9.88250E-07  -8.85674E-01   1.56884E-02  -4.93211E-01   7.99962E+02   4.55134E-01
 9.89750E-07  -8.67185E-01   1.50402E-02  -4.92816E-01   7.99962E+02   4.54406E-01
 9.91250E-07  -8.48715E-01   1.44063E-02  -4.92271E-01   7.99963E+02   4.53401E-01
 9.92750E-07  -8.30267E-01   1.37869E-02  -4.91578E-01   7.99964E+02   4.52124E-01
 9.94250E-07  -8.11848E-01   1.31820E-02  -4.90738E-01   7.99965E+02   4.50582E-01
 9.95750E-07  -7.93464E-01   1.25917E-02  -4.89756E-01   7.99965E+02   4.48779E-01
 9.97250E-07  -7.75119E-01   1.20162E-02  -4.88633E-01   7.99966E+02   4.46724E-01
 9.98750E-07  -7.56818E-01   1.14555E-02  -4.87372E-01   7.99967E+02   4.44421E-01
 1.00025E-06  -7.38567E-01   1.09096E-02  -4.85976E-01   7.99967E+02   4.41878E-01
 1.00175E-06  -7.20372E-01   1.03787E-02  -4.84447E-01   7.99968E+02   4.39102E-01
 1.00325E-06  -7.02236E-01   9.86270E-03  -4.82787E-01   7.99969E+02   4.36099E-01
 1.00475E-06  -6.84164E-01   9.36161E-03  -4.81001E-01   7.99970E+02   4.32878E-01
 1.00625E-06  -6.66162E-01   8.87544E-03  -4.79089E-01   7.99970E+02   4.29444E-01
 1.00775E-06  -6.48234E-01   8.40415E-03  -4.77055E-01   7.99971E+02   4.25805E-01
 1.00925E-06  -6.30385E-01   7.94770E-03  -4.74901E-01   7.99972E+02   4.21969E-01
 1.01075E-06  -6.12618E-01   7.50602E-03  -4.72631E-01   7.99972E+02   4.17943E-01
 1.01225E-06  -5.94939E-01   7.07905E-03  -4.70245E-01   7.99973E+02   4.13735E-01
 1.01375E-06  -5.77351E-01   6.66669E-03  -4.67748E-01   7.99973E+02   4.09352E-01
 1.01525E-06  -5.59859E-01   6.26885E-03  -4.65141E-01   7.99974E+02   4.04802E-01
 1.01675E-06  -5.42467E-01   5.88541E-03  -4.62427E-01   7.99974E+02   4.00092E-01
 1.01825E-06  -5.25179E-01   5.51625E-03  -4.59609E-01   7.99975E+02   3.95231E-01
 1.01975E-06  -5.07998E-01   5.16123E-03  -4.56689E-01   7.99975E+02   3.90226E-01
 1.02125E-06  -4.90928E-01   4.82021E-03  -4.53671E-01   7.99976E+02   3.85084E-01
 1.02275E-06  -4.73974E-01   4.49302E-03  -4.50555E-01   7.99977E+02   3.79813E-01
 1.02425E-06  -4.57138E-01   4.17950E-03  -4.47346E-01   7.99977E+02   3.74421E-01
 1.02575E-06  -4.40424E-01   3.87946E-03  -4.44045E-01   7.99978E+02   3.68915E-01
 1.02725E-06  -4.23836E-01   3.59273E-03  -4.40654E-01   7.99978E+02   3.63304E-01
 1.02875E-06  -4.07376E-01   3.31910E-03  -4.37177E-01   7.99979E+02   3.57593E-01
 1.03025E-06  -3.91048E-01   3.05838E-03  -4.33617E-01   7.99979E+02   3.51792E-01
 1.03175E-06  -3.74856E-01   2.81034E-03  -4.29974E-01   7.99980E+02   3.45906E-01
 1.03325E-06  -3.58801E-01   2.57477E-03  -4.26252E-01   7.99980E+02   3.39944E-01
 1.03475E-06  -3.42888E-01   2.35144E-03  -4.22454E-01   7.99981E+02   3.33912E-01
 1.03625E-06  -3.27118E-01   2.14013E-03  -4.18581E-01   7.99981E+02   3.27819E-01
 1.03775E-06  -3.11495E-01   1.94058E-03  -4.14637E-01   7.99982E+02   3.21669E-01
 1.03925E-06  -2.96021E-01   1.75257E-03  -4.10623E-01   7.99983E+02   3.15472E-01
 1.04075E-06  -2.80699E-01   1.57584E-03  -4.06542E-01   7.99983E+02   3.09232E-01
 1.04225E-06  -2.65532E-01   1.41014E-03  -4.02396E-01   7.99984E+02   3.02957E-01
 1.04375E-06  -2.50520E-01   1.25521E-03  -3.98188E-01   7.99984E+02   2.96654E-01
 1.04525E-06  -2.35668E-01   1.11079E-03  -3.93920E-01   7.99984E+02   2.90329E-01
 1.04675E-06  -2.20977E-01   9.76619E-04  -3.89594E-01   7.99985E+02   2.83987E-01
 1.04825E-06  -2.06449E-01   8.52428E-04  -3.85213E-01   7.99985E+02   2.77636E-01
 1.04975E-06  -1.92087E-01   7.37948E-04  -3.80779E-01   7.99985E+02   2.71281E-01
 1.05125E-06  -1.77892E-01   6.32909E-04  -3.76294E-01   7.99986E+02   2.64928E-01
 1.05275E-06  -1.63866E-01   5.37038E-04  -3.71760E-01   7.99986E+02   2.58582E-01
 1.05425E-06  -1.50010E-01   4.50062E-04  -3.67180E-01   7.99986E+02   2.52250E-01
 1.05575E-06  -1.36328E-01   3.71705E-04  -3.62555E-01   7.99987E+02   2.45936E-01
 1.05725E-06  -1.22819E-01   3.01691E-04  -3.57889E-01   7.99987E+02   2.39646E-01
 1.05875E-06  -1.09487E-01   2.39746E-04  -3.53182E-01   7.99988E+02   2.33384E-01
 1.06025E-06  -9.63311E-02   1.85593E-04  -3.48438E-01   7.99988E+02   2.27157E-01
 1.06175E-06  -8.33541E-02   1.38958E-04  -3.43659E-01   7.99988E+02   2.20967E-01
 1.06325E-06  -7.05571E-02   9.95660E-05  -3.38845E-01   7.99989E+02   2.14821E-01
 1.06475E-06  -5.79411E-02   6.71435E-05  -3.34001E-01   7.99989E+02   2.08722E-01
 1.06625E-06  -4.55074E-02   4.14185E-05  -3.29127E-01   7.99989E+02   2.02675E-01
 1.06775E-06  -3.32570E-02   2.21206E-05  -3.24225E-01   7.99990E+02   1.96683E-01
 1.06925E-06  -2.11909E-02   8.98106E-06  -3.19298E-01   7.99990E+02   1.90751E-01
 1.07075E-06  -9.30995E-03   1.73350E-06  -3.14348E-01   7.99990E+02   1.84882E-01
 1.07225E-06   2.38492E-03   1.13757E-07  -3.09376E-01   7.99991E+02   1.79080E-01
 1.07375E-06   1.38930E-02   3.86030E-06  -3.04385E-01   7.99991E+02   1.73348E-01
 1.07525E-06   2.52135E-02   1.27144E-05  -2.99376E-01   7.99991E+02   1.67690E-01
 1.07675E-06   3.63459E-02   2.64205E-05  -2.94351E-01   7.99991E+02   1.62108E-01
 1.07825E-06   4.72897E-02   4.47262E-05  -2.89312E-01   7.99991E+02   1.56605E-01
 1.07975E-06   5.80442E-02   6.73825E-05  -2.84261E-01   7.99992E+02   1.51185E-01
 1.08125E-06   6.86091E-02   9.41442E-05  -2.79200E-01   7.99992E+02   1.45850E-01
 1.08275E-06   7.89841E-02   1.24770E-04  -2.74131E-01   7.99992E+02   1.40601E-01
 1.08425E-06   8.91688E-02   1.59021E-04  -2.69054E-01   7.99992E+02   1.35442E-01
 1.08575E-06   9.91631E-02   1.96666E-04  -2.63973E-01   7.99992E+02   1.30374E-01
 1.08725E-06   1.08967E-01   2.37475E-04  -2.58888E-01   7.99992E+02   1.25400E-01
 1.08875E-06   1.18580E-01   2.81223E-04  -2.53802E-01   7.99993E+02   1.20521E-01
 1.09025E-06   1.28002E-01   3.27689E-04  -2.48715E-01   7.99993E+02   1.15739E-01
 1.09175E-06   1.37233E-01   3.76660E-04  -2.43631E-01   7.99993E+02   1.11055E-01
 1.09325E-06   1.46274E-01   4.27922E-04  -2.38549E-01   7.99993E+02   1.06471E-01
 1.09475E-06   1.55125E-01   4.81272E-04  -2.33472E-01   7.99993E+02   1.01987E-01
 1.09625E-06   1.63785E-01   5.36508E-04  -2.28402E-01   7.99994E+02   9.76052E-02
 1.09775E-06   1.72255E-01   5.93434E-04  -2.23339E-01   7.99994E+02   9.33263E-02
 1.09925E-06   1.80535E-01   6.51859E-04  -2.18286E-01   7.99994E+02   8.91509E-02
 1.10075E-06   1.88626E-01   7.11598E-04  -2.13244E-01   7.99994E+02   8.50796E-02
 1.10225E-06   1.96529E-01   7.72470E-04  -2.08213E-01   7.99994E+02   8.11130E-02
 1.10375E-06   2.04243E-01   8.34300E-04  -2.03197E-01   7.99995E+02   7.72514E-02
 1.10525E-06   2.11769E-01   8.96919E-04  -1.98195E-01   7.99995E+02   7.34952E-02
 1.10675E-06   2.19107E-01   9.60161E-04  -1.93210E-01   7.99995E+02   6.98445E-02
 1.10825E-06   2.26260E-01   1.02387E-03  -1.88242E-01   7.99995E+02   6.62992E-02
 1.10975E-06   2.33226E-01   1.08788E-03  -1.83294E-01   7.99995E+02   6.28593E-02
 1.11125E-06   2.40007E-01   1.15207E-03  -1.78366E-01   7.99995E+02   5.95245E-02
 1.11275E-06   2.46604E-01   1.21627E-03  -1.73459E-01   7.99995E+02   5.62946E-02
 1.11425E-06   2.53017E-01   1.28035E-03  -1.68575E-01   7.99995E+02   5.31692E-02
 1.11575E-06   2.59247E-01   1.34418E-03  -1.63715E-01   7.99995E+02   5.01477E-02
 1.11725E-06   2.65296E-01   1.40763E-03  -1.58880E-01   7.99995E+02   4.72295E-02
 1.11875E-06   2.71163E-01   1.47059E-03  -1.54072E-01   7.99995E+02   4.44139E-02
 1.12025E-06   2.76851E-01   1.53293E-03  -1.49290E-01   7.99995E+02   4.17001E-02
 1.12175E-06   2.82361E-01   1.59455E-03  -1.44538E-01   7.99995E+02   3.90873E-02
 1.12325E-06   2.87692E-01   1.65533E-03  -1.39814E-01   7.99995E+02   3.65744E-02
 1.12475E-06   2.92847E-01   1.71519E-03  -1.35122E-01   7.99995E+02   3.41605E-02
 1.12625E-06   2.97827E-01   1.77401E-03  -1.30461E-01   7.99995E+02   3.18443E-02
 1.12775E-06   3.02632E-01   1.83172E-03  -1.25832E-01   7.99995E+02   2.96248E-02
 1.12925E-06   3.07264E-01   1.88823E-03  -1.21237E-01   7.99995E+02   2.75007E-02
 1.13075E-06   3.11725E-01   1.94345E-03  -1.16676E-01   7.99995E+02   2.54706E-02
 1.13225E-06   3.16016E-01   1.99732E-03  -1.12151E-01   7.99995E+02   2.35332E-02
 1.13375E-06   3.20137E-01   2.04975E-03  -1.07662E-01   7.99995E+02   2.16870E-02
 1.13525E-06   3.24091E-01   2.10070E-03  -1.03210E-01   7.99995E+02   1.99305E-02
 1.13675E-06   3.27878E-01   2.15008E-03  -9.87962E-02   7.99995E+02   1.82623E-02
 1.13825E-06   3.31501E-01   2.19786E-03  -9.44209E-02   7.99995E+02   1.66805E-02
 1.13975E-06   3.34960E-01   2.24397E-03  -9.00851E-02   7.99995E+02   1.51838E-02
 1.14125E-06   3.38258E-01   2.28837E-03  -8.57895E-02   7.99995E+02   1.37703E-02
 1.14275E-06   3.41395E-01   2.33101E-03  -8.15350E-02   7.99995E+02   1.24383E-02
 1.14425E-06   3.44374E-01   2.37186E-03  -7.73221E-02   7.99995E+02   1.11862E-02
 1.14575E-06   3.47195E-01   2.41089E-03  -7.31516E-02   7.99995E+02   1.00120E-02
 1.14725E-06   3.49861E-01   2.44805E-03  -6.90242E-02   7.99995E+02   8.91407E-03
 1.14875E-06   3.52372E-01   2.48332E-03  -6.49403E-02   7.99995E+02   7.89046E-03
 1.15025E-06   3.54732E-01   2.51669E-03  -6.09007E-02   7.99995E+02   6.93935E-03
 1.15175E-06   3.56941E-01   2.54813E-03  -5.69060E-02   7.99995E+02   6.05885E-03
 1.15325E-06   3.59000E-01   2.57762E-03  -5.29568E-02   7.99995E+02   5.24707E-03
 1.15475E-06   3.60913E-01   2.60516E-03  -4.90534E-02   7.99995E+02   4.50207E-03
 1.15625E-06   3.62680E-01   2.63073E-03  -4.51965E-02   7.99995E+02   3.82194E-03
 1.15775E-06   3.64303E-01   2.65434E-03  -4.13865E-02   7.99995E+02   3.20473E-03
 1.15925E-06   3.65785E-01   2.67597E-03  -3.76240E-02   7.99995E+02   2.64852E-03
 1.16075E-06   3.67126E-01   2.69563E-03  -3.39093E-02   7.99995E+02   2.15136E-03
 1.16225E-06   3.68328E-01   2.71332E-03  -3.02429E-02   7.99995E+02   1.71128E-03
 1.16375E-06   3.69395E-01   2.72905E-03  -2.66253E-02   7.99995E+02   1.32636E-03
 1.16525E-06   3.70326E-01   2.74283E-03  -2.30566E-02   7.99995E+02   9.94639E-04
 1.16675E-06   3.71125E-01   2.75467E-03  -1.95374E-02   7.99995E+02   7.14179E-04
 1.16825E-06   3.71792E-01   2.76459E-03  -1.60680E-02   7.99995E+02   4.83054E-04
 1.16975E-06   3.72330E-01   2.77260E-03  -1.26486E-02   7.99995E+02   2.99336E-04
 1.17125E-06   3.72741E-01   2.77872E-03  -9.27958E-03   7.99995E+02   1.61113E-04
 1.17275E-06   3.73027E-01   2.78298E-03  -5.96122E-03   7.99995E+02   6.64880E-05
 1.17425E-06   3.73189E-01   2.78540E-03  -2.69371E-03   7.99995E+02   1.35761E-05
 1.17575E-06   3.73230E-01   2.78601E-03   5.22659E-04   7.99995E+02   5.11105E-07
 1.17725E-06   3.73150E-01   2.78483E-03   3.68770E-03   7.99995E+02   2.54440E-05
 1.17875E-06   3.72954E-01   2.78189E-03   6.80119E-03   7.99995E+02   8.65452E-05
 1.18025E-06   3.72641E-01   2.77723E-03   9.86297E-03   7.99995E+02   1.82007E-04
 1.18175E-06   3.72215E-01   2.77088E-03   1.28729E-02   7.99995E+02   3.10047E-04
 1.18325E-06   3.71676E-01   2.76287E-03   1.58309E-02   7.99995E+02   4.68903E-04
 1.18475E-06   3.71028E-01   2.75324E-03   1.87367E-02   7.99995E+02   6.56840E-04
 1.18625E-06   3.70272E-01   2.74202E-03   2.15903E-02   7.99995E+02   8.72153E-04
 1.18775E-06   3.69409E-01   2.72927E-03   2.43917E-02   7.99995E+02   1.11316E-03
 1.18925E-06   3.68443E-01   2.71501E-03   2.71407E-02   7.99995E+02   1.37821E-03
 1.19075E-06   3.67375E-01   2.69928E-03   2.98373E-02   7.99995E+02   1.66569E-03
 1.19225E-06   3.66206E-01   2.68214E-03   3.24815E-02   7.99995E+02   1.97399E-03
 1.19375E-06   3.64939E-01   2.66361E-03   3.50732E-02   7.99995E+02   2.30158E-03
 1.19525E-06   3.63576E-01   2.64375E-03   3.76126E-02   7.99995E+02   2.64692E-03
 1.19675E-06   3.62119E-01   2.62260E-03   4.00996E-02   7.99995E+02   3.00853E-03
 1.19825E-06   3.60569E-01   2.60021E-03   4.25342E-02   7.99995E+02   3.38494E-03
 1.19975E-06   3.58930E-01   2.57661E-03   4.49166E-02   7.99995E+02   3.77474E-03
 1.20125E-06   3.57201E-01   2.55186E-03   4.72467E-02   7.99995E+02   4.17654E-03
 1.20275E-06   3.55387E-01   2.52599E-03   4.95247E-02   7.99995E+02   4.58899E-03
 1.20425E-06   3.53488E-01   2.49907E-03   5.17507E-02   7.99995E+02   5.01078E-03
 1.20575E-06   3.51506E-01   2.47113E-03   5.39247E-02   7.99995E+02   5.44063E-03
 1.20725E-06   3.49444E-01   2.44222E-03   5.60469E-02   7.99995E+02   5.87729E-03
 1.20875E-06   3.47303E-01   2.41239E-03   5.81175E-02   7.99995E+02   6.31958E-03
 1.21025E-06   3.45086E-01   2.38169E-03   6.01367E-02   7.99995E+02   6.76632E-03
 1.21175E-06   3.42794E-01   2.35015E-03   6.21045E-02   7.99995E+02   7.21639E-03
 1.21325E-06   3.40429E-01   2.31783E-03   6.40213E-02   7.99995E+02   7.66871E-03
 1.21475E-06   3.37993E-01   2.28478E-03   6.58871E-02   7.99995E+02   8.12222E-03
 1.21625E-06   3.35488E-01   2.25104E-03   6.77022E-02   7.99995E+02   8.57590E-03
 1.21775E-06   3.32916E-01   2.21666E-03   6.94669E-02   7.99995E+02   9.02879E-03
 1.21925E-06   3.30278E-01   2.18168E-03   7.11813E-02   7.99995E+02   9.47995E-03
 1.22075E-06   3.27578E-01   2.14614E-03   7.28457E-02   7.99995E+02   9.92846E-03
 1.22225E-06   3.24816E-01   2.11010E-03   7.44605E-02   7.99995E+02   1.03735E-02
 1.22375E-06   3.21994E-01   2.07360E-03   7.60258E-02   7.99995E+02   1.08142E-02
 1.22525E-06   3.19114E-01   2.03668E-03   7.75420E-02   7.99995E+02   1.12499E-02
 1.22675E-06   3.16179E-01   1.99938E-03   7.90093E-02   7.99995E+02   1.16797E-02
 1.22825E-06   3.13189E-01   1.96175E-03   8.04282E-02   7.99995E+02   1.21029E-02
 1.22975E-06   3.10147E-01   1.92383E-03   8.17988E-02   7.99995E+02   1.25189E-02
 1.23125E-06   3.07055E-01   1.88566E-03   8.31215E-02   7.99995E+02   1.29271E-02
 1.23275E-06   3.03914E-01   1.84727E-03   8.43966E-02   7.99995E+02   1.33267E-02
 1.23425E-06   3.00726E-01   1.80872E-03   8.56246E-02   7.99995E+02   1.37174E-02
 1.23575E-06   2.97493E-01   1.77004E-03   8.68056E-02   7.99995E+02   1.40984E-02
 1.23725E-06   2.94216E-01   1.73126E-03   8.79403E-02   7.99995E+02   1.44694E-02
 1.23875E-06   2.90898E-01   1.69243E-03   8.90288E-02   7.99995E+02   1.48298E-02
 1.24025E-06   2.87540E-01   1.65358E-03   9.00717E-02   7.99995E+02   1.51792E-02
 1.24175E-06   2.84143E-01   1.61475E-03   9.10692E-02   7.99995E+02   1.55173E-02
 1.24325E-06   2.80710E-01   1.57596E-03   9.20219E-02   7.99995E+02   1.58437E-02
 1.24475E-06   2.77242E-01   1.53726E-03   9.29301E-02   7.99995E+02   1.61579E-02
 1.24625E-06   2.73741E-01   1.49868E-03   9.37941E-02   7.99995E+02   1.64598E-02
 1.24775E-06   2.70208E-01   1.46025E-03   9.46145E-02   7.99995E+02   1.67490E-02
 1.24925E-06   2.66645E-01   1.42199E-03   9.53917E-02   7.99995E+02   1.70253E-02
 1.25075E-06   2.63054E-01   1.38395E-03   9.61261E-02   7.99995E+02   1.72885E-02
 1.25225E-06   2.59436E-01   1.34614E-03   9.68182E-02   7.99995E+02   1.75383E-02
 1.25375E-06   2.55793E-01   1.30861E-03   9.74684E-02   7.99995E+02   1.77747E-02
 1.25525E-06   2.52127E-01   1.27136E-03   9.80772E-02   7.99995E+02   1.79974E-02
 1.25675E-06   2.48438E-01   1.23443E-03   9.86450E-02   7.99995E+02   1.82064E-02
 1.25825E-06   2.44729E-01   1.19784E-03   9.91723E-02   7.99995E+02   1.84016E-02
 1.25975E-06   2.41001E-01   1.16163E-03   9.96596E-02   7.99995E+02   1.85828E-02
 1.26125E-06   2.37255E-01   1.12580E-03   1.00107E-01   7.99995E+02   1.87502E-02
 1.26275E-06   2.33493E-01   1.09038E-03   1.00516E-01   7.99995E+02   1.89036E-02
 1.26425E-06   2.29717E-01   1.05540E-03   1.00886E-01   7.99995E+02   1.90431E-02
 1.26575E-06   2.25927E-01   1.02086E-03   1.01218E-01   7.99995E+02   1.91687E-02
