Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick                  Q_brick                  V_out                    P_out                    E_out                    
 1.48702E-06   2.84552E+00   1.61940E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.28025E-01   7.96328E-03   2.07006E+00   1.71406E+00   6.66455E+02
 1.48709E-06   2.84395E+00   1.61761E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.28284E-01   7.96328E-03   2.07071E+00   1.71514E+00   6.66455E+02
 1.48717E-06   2.84237E+00   1.61581E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.28542E-01   7.96328E-03   2.07136E+00   1.71621E+00   6.66455E+02
 1.48724E-06   2.84080E+00   1.61402E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.28800E-01   7.96328E-03   2.07200E+00   1.71727E+00   6.66455E+02
 1.48732E-06   2.83922E+00   1.61223E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.29058E-01   7.96328E-03   2.07264E+00   1.71834E+00   6.66455E+02
 1.48740E-06   2.83764E+00   1.61045E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.29315E-01   7.96328E-03   2.07329E+00   1.71941E+00   6.66455E+02
 1.48747E-06   2.83607E+00   1.60866E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.29572E-01   7.96328E-03   2.07393E+00   1.72048E+00   6.66455E+02
 1.48755E-06   2.83449E+00   1.60687E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.29827E-01   7.96328E-03   2.07457E+00   1.72153E+00   6.66455E+02
 1.48762E-06   2.83292E+00   1.60508E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.30082E-01   7.96328E-03   2.07520E+00   1.72259E+00   6.66455E+02
 1.48770E-06   2.83134E+00   1.60330E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.30334E-01   7.96328E-03   2.07584E+00   1.72364E+00   6.66455E+02
 1.48778E-06   2.82976E+00   1.60151E-07   3.46543E+01   7.79697E-02   9.52879E+01   1.65768E-03   8.30585E-01   7.96328E-03   2.07646E+00   1.72468E+00   6.66455E+02
