Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kV)             Q_brick                  V_out                    P_out                    E_out                    
 8.43219E-07   5.68892E+04   1.03564E+03   8.89601E+02   5.33103E-03   1.12464E+03   6.79658E-03  -1.14684E+02   2.75790E-02  -1.14684E-15   1.31524E-10   5.47399E-16
 8.43295E-07   5.69029E+04   1.03614E+03   8.89615E+02   5.33072E-03   1.12465E+03   6.79678E-03  -1.14525E+02   2.75703E-02  -1.14525E-15   1.31161E-10   5.47407E-16
 8.43371E-07   5.69165E+04   1.03664E+03   8.89629E+02   5.33041E-03   1.12466E+03   6.79698E-03  -1.14367E+02   2.75616E-02  -1.14367E-15   1.30799E-10   5.47415E-16
 8.43447E-07   5.69301E+04   1.03713E+03   8.89643E+02   5.33010E-03   1.12467E+03   6.79718E-03  -1.14209E+02   2.75530E-02  -1.14209E-15   1.30436E-10   5.47423E-16
 8.43523E-07   5.69437E+04   1.03763E+03   8.89657E+02   5.32979E-03   1.12468E+03   6.79738E-03  -1.14050E+02   2.75443E-02  -1.14050E-15   1.30075E-10   5.47431E-16
 8.43599E-07   5.69573E+04   1.03812E+03   8.89671E+02   5.32948E-03   1.12469E+03   6.79758E-03  -1.13892E+02   2.75357E-02  -1.13892E-15   1.29714E-10   5.47439E-16
 8.43675E-07   5.69709E+04   1.03862E+03   8.89685E+02   5.32916E-03   1.12470E+03   6.79778E-03  -1.13733E+02   2.75271E-02  -1.13733E-15   1.29353E-10   5.47447E-16
 8.43751E-07   5.69846E+04   1.03912E+03   8.89699E+02   5.32885E-03   1.12471E+03   6.79797E-03  -1.13575E+02   2.75184E-02  -1.13575E-15   1.28993E-10   5.47455E-16
 8.43827E-07   5.69982E+04   1.03961E+03   8.89713E+02   5.32854E-03   1.12472E+03   6.79817E-03  -1.13416E+02   2.75098E-02  -1.13416E-15   1.28633E-10   5.47463E-16
 8.43903E-07   5.70118E+04   1.04011E+03   8.89727E+02   5.32823E-03   1.12473E+03   6.79837E-03  -1.13258E+02   2.75012E-02  -1.13258E-15   1.28274E-10   5.47471E-16
 8.43979E-07   5.70254E+04   1.04061E+03   8.89741E+02   5.32792E-03   1.12474E+03   6.79857E-03  -1.13099E+02   2.74925E-02  -1.13099E-15   1.27915E-10   5.47479E-16
 8.44055E-07   5.70390E+04   1.04110E+03   8.89755E+02   5.32761E-03   1.12475E+03   6.79877E-03  -1.12941E+02   2.74839E-02  -1.12941E-15   1.27556E-10   5.47487E-16
 8.44131E-07   5.70527E+04   1.04160E+03   8.89769E+02   5.32730E-03   1.12476E+03   6.79897E-03  -1.12782E+02   2.74753E-02  -1.12782E-15   1.27199E-10   5.47495E-16
 8.44207E-07   5.70663E+04   1.04210E+03   8.89782E+02   5.32699E-03   1.12476E+03   6.79917E-03  -1.12624E+02   2.74667E-02  -1.12624E-15   1.26841E-10   5.47503E-16
 8.44283E-07   5.70799E+04   1.04260E+03   8.89796E+02   5.32667E-03   1.12477E+03   6.79936E-03  -1.12465E+02   2.74582E-02  -1.12465E-15   1.26484E-10   5.47512E-16
 8.44359E-07   5.70933E+04   1.04309E+03   8.89810E+02   5.32636E-03   1.12478E+03   6.79956E-03  -1.12307E+02   2.74497E-02  -1.12307E-15   1.26128E-10   5.47520E-16
 8.44435E-07   5.71068E+04   1.04358E+03   8.89824E+02   5.32605E-03   1.12479E+03   6.79976E-03  -1.12148E+02   2.74412E-02  -1.12148E-15   1.25772E-10   5.47528E-16
 8.44511E-07   5.71202E+04   1.04407E+03   8.89838E+02   5.32574E-03   1.12480E+03   6.79996E-03  -1.11990E+02   2.74327E-02  -1.11990E-15   1.25417E-10   5.47536E-16
 8.44587E-07   5.71337E+04   1.04456E+03   8.89852E+02   5.32543E-03   1.12481E+03   6.80016E-03  -1.11831E+02   2.74242E-02  -1.11831E-15   1.25062E-10   5.47544E-16
 8.44663E-07   5.71471E+04   1.04505E+03   8.89866E+02   5.32512E-03   1.12482E+03   6.80036E-03  -1.11673E+02   2.74157E-02  -1.11673E-15   1.24708E-10   5.47552E-16
 8.44739E-07   5.71606E+04   1.04555E+03   8.89880E+02   5.32481E-03   1.12483E+03   6.80056E-03  -1.11514E+02   2.74072E-02  -1.11514E-15   1.24354E-10   5.47560E-16
 8.44815E-07   5.71740E+04   1.04604E+03   8.89894E+02   5.32450E-03   1.12484E+03   6.80075E-03  -1.11355E+02   2.73987E-02  -1.11355E-15   1.24000E-10   5.47568E-16
 8.44891E-07   5.71875E+04   1.04653E+03   8.89908E+02   5.32419E-03   1.12485E+03   6.80095E-03  -1.11197E+02   2.73902E-02  -1.11197E-15   1.23647E-10   5.47576E-16
 8.44967E-07   5.72009E+04   1.04702E+03   8.89922E+02   5.32387E-03   1.12486E+03   6.80115E-03  -1.11038E+02   2.73818E-02  -1.11038E-15   1.23295E-10   5.47584E-16
 8.45043E-07   5.72144E+04   1.04752E+03   8.89936E+02   5.32356E-03   1.12487E+03   6.80135E-03  -1.10880E+02   2.73733E-02  -1.10880E-15   1.22943E-10   5.47592E-16
 8.45119E-07   5.72278E+04   1.04801E+03   8.89949E+02   5.32325E-03   1.12488E+03   6.80155E-03  -1.10721E+02   2.73649E-02  -1.10721E-15   1.22591E-10   5.47600E-16
 8.45195E-07   5.72412E+04   1.04850E+03   8.89963E+02   5.32294E-03   1.12489E+03   6.80175E-03  -1.10562E+02   2.73565E-02  -1.10562E-15   1.22239E-10   5.47608E-16
 8.45271E-07   5.72541E+04   1.04897E+03   8.89977E+02   5.32263E-03   1.12489E+03   6.80195E-03  -1.10403E+02   2.73482E-02  -1.10403E-15   1.21888E-10   5.47616E-16
 8.45347E-07   5.72671E+04   1.04945E+03   8.89991E+02   5.32232E-03   1.12490E+03   6.80214E-03  -1.10244E+02   2.73398E-02  -1.10244E-15   1.21538E-10   5.47624E-16
 8.45423E-07   5.72801E+04   1.04992E+03   8.90005E+02   5.32201E-03   1.12491E+03   6.80234E-03  -1.10085E+02   2.73315E-02  -1.10085E-15   1.21188E-10   5.47632E-16
 8.45499E-07   5.72930E+04   1.05040E+03   8.90019E+02   5.32170E-03   1.12492E+03   6.80254E-03  -1.09926E+02   2.73231E-02  -1.09926E-15   1.20838E-10   5.47640E-16
 8.45575E-07   5.73059E+04   1.05087E+03   8.90033E+02   5.32139E-03   1.12493E+03   6.80274E-03  -1.09767E+02   2.73148E-02  -1.09767E-15   1.20489E-10   5.47648E-16
 8.45651E-07   5.73187E+04   1.05134E+03   8.90047E+02   5.32108E-03   1.12494E+03   6.80294E-03  -1.09608E+02   2.73064E-02  -1.09608E-15   1.20140E-10   5.47656E-16
 8.45727E-07   5.73315E+04   1.05181E+03   8.90061E+02   5.32077E-03   1.12495E+03   6.80314E-03  -1.09449E+02   2.72980E-02  -1.09449E-15   1.19792E-10   5.47664E-16
 8.45803E-07   5.73444E+04   1.05228E+03   8.90075E+02   5.32046E-03   1.12496E+03   6.80334E-03  -1.09290E+02   2.72897E-02  -1.09290E-15   1.19444E-10   5.47672E-16
 8.45879E-07   5.73571E+04   1.05275E+03   8.90089E+02   5.32015E-03   1.12497E+03   6.80353E-03  -1.09131E+02   2.72813E-02  -1.09131E-15   1.19097E-10   5.47680E-16
 8.45955E-07   5.73699E+04   1.05322E+03   8.90103E+02   5.31984E-03   1.12498E+03   6.80373E-03  -1.08972E+02   2.72730E-02  -1.08972E-15   1.18750E-10   5.47689E-16
 8.46031E-07   5.73826E+04   1.05368E+03   8.90116E+02   5.31953E-03   1.12499E+03   6.80393E-03  -1.08813E+02   2.72648E-02  -1.08813E-15   1.18404E-10   5.47697E-16
 8.46107E-07   5.73953E+04   1.05415E+03   8.90130E+02   5.31922E-03   1.12500E+03   6.80413E-03  -1.08654E+02   2.72566E-02  -1.08654E-15   1.18057E-10   5.47705E-16
 8.46183E-07   5.74080E+04   1.05462E+03   8.90144E+02   5.31891E-03   1.12501E+03   6.80433E-03  -1.08495E+02   2.72484E-02  -1.08495E-15   1.17712E-10   5.47713E-16
 8.46259E-07   5.74206E+04   1.05508E+03   8.90158E+02   5.31860E-03   1.12502E+03   6.80453E-03  -1.08336E+02   2.72401E-02  -1.08336E-15   1.17367E-10   5.47721E-16
 8.46335E-07   5.74333E+04   1.05555E+03   8.90172E+02   5.31829E-03   1.12502E+03   6.80472E-03  -1.08177E+02   2.72319E-02  -1.08177E-15   1.17022E-10   5.47729E-16
 8.46411E-07   5.74459E+04   1.05601E+03   8.90186E+02   5.31798E-03   1.12503E+03   6.80492E-03  -1.08017E+02   2.72237E-02  -1.08017E-15   1.16678E-10   5.47737E-16
 8.46487E-07   5.74586E+04   1.05648E+03   8.90200E+02   5.31767E-03   1.12504E+03   6.80512E-03  -1.07858E+02   2.72155E-02  -1.07858E-15   1.16334E-10   5.47745E-16
 8.46563E-07   5.74712E+04   1.05694E+03   8.90214E+02   5.31736E-03   1.12505E+03   6.80532E-03  -1.07699E+02   2.72073E-02  -1.07699E-15   1.15991E-10   5.47753E-16
 8.46639E-07   5.74839E+04   1.05741E+03   8.90228E+02   5.31705E-03   1.12506E+03   6.80552E-03  -1.07540E+02   2.71991E-02  -1.07540E-15   1.15648E-10   5.47761E-16
 8.46715E-07   5.74965E+04   1.05787E+03   8.90242E+02   5.31674E-03   1.12507E+03   6.80572E-03  -1.07380E+02   2.71909E-02  -1.07380E-15   1.15306E-10   5.47769E-16
 8.46791E-07   5.75092E+04   1.05834E+03   8.90256E+02   5.31642E-03   1.12508E+03   6.80592E-03  -1.07221E+02   2.71827E-02  -1.07221E-15   1.14964E-10   5.47777E-16
 8.46867E-07   5.75218E+04   1.05880E+03   8.90270E+02   5.31612E-03   1.12508E+03   6.80611E-03  -1.07062E+02   2.71745E-02  -1.07062E-15   1.14622E-10   5.47785E-16
 8.46943E-07   5.75345E+04   1.05927E+03   8.90283E+02   5.31580E-03   1.12508E+03   6.80631E-03  -1.06902E+02   2.71664E-02  -1.06902E-15   1.14281E-10   5.47793E-16
 8.47019E-07   5.75471E+04   1.05973E+03   8.90297E+02   5.31550E-03   1.12508E+03   6.80651E-03  -1.06743E+02   2.71584E-02  -1.06743E-15   1.13941E-10   5.47801E-16
 8.47095E-07   5.75598E+04   1.06020E+03   8.90311E+02   5.31519E-03   1.12508E+03   6.80671E-03  -1.06583E+02   2.71503E-02  -1.06583E-15   1.13600E-10   5.47809E-16
 8.47171E-07   5.75724E+04   1.06067E+03   8.90325E+02   5.31488E-03   1.12508E+03   6.80691E-03  -1.06424E+02   2.71422E-02  -1.06424E-15   1.13260E-10   5.47817E-16
 8.47247E-07   5.75850E+04   1.06113E+03   8.90339E+02   5.31457E-03   1.12508E+03   6.80711E-03  -1.06264E+02   2.71342E-02  -1.06264E-15   1.12921E-10   5.47825E-16
 8.47323E-07   5.75977E+04   1.06160E+03   8.90353E+02   5.31426E-03   1.12508E+03   6.80730E-03  -1.06105E+02   2.71261E-02  -1.06105E-15   1.12582E-10   5.47833E-16
 8.47399E-07   5.76103E+04   1.06206E+03   8.90367E+02   5.31395E-03   1.12508E+03   6.80750E-03  -1.05945E+02   2.71180E-02  -1.05945E-15   1.12243E-10   5.47841E-16
 8.47475E-07   5.76230E+04   1.06253E+03   8.90381E+02   5.31364E-03   1.12508E+03   6.80770E-03  -1.05785E+02   2.71099E-02  -1.05785E-15   1.11905E-10   5.47849E-16
 8.47551E-07   5.76356E+04   1.06300E+03   8.90395E+02   5.31333E-03   1.12508E+03   6.80790E-03  -1.05626E+02   2.71019E-02  -1.05626E-15   1.11568E-10   5.47858E-16
 8.47627E-07   5.76483E+04   1.06346E+03   8.90409E+02   5.31302E-03   1.12508E+03   6.80810E-03  -1.05466E+02   2.70938E-02  -1.05466E-15   1.11231E-10   5.47866E-16
 8.47703E-07   5.76609E+04   1.06393E+03   8.90423E+02   5.31271E-03   1.12508E+03   6.80830E-03  -1.05306E+02   2.70857E-02  -1.05306E-15   1.10895E-10   5.47874E-16
 8.47779E-07   5.76736E+04   1.06440E+03   8.90437E+02   5.31243E-03   1.12508E+03   6.80848E-03  -1.05147E+02   2.70778E-02  -1.05147E-15   1.10558E-10   5.47882E-16
 8.47855E-07   5.76862E+04   1.06486E+03   8.90450E+02   5.31215E-03   1.12508E+03   6.80865E-03  -1.04987E+02   2.70698E-02  -1.04987E-15   1.10223E-10   5.47890E-16
 8.47931E-07   5.76989E+04   1.06533E+03   8.90464E+02   5.31187E-03   1.12508E+03   6.80883E-03  -1.04827E+02   2.70619E-02  -1.04827E-15   1.09888E-10   5.47898E-16
 8.48007E-07   5.77115E+04   1.06580E+03   8.90478E+02   5.31159E-03   1.12508E+03   6.80901E-03  -1.04668E+02   2.70540E-02  -1.04668E-15   1.09553E-10   5.47906E-16
 8.48083E-07   5.77241E+04   1.06626E+03   8.90492E+02   5.31131E-03   1.12508E+03   6.80919E-03  -1.04508E+02   2.70460E-02  -1.04508E-15   1.09219E-10   5.47914E-16
 8.48159E-07   5.77368E+04   1.06673E+03   8.90506E+02   5.31103E-03   1.12508E+03   6.80937E-03  -1.04348E+02   2.70381E-02  -1.04348E-15   1.08885E-10   5.47922E-16
 8.48235E-07   5.77494E+04   1.06720E+03   8.90520E+02   5.31076E-03   1.12508E+03   6.80955E-03  -1.04188E+02   2.70302E-02  -1.04188E-15   1.08552E-10   5.47930E-16
 8.48311E-07   5.77619E+04   1.06766E+03   8.90534E+02   5.31048E-03   1.12508E+03   6.80972E-03  -1.04029E+02   2.70223E-02  -1.04029E-15   1.08219E-10   5.47938E-16
 8.48387E-07   5.77742E+04   1.06812E+03   8.90548E+02   5.31020E-03   1.12508E+03   6.80990E-03  -1.03869E+02   2.70143E-02  -1.03869E-15   1.07887E-10   5.47946E-16
 8.48463E-07   5.77865E+04   1.06857E+03   8.90562E+02   5.30992E-03   1.12508E+03   6.81008E-03  -1.03709E+02   2.70064E-02  -1.03709E-15   1.07555E-10   5.47954E-16
 8.48539E-07   5.77988E+04   1.06903E+03   8.90576E+02   5.30964E-03   1.12508E+03   6.81026E-03  -1.03549E+02   2.69985E-02  -1.03549E-15   1.07224E-10   5.47962E-16
 8.48615E-07   5.78111E+04   1.06948E+03   8.90590E+02   5.30936E-03   1.12508E+03   6.81044E-03  -1.03389E+02   2.69906E-02  -1.03389E-15   1.06893E-10   5.47970E-16
 8.48691E-07   5.78234E+04   1.06994E+03   8.90604E+02   5.30909E-03   1.12508E+03   6.81062E-03  -1.03229E+02   2.69828E-02  -1.03229E-15   1.06563E-10   5.47978E-16
 8.48768E-07   5.78358E+04   1.07039E+03   8.90617E+02   5.30881E-03   1.12508E+03   6.81080E-03  -1.03069E+02   2.69750E-02  -1.03069E-15   1.06233E-10   5.47986E-16
 8.48844E-07   5.78480E+04   1.07085E+03   8.90631E+02   5.30853E-03   1.12508E+03   6.81097E-03  -1.02909E+02   2.69672E-02  -1.02909E-15   1.05903E-10   5.47994E-16
 8.48920E-07   5.78604E+04   1.07130E+03   8.90645E+02   5.30825E-03   1.12508E+03   6.81115E-03  -1.02749E+02   2.69594E-02  -1.02749E-15   1.05574E-10   5.48002E-16
 8.48996E-07   5.78726E+04   1.07176E+03   8.90659E+02   5.30797E-03   1.12508E+03   6.81133E-03  -1.02589E+02   2.69516E-02  -1.02589E-15   1.05246E-10   5.48010E-16
 8.49072E-07   5.78849E+04   1.07221E+03   8.90673E+02   5.30770E-03   1.12508E+03   6.81151E-03  -1.02429E+02   2.69438E-02  -1.02429E-15   1.04917E-10   5.48018E-16
 8.49148E-07   5.78971E+04   1.07266E+03   8.90687E+02   5.30742E-03   1.12508E+03   6.81169E-03  -1.02269E+02   2.69360E-02  -1.02269E-15   1.04589E-10   5.48027E-16
 8.49224E-07   5.79092E+04   1.07311E+03   8.90701E+02   5.30714E-03   1.12508E+03   6.81187E-03  -1.02109E+02   2.69283E-02  -1.02109E-15   1.04262E-10   5.48035E-16
 8.49300E-07   5.79213E+04   1.07356E+03   8.90715E+02   5.30686E-03   1.12508E+03   6.81204E-03  -1.01949E+02   2.69205E-02  -1.01949E-15   1.03935E-10   5.48043E-16
 8.49376E-07   5.79334E+04   1.07401E+03   8.90729E+02   5.30658E-03   1.12508E+03   6.81222E-03  -1.01788E+02   2.69127E-02  -1.01788E-15   1.03609E-10   5.48051E-16
 8.49452E-07   5.79455E+04   1.07446E+03   8.90743E+02   5.30631E-03   1.12508E+03   6.81240E-03  -1.01628E+02   2.69049E-02  -1.01628E-15   1.03283E-10   5.48059E-16
 8.49528E-07   5.79576E+04   1.07491E+03   8.90757E+02   5.30603E-03   1.12508E+03   6.81258E-03  -1.01468E+02   2.68972E-02  -1.01468E-15   1.02957E-10   5.48067E-16
 8.49604E-07   5.79696E+04   1.07535E+03   8.90771E+02   5.30575E-03   1.12508E+03   6.81276E-03  -1.01308E+02   2.68895E-02  -1.01308E-15   1.02632E-10   5.48075E-16
 8.49680E-07   5.79816E+04   1.07580E+03   8.90784E+02   5.30547E-03   1.12508E+03   6.81294E-03  -1.01147E+02   2.68819E-02  -1.01147E-15   1.02308E-10   5.48083E-16
 8.49756E-07   5.79935E+04   1.07624E+03   8.90798E+02   5.30519E-03   1.12508E+03   6.81312E-03  -1.00987E+02   2.68742E-02  -1.00987E-15   1.01984E-10   5.48091E-16
 8.49832E-07   5.80053E+04   1.07668E+03   8.90812E+02   5.30492E-03   1.12508E+03   6.81329E-03  -1.00827E+02   2.68666E-02  -1.00827E-15   1.01660E-10   5.48099E-16
 8.49908E-07   5.80171E+04   1.07711E+03   8.90826E+02   5.30464E-03   1.12508E+03   6.81347E-03  -1.00666E+02   2.68589E-02  -1.00666E-15   1.01337E-10   5.48107E-16
 8.49984E-07   5.80289E+04   1.07755E+03   8.90840E+02   5.30436E-03   1.12508E+03   6.81365E-03  -1.00506E+02   2.68513E-02  -1.00506E-15   1.01015E-10   5.48115E-16
 8.50060E-07   5.80406E+04   1.07799E+03   8.90854E+02   5.30408E-03   1.12508E+03   6.81383E-03  -1.00346E+02   2.68436E-02  -1.00346E-15   1.00693E-10   5.48123E-16
 8.50136E-07   5.80523E+04   1.07842E+03   8.90868E+02   5.30381E-03   1.12508E+03   6.81401E-03  -1.00185E+02   2.68360E-02  -1.00185E-15   1.00371E-10   5.48131E-16
 8.50212E-07   5.80640E+04   1.07886E+03   8.90882E+02   5.30353E-03   1.12508E+03   6.81419E-03  -1.00025E+02   2.68284E-02  -1.00025E-15   1.00049E-10   5.48139E-16
 8.50288E-07   5.80757E+04   1.07929E+03   8.90896E+02   5.30325E-03   1.12508E+03   6.81436E-03  -9.98643E+01   2.68207E-02  -9.98643E-16   9.97287E-11   5.48147E-16
 8.50364E-07   5.80874E+04   1.07972E+03   8.90910E+02   5.30297E-03   1.12508E+03   6.81454E-03  -9.97038E+01   2.68131E-02  -9.97038E-16   9.94084E-11   5.48155E-16
 8.50440E-07   5.80990E+04   1.08016E+03   8.90924E+02   5.30270E-03   1.12508E+03   6.81472E-03  -9.95433E+01   2.68055E-02  -9.95433E-16   9.90886E-11   5.48163E-16
 8.50516E-07   5.81107E+04   1.08059E+03   8.90938E+02   5.30242E-03   1.12508E+03   6.81490E-03  -9.93828E+01   2.67980E-02  -9.93828E-16   9.87694E-11   5.48171E-16
 8.50592E-07   5.81224E+04   1.08103E+03   8.90951E+02   5.30214E-03   1.12508E+03   6.81508E-03  -9.92223E+01   2.67905E-02  -9.92223E-16   9.84506E-11   5.48179E-16
 8.50668E-07   5.81340E+04   1.08146E+03   8.90965E+02   5.30186E-03   1.12508E+03   6.81526E-03  -9.90618E+01   2.67830E-02  -9.90618E-16   9.81323E-11   5.48187E-16
 8.50744E-07   5.81457E+04   1.08190E+03   8.90979E+02   5.30159E-03   1.12508E+03   6.81543E-03  -9.89012E+01   2.67755E-02  -9.89012E-16   9.78145E-11   5.48195E-16
 8.50820E-07   5.81574E+04   1.08233E+03   8.90993E+02   5.30131E-03   1.12508E+03   6.81561E-03  -9.87408E+01   2.67680E-02  -9.87407E-16   9.74974E-11   5.48204E-16
 8.50896E-07   5.81691E+04   1.08276E+03   8.91007E+02   5.30103E-03   1.12508E+03   6.81579E-03  -9.85802E+01   2.67605E-02  -9.85802E-16   9.71806E-11   5.48212E-16
 8.50972E-07   5.81807E+04   1.08320E+03   8.91021E+02   5.30075E-03   1.12508E+03   6.81597E-03  -9.84197E+01   2.67530E-02  -9.84197E-16   9.68644E-11   5.48220E-16
 8.51048E-07   5.81924E+04   1.08363E+03   8.91035E+02   5.30048E-03   1.12508E+03   6.81615E-03  -9.82591E+01   2.67455E-02  -9.82591E-16   9.65486E-11   5.48228E-16
 8.51124E-07   5.82041E+04   1.08407E+03   8.91049E+02   5.30020E-03   1.12508E+03   6.81633E-03  -9.80985E+01   2.67380E-02  -9.80985E-16   9.62332E-11   5.48236E-16
 8.51200E-07   5.82158E+04   1.08450E+03   8.91063E+02   5.29992E-03   1.12508E+03   6.81650E-03  -9.79379E+01   2.67305E-02  -9.79379E-16   9.59183E-11   5.48244E-16
 8.51276E-07   5.82274E+04   1.08494E+03   8.91077E+02   5.29964E-03   1.12508E+03   6.81668E-03  -9.77771E+01   2.67230E-02  -9.77771E-16   9.56037E-11   5.48252E-16
 8.51352E-07   5.82391E+04   1.08537E+03   8.91091E+02   5.29937E-03   1.12508E+03   6.81686E-03  -9.76165E+01   2.67156E-02  -9.76165E-16   9.52898E-11   5.48260E-16
 8.51428E-07   5.82508E+04   1.08581E+03   8.91104E+02   5.29909E-03   1.12508E+03   6.81704E-03  -9.74557E+01   2.67083E-02  -9.74557E-16   9.49762E-11   5.48268E-16
 8.51504E-07   5.82625E+04   1.08624E+03   8.91118E+02   5.29881E-03   1.12508E+03   6.81722E-03  -9.72949E+01   2.67009E-02  -9.72949E-16   9.46629E-11   5.48276E-16
 8.51580E-07   5.82741E+04   1.08668E+03   8.91132E+02   5.29854E-03   1.12508E+03   6.81739E-03  -9.71340E+01   2.66936E-02  -9.71340E-16   9.43501E-11   5.48284E-16
 8.51655E-07   5.82858E+04   1.08711E+03   8.91146E+02   5.29826E-03   1.12508E+03   6.81757E-03  -9.69731E+01   2.66862E-02  -9.69731E-16   9.40378E-11   5.48292E-16
 8.51731E-07   5.82975E+04   1.08755E+03   8.91158E+02   5.29798E-03   1.12508E+03   6.81775E-03  -9.68122E+01   2.66788E-02  -9.68122E-16   9.37260E-11   5.48300E-16
 8.51807E-07   5.83091E+04   1.08799E+03   8.91167E+02   5.29770E-03   1.12508E+03   6.81793E-03  -9.66513E+01   2.66715E-02  -9.66513E-16   9.34148E-11   5.48308E-16
 8.51883E-07   5.83208E+04   1.08842E+03   8.91176E+02   5.29743E-03   1.12508E+03   6.81811E-03  -9.64904E+01   2.66641E-02  -9.64904E-16   9.31040E-11   5.48316E-16
 8.51959E-07   5.83322E+04   1.08885E+03   8.91185E+02   5.29715E-03   1.12508E+03   6.81829E-03  -9.63295E+01   2.66567E-02  -9.63295E-16   9.27938E-11   5.48324E-16
 8.52035E-07   5.83437E+04   1.08928E+03   8.91195E+02   5.29687E-03   1.12508E+03   6.81846E-03  -9.61685E+01   2.66494E-02  -9.61685E-16   9.24839E-11   5.48332E-16
 8.52111E-07   5.83552E+04   1.08970E+03   8.91204E+02   5.29660E-03   1.12508E+03   6.81864E-03  -9.60076E+01   2.66420E-02  -9.60075E-16   9.21745E-11   5.48340E-16
 8.52187E-07   5.83666E+04   1.09013E+03   8.91213E+02   5.29632E-03   1.12508E+03   6.81882E-03  -9.58465E+01   2.66347E-02  -9.58465E-16   9.18655E-11   5.48348E-16
 8.52263E-07   5.83781E+04   1.09056E+03   8.91222E+02   5.29604E-03   1.12508E+03   6.81900E-03  -9.56855E+01   2.66275E-02  -9.56855E-16   9.15571E-11   5.48356E-16
 8.52339E-07   5.83896E+04   1.09099E+03   8.91232E+02   5.29577E-03   1.12508E+03   6.81918E-03  -9.55243E+01   2.66203E-02  -9.55243E-16   9.12490E-11   5.48364E-16
 8.52415E-07   5.84010E+04   1.09142E+03   8.91241E+02   5.29549E-03   1.12508E+03   6.81936E-03  -9.53631E+01   2.66131E-02  -9.53631E-16   9.09412E-11   5.48373E-16
 8.52491E-07   5.84125E+04   1.09185E+03   8.91250E+02   5.29521E-03   1.12508E+03   6.81953E-03  -9.52018E+01   2.66059E-02  -9.52018E-16   9.06338E-11   5.48381E-16
 8.52567E-07   5.84239E+04   1.09227E+03   8.91260E+02   5.29494E-03   1.12508E+03   6.81971E-03  -9.50404E+01   2.65986E-02  -9.50404E-16   9.03267E-11   5.48389E-16
 8.52643E-07   5.84354E+04   1.09270E+03   8.91269E+02   5.29466E-03   1.12508E+03   6.81989E-03  -9.48789E+01   2.65914E-02  -9.48789E-16   9.00201E-11   5.48397E-16
 8.52719E-07   5.84468E+04   1.09313E+03   8.91278E+02   5.29438E-03   1.12508E+03   6.82007E-03  -9.47175E+01   2.65842E-02  -9.47175E-16   8.97141E-11   5.48405E-16
 8.52795E-07   5.84582E+04   1.09356E+03   8.91287E+02   5.29411E-03   1.12508E+03   6.82025E-03  -9.45561E+01   2.65770E-02  -9.45561E-16   8.94086E-11   5.48413E-16
 8.52871E-07   5.84697E+04   1.09398E+03   8.91297E+02   5.29383E-03   1.12508E+03   6.82042E-03  -9.43947E+01   2.65698E-02  -9.43947E-16   8.91036E-11   5.48421E-16
 8.52947E-07   5.84811E+04   1.09441E+03   8.91306E+02   5.29355E-03   1.12508E+03   6.82060E-03  -9.42333E+01   2.65625E-02  -9.42333E-16   8.87991E-11   5.48429E-16
 8.53023E-07   5.84920E+04   1.09482E+03   8.91315E+02   5.29328E-03   1.12508E+03   6.82078E-03  -9.40719E+01   2.65553E-02  -9.40718E-16   8.84951E-11   5.48437E-16
