Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out                    P_out                    E_out                    
 0.00000E+00   1.00000E+05   5.60000E+03   0.00000E+00   1.00000E+10   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 7.55000E-11   1.00000E+05   5.60000E+03   2.69560E-15   1.16962E+06   3.08293E-07   4.58853E-07   8.54612E-05   3.08399E-12   6.83690E-03   5.84290E-04   1.32706E-14
 1.51500E-10   1.00000E+05   5.60000E+03   3.67070E-14   4.05077E+05   1.51770E-06   7.79700E-07   2.46672E-04   1.51858E-11   1.97338E-02   4.86776E-03   1.80711E-13
 2.27500E-10   1.00000E+05   5.60000E+03   2.15393E-13   1.94214E+05   4.34502E-06   1.12605E-06   5.14262E-04   4.34883E-11   4.11410E-02   2.11573E-02   1.06040E-12
 3.03500E-10   1.00000E+05   5.60000E+03   8.43105E-13   1.09553E+05   9.68440E-06   1.49929E-06   9.11195E-04   9.69632E-11   7.28956E-02   6.64221E-02   4.15067E-12
 3.79500E-10   1.00000E+05   5.60000E+03   2.58118E-12   6.83278E+04   1.86007E-05   1.89844E-06   1.46006E-03   1.86312E-10   1.16805E-01   1.70542E-01   1.27073E-11
 4.55500E-10   1.00000E+05   5.60000E+03   6.68525E-12   4.56653E+04   3.23259E-05   2.32222E-06   2.18313E-03   3.23942E-10   1.74650E-01   3.81284E-01   3.29120E-11
 5.31500E-10   1.00000E+05   5.60000E+03   1.53248E-11   3.21096E+04   5.22561E-05   2.76936E-06   3.10236E-03   5.23939E-10   2.48189E-01   7.69971E-01   7.54454E-11
 6.07500E-10   1.00000E+05   5.60000E+03   3.19956E-11   2.34774E+04   7.99475E-05   3.23871E-06   4.23939E-03   8.02047E-10   3.39151E-01   1.43779E+00   1.57517E-10
 6.83500E-10   1.00000E+05   5.60000E+03   6.20337E-11   1.77073E+04   1.17113E-04   3.72923E-06   5.61552E-03   1.17564E-09   4.49242E-01   2.52272E+00   3.05397E-10
 7.59500E-10   1.00000E+05   5.60000E+03   1.13241E-10   1.36981E+04   1.65618E-04   4.24000E-06   7.25169E-03   1.66370E-09   5.80136E-01   4.20697E+00   5.57495E-10
 8.35500E-10   1.00000E+05   5.60000E+03   1.96631E-10   1.08224E+04   2.27476E-04   4.77018E-06   9.16849E-03   2.28679E-09   7.33479E-01   6.72490E+00   9.68028E-10
 9.11500E-10   1.00000E+05   5.60000E+03   3.27295E-10   8.70433E+03   3.04846E-04   5.31898E-06   1.13861E-02   3.06700E-09   9.10889E-01   1.03715E+01   1.61130E-09
 9.87500E-10   1.00000E+05   5.60000E+03   5.25411E-10   7.10873E+03   4.00025E-04   5.88573E-06   1.39243E-02   4.02798E-09   1.11395E+00   1.55110E+01   2.58664E-09
 1.06350E-09   1.00000E+05   5.60000E+03   8.17382E-10   5.88322E+03   5.15445E-04   6.46977E-06   1.68025E-02   5.19482E-09   1.34420E+00   2.25860E+01   4.02404E-09
 1.13950E-09   1.00000E+05   5.60000E+03   1.23711E-09   4.92597E+03   6.53668E-04   7.07051E-06   2.00396E-02   6.59411E-09   1.60317E+00   3.21269E+01   6.09041E-09
 1.21550E-09   1.00000E+05   5.60000E+03   1.82746E-09   4.16710E+03   8.17382E-04   7.68740E-06   2.36541E-02   8.25383E-09   1.89233E+00   4.47615E+01   8.99671E-09
 1.29150E-09   1.00000E+05   5.60000E+03   2.64176E-09   3.55758E+03   1.00939E-03   8.31991E-06   2.76641E-02   1.02034E-08   2.21313E+00   6.12241E+01   1.30056E-08
 1.36750E-09   1.00000E+05   5.60000E+03   3.74563E-09   3.06226E+03   1.23262E-03   8.96758E-06   3.20870E-02   1.24734E-08   2.56696E+00   8.23660E+01   1.84400E-08
 1.44350E-09   1.00000E+05   5.60000E+03   5.21877E-09   2.65549E+03   1.49010E-03   9.62994E-06   3.69400E-02   1.50961E-08   2.95520E+00   1.09165E+02   2.56924E-08
 1.51950E-09   1.00000E+05   5.60000E+03   7.15704E-09   2.31827E+03   1.78496E-03   1.03066E-05   4.22396E-02   1.81047E-08   3.37917E+00   1.42735E+02   3.52347E-08
 1.59550E-09   1.00000E+05   5.60000E+03   9.67463E-09   2.03629E+03   2.12044E-03   1.09971E-05   4.80019E-02   2.15338E-08   3.84015E+00   1.84335E+02   4.76290E-08
 1.67150E-09   1.00000E+05   5.60000E+03   1.29064E-08   1.79864E+03   2.49985E-03   1.17010E-05   5.42426E-02   2.54191E-08   4.33941E+00   2.35381E+02   6.35391E-08
 1.74750E-09   1.00000E+05   5.60000E+03   1.70102E-08   1.59691E+03   2.92660E-03   1.24181E-05   6.09767E-02   2.97977E-08   4.87813E+00   2.97452E+02   8.37427E-08
 1.82350E-09   1.00000E+05   5.60000E+03   2.21699E-08   1.42454E+03   3.40420E-03   1.31480E-05   6.82188E-02   3.47074E-08   5.45750E+00   3.72304E+02   1.09144E-07
 1.89950E-09   1.00000E+05   5.60000E+03   2.85975E-08   1.27636E+03   3.93621E-03   1.38902E-05   7.59829E-02   4.01876E-08   6.07863E+00   4.61872E+02   1.40788E-07
 1.97550E-09   1.00000E+05   5.60000E+03   3.65367E-08   1.14825E+03   4.52627E-03   1.46446E-05   8.42826E-02   4.62784E-08   6.74261E+00   5.68285E+02   1.79873E-07
 2.05150E-09   1.00000E+05   5.60000E+03   4.62655E-08   1.03691E+03   5.17808E-03   1.54108E-05   9.31310E-02   5.30210E-08   7.45048E+00   6.93870E+02   2.27769E-07
 2.12750E-09   1.00000E+05   5.60000E+03   5.80994E-08   9.39676E+02   5.89541E-03   1.61885E-05   1.02541E-01   6.04577E-08   8.20324E+00   8.41165E+02   2.86028E-07
 2.20350E-09   1.00000E+05   5.60000E+03   7.23947E-08   8.54371E+02   6.68208E-03   1.69775E-05   1.12523E-01   6.86314E-08   9.00187E+00   1.01292E+03   3.56405E-07
 2.27950E-09   1.00000E+05   5.60000E+03   8.95521E-08   7.79216E+02   7.54195E-03   1.77774E-05   1.23091E-01   7.75863E-08   9.84727E+00   1.21211E+03   4.40872E-07
 2.35550E-09   1.00000E+05   5.60000E+03   1.10020E-07   7.12736E+02   8.47895E-03   1.85880E-05   1.34254E-01   8.73672E-08   1.07403E+01   1.44194E+03   5.41636E-07
 2.43150E-09   1.00000E+05   5.60000E+03   1.34298E-07   6.53711E+02   9.49701E-03   1.94090E-05   1.46024E-01   9.80198E-08   1.16819E+01   1.70584E+03   6.61156E-07
 2.50750E-09   1.00000E+05   5.60000E+03   1.62939E-07   6.01119E+02   1.06001E-02   2.02403E-05   1.58410E-01   1.09591E-07   1.26728E+01   2.00750E+03   8.02163E-07
 2.58350E-09   1.00000E+05   5.60000E+03   1.96559E-07   5.54104E+02   1.17923E-02   2.10815E-05   1.71422E-01   1.22127E-07   1.37138E+01   2.35084E+03   9.67675E-07
 2.65950E-09   1.00000E+05   5.60000E+03   2.35832E-07   5.11941E+02   1.30777E-02   2.19324E-05   1.85069E-01   1.35676E-07   1.48055E+01   2.74005E+03   1.16102E-06
 2.73550E-09   1.00000E+05   5.60000E+03   2.81501E-07   4.74017E+02   1.44602E-02   2.27929E-05   1.99360E-01   1.50288E-07   1.59488E+01   3.17956E+03   1.38585E-06
 2.81150E-09   1.00000E+05   5.60000E+03   3.34379E-07   4.39811E+02   1.59440E-02   2.36626E-05   2.14303E-01   1.66010E-07   1.71442E+01   3.67406E+03   1.64617E-06
 2.88750E-09   1.00000E+05   5.60000E+03   3.95353E-07   4.08875E+02   1.75331E-02   2.45415E-05   2.29905E-01   1.82894E-07   1.83924E+01   4.22852E+03   1.94635E-06
 2.96350E-09   1.00000E+05   5.60000E+03   4.65389E-07   3.80825E+02   1.92318E-02   2.54293E-05   2.46175E-01   2.00988E-07   1.96940E+01   4.84816E+03   2.29114E-06
 3.03950E-09   1.00000E+05   5.60000E+03   5.45537E-07   3.55331E+02   2.10440E-02   2.63257E-05   2.63118E-01   2.20346E-07   2.10494E+01   5.53848E+03   2.68571E-06
 3.11550E-09   1.00000E+05   5.60000E+03   6.36931E-07   3.32106E+02   2.29739E-02   2.72307E-05   2.80742E-01   2.41017E-07   2.24593E+01   6.30527E+03   3.13566E-06
 3.19150E-09   1.00000E+05   5.60000E+03   7.40801E-07   3.10902E+02   2.50256E-02   2.81439E-05   2.99052E-01   2.63054E-07   2.39241E+01   7.15455E+03   3.64701E-06
 3.26750E-09   1.00000E+05   5.60000E+03   8.58467E-07   2.91502E+02   2.72032E-02   2.90653E-05   3.18054E-01   2.86509E-07   2.54443E+01   8.09266E+03   4.22630E-06
 3.34350E-09   1.00000E+05   5.60000E+03   9.91353E-07   2.73718E+02   2.95108E-02   2.99947E-05   3.37753E-01   3.11435E-07   2.70203E+01   9.12619E+03   4.88050E-06
 3.41950E-09   1.00000E+05   5.60000E+03   1.14098E-06   2.57383E+02   3.19525E-02   3.09319E-05   3.58155E-01   3.37885E-07   2.86524E+01   1.02620E+04   5.61715E-06
 3.49550E-09   1.00000E+05   5.60000E+03   1.30900E-06   2.42351E+02   3.45324E-02   3.18767E-05   3.79264E-01   3.65913E-07   3.03411E+01   1.15073E+04   6.44429E-06
 3.57150E-09   1.00000E+05   5.60000E+03   1.49714E-06   2.28495E+02   3.72545E-02   3.28290E-05   4.01083E-01   3.95573E-07   3.20866E+01   1.28694E+04   7.37052E-06
 3.64750E-09   1.00000E+05   5.60000E+03   1.70727E-06   2.15701E+02   4.01228E-02   3.37886E-05   4.23617E-01   4.26918E-07   3.38894E+01   1.43561E+04   8.40502E-06
 3.72350E-09   1.00000E+05   5.60000E+03   1.94138E-06   2.03868E+02   4.31414E-02   3.47554E-05   4.46870E-01   4.60004E-07   3.57496E+01   1.59754E+04   9.55756E-06
 3.79950E-09   1.00000E+05   5.60000E+03   2.20158E-06   1.92906E+02   4.63143E-02   3.57292E-05   4.70845E-01   4.94884E-07   3.76676E+01   1.77356E+04   1.08385E-05
 3.87550E-09   1.00000E+05   5.60000E+03   2.49011E-06   1.82738E+02   4.96453E-02   3.67098E-05   4.95543E-01   5.31615E-07   3.96435E+01   1.96451E+04   1.22590E-05
 3.95150E-09   1.00000E+05   5.60000E+03   2.80934E-06   1.73290E+02   5.31385E-02   3.76972E-05   5.20969E-01   5.70250E-07   4.16775E+01   2.17127E+04   1.38306E-05
 4.02750E-09   1.00000E+05   5.60000E+03   3.16179E-06   1.64501E+02   5.67977E-02   3.86912E-05   5.47124E-01   6.10847E-07   4.37699E+01   2.39476E+04   1.55657E-05
 4.10350E-09   1.00000E+05   5.60000E+03   3.55010E-06   1.56313E+02   6.06269E-02   3.96916E-05   5.74011E-01   6.53458E-07   4.59208E+01   2.63590E+04   1.74774E-05
 4.17950E-09   1.00000E+05   5.60000E+03   3.97709E-06   1.48675E+02   6.46298E-02   4.06983E-05   6.01630E-01   6.98142E-07   4.81304E+01   2.89567E+04   1.95795E-05
 4.25550E-09   1.00000E+05   5.60000E+03   4.44569E-06   1.41542E+02   6.88102E-02   4.17113E-05   6.29984E-01   7.44953E-07   5.03987E+01   3.17504E+04   2.18865E-05
 4.33150E-09   1.00000E+05   5.60000E+03   4.95903E-06   1.34871E+02   7.31720E-02   4.27303E-05   6.59074E-01   7.93947E-07   5.27259E+01   3.47503E+04   2.44137E-05
 4.40750E-09   1.00000E+05   5.60000E+03   5.52035E-06   1.28627E+02   7.77188E-02   4.37553E-05   6.88900E-01   8.45180E-07   5.51120E+01   3.79667E+04   2.71771E-05
 4.48350E-09   1.00000E+05   5.60000E+03   6.13309E-06   1.22774E+02   8.24544E-02   4.47861E-05   7.19464E-01   8.98708E-07   5.75571E+01   4.14103E+04   3.01937E-05
 4.55950E-09   1.00000E+05   5.60000E+03   6.80084E-06   1.17282E+02   8.73824E-02   4.58227E-05   7.50767E-01   9.54588E-07   6.00613E+01   4.50920E+04   3.34811E-05
 4.63550E-09   1.00000E+05   5.60000E+03   7.52736E-06   1.12124E+02   9.25063E-02   4.68648E-05   7.82807E-01   1.01287E-06   6.26246E+01   4.90229E+04   3.70578E-05
 4.71150E-09   1.00000E+05   5.60000E+03   8.31659E-06   1.07275E+02   9.78298E-02   4.79124E-05   8.15586E-01   1.07363E-06   6.52469E+01   5.32144E+04   4.09432E-05
 4.78750E-09   1.00000E+05   5.60000E+03   9.17264E-06   1.02710E+02   1.03356E-01   4.89654E-05   8.49103E-01   1.13690E-06   6.79282E+01   5.76781E+04   4.51576E-05
 4.86350E-09   1.00000E+05   5.60000E+03   1.00998E-05   9.84104E+01   1.09090E-01   5.00237E-05   8.83358E-01   1.20274E-06   7.06686E+01   6.24257E+04   4.97221E-05
 4.93950E-09   1.00000E+05   5.60000E+03   1.11026E-05   9.43558E+01   1.15033E-01   5.10872E-05   9.18350E-01   1.27122E-06   7.34680E+01   6.74693E+04   5.46587E-05
 5.01550E-09   1.00000E+05   5.60000E+03   1.21856E-05   9.05292E+01   1.21189E-01   5.21557E-05   9.54080E-01   1.34238E-06   7.63264E+01   7.28214E+04   5.99904E-05
 5.09150E-09   1.00000E+05   5.60000E+03   1.33537E-05   8.69144E+01   1.27562E-01   5.32293E-05   9.90545E-01   1.41629E-06   7.92436E+01   7.84943E+04   6.57412E-05
 5.16750E-09   1.00000E+05   5.60000E+03   1.46120E-05   8.34969E+01   1.34155E-01   5.43077E-05   1.02775E+00   1.49300E-06   8.22197E+01   8.45009E+04   7.19358E-05
 5.24350E-09   1.00000E+05   5.60000E+03   1.59657E-05   8.02632E+01   1.40972E-01   5.53909E-05   1.06568E+00   1.57257E-06   8.52544E+01   9.08540E+04   7.86003E-05
 5.31950E-09   1.00000E+05   5.60000E+03   1.74203E-05   7.72009E+01   1.48015E-01   5.64788E-05   1.10435E+00   1.65504E-06   8.83479E+01   9.75668E+04   8.57613E-05
 5.39550E-09   1.00000E+05   5.60000E+03   1.89814E-05   7.42987E+01   1.55287E-01   5.75713E-05   1.14375E+00   1.74049E-06   9.14998E+01   1.04653E+05   9.34468E-05
 5.47150E-09   1.00000E+05   5.60000E+03   2.06549E-05   7.15461E+01   1.62792E-01   5.86683E-05   1.18388E+00   1.82895E-06   9.47101E+01   1.12125E+05   1.01686E-04
 5.54750E-09   1.00000E+05   5.60000E+03   2.24469E-05   6.89334E+01   1.70533E-01   5.97698E-05   1.22473E+00   1.92049E-06   9.79786E+01   1.19998E+05   1.10508E-04
 5.62350E-09   1.00000E+05   5.60000E+03   2.43636E-05   6.64518E+01   1.78513E-01   6.08756E-05   1.26632E+00   2.01517E-06   1.01305E+02   1.28285E+05   1.19944E-04
 5.69950E-09   1.00000E+05   5.60000E+03   2.64116E-05   6.40930E+01   1.86735E-01   6.19857E-05   1.30862E+00   2.11303E-06   1.04690E+02   1.37000E+05   1.30026E-04
 5.77550E-09   1.00000E+05   5.60000E+03   2.85976E-05   6.18494E+01   1.95201E-01   6.30999E-05   1.35166E+00   2.21414E-06   1.08132E+02   1.46158E+05   1.40788E-04
 5.85150E-09   1.00000E+05   5.60000E+03   3.09285E-05   5.97139E+01   2.03914E-01   6.42183E-05   1.39541E+00   2.31855E-06   1.11633E+02   1.55773E+05   1.52263E-04
 5.92750E-09   1.00000E+05   5.60000E+03   3.34115E-05   5.76800E+01   2.12878E-01   6.53407E-05   1.43988E+00   2.42631E-06   1.15190E+02   1.65860E+05   1.64487E-04
 6.00350E-09   1.00000E+05   5.60000E+03   3.60540E-05   5.57416E+01   2.22095E-01   6.64671E-05   1.48506E+00   2.53747E-06   1.18805E+02   1.76433E+05   1.77497E-04
 6.07950E-09   1.00000E+05   5.60000E+03   3.88636E-05   5.38932E+01   2.31568E-01   6.75973E-05   1.53096E+00   2.65210E-06   1.22477E+02   1.87507E+05   1.91329E-04
 6.15550E-09   1.00000E+05   5.60000E+03   4.18482E-05   5.21294E+01   2.41300E-01   6.87314E-05   1.57757E+00   2.77024E-06   1.26205E+02   1.99098E+05   2.06022E-04
 6.23150E-09   1.00000E+05   5.60000E+03   4.50159E-05   5.04453E+01   2.51292E-01   6.98692E-05   1.62489E+00   2.89195E-06   1.29991E+02   2.11220E+05   2.21617E-04
 6.30750E-09   1.00000E+05   5.60000E+03   4.83750E-05   4.88366E+01   2.61549E-01   7.10107E-05   1.67291E+00   3.01729E-06   1.33833E+02   2.23890E+05   2.38154E-04
 6.38350E-09   1.00000E+05   5.60000E+03   5.19340E-05   4.72988E+01   2.72071E-01   7.21558E-05   1.72163E+00   3.14630E-06   1.37731E+02   2.37122E+05   2.55675E-04
 6.45950E-09   1.00000E+05   5.60000E+03   5.57018E-05   4.58281E+01   2.82863E-01   7.33044E-05   1.77106E+00   3.27905E-06   1.41685E+02   2.50933E+05   2.74225E-04
 6.53550E-09   1.00000E+05   5.60000E+03   5.96875E-05   4.44208E+01   2.93925E-01   7.44566E-05   1.82119E+00   3.41557E-06   1.45695E+02   2.65338E+05   2.93846E-04
 6.61150E-09   1.00000E+05   5.60000E+03   6.39002E-05   4.30735E+01   3.05262E-01   7.56121E-05   1.87201E+00   3.55593E-06   1.49761E+02   2.80353E+05   3.14586E-04
 6.68750E-09   1.00000E+05   5.60000E+03   6.83497E-05   4.17829E+01   3.16874E-01   7.67710E-05   1.92352E+00   3.70019E-06   1.53882E+02   2.95994E+05   3.36491E-04
 6.76350E-09   1.00000E+05   5.60000E+03   7.30456E-05   4.05460E+01   3.28764E-01   7.79331E-05   1.97572E+00   3.84838E-06   1.58057E+02   3.12277E+05   3.59609E-04
 6.83950E-09   1.00000E+05   5.60000E+03   7.79980E-05   3.93601E+01   3.40935E-01   7.90985E-05   2.02860E+00   4.00057E-06   1.62288E+02   3.29219E+05   3.83990E-04
 6.91550E-09   1.00000E+05   5.60000E+03   8.32172E-05   3.82224E+01   3.53389E-01   8.02671E-05   2.08217E+00   4.15680E-06   1.66574E+02   3.46835E+05   4.09685E-04
 6.99150E-09   1.00000E+05   5.60000E+03   8.87137E-05   3.71304E+01   3.66128E-01   8.14388E-05   2.13642E+00   4.31713E-06   1.70913E+02   3.65143E+05   4.36745E-04
 7.06750E-09   1.00000E+05   5.60000E+03   9.44984E-05   3.60820E+01   3.79154E-01   8.26136E-05   2.19134E+00   4.48160E-06   1.75307E+02   3.84158E+05   4.65223E-04
 7.14350E-09   1.00000E+05   5.60000E+03   1.00582E-04   3.50748E+01   3.92468E-01   8.37913E-05   2.24694E+00   4.65028E-06   1.79755E+02   4.03898E+05   4.95174E-04
 7.21950E-09   1.00000E+05   5.60000E+03   1.06977E-04   3.41068E+01   4.06075E-01   8.49720E-05   2.30320E+00   4.82321E-06   1.84256E+02   4.24379E+05   5.26654E-04
 7.29550E-09   1.00000E+05   5.60000E+03   1.13693E-04   3.31761E+01   4.19974E-01   8.61556E-05   2.36013E+00   5.00044E-06   1.88811E+02   4.45619E+05   5.59720E-04
 7.37150E-09   1.00000E+05   5.60000E+03   1.20743E-04   3.22809E+01   4.34169E-01   8.73421E-05   2.41773E+00   5.18203E-06   1.93419E+02   4.67634E+05   5.94430E-04
 7.44750E-09   1.00000E+05   5.60000E+03   1.28140E-04   3.14194E+01   4.48660E-01   8.85314E-05   2.47599E+00   5.36801E-06   1.98079E+02   4.90441E+05   6.30843E-04
 7.52350E-09   1.00000E+05   5.60000E+03   1.35895E-04   3.05901E+01   4.63451E-01   8.97234E-05   2.53490E+00   5.55845E-06   2.02792E+02   5.14056E+05   6.69020E-04
 7.59950E-09   1.00000E+05   5.60000E+03   1.44021E-04   2.97915E+01   4.78542E-01   9.09181E-05   2.59446E+00   5.75339E-06   2.07557E+02   5.38499E+05   7.09024E-04
 7.67550E-09   1.00000E+05   5.60000E+03   1.52530E-04   2.90220E+01   4.93937E-01   9.21155E-05   2.65468E+00   5.95289E-06   2.12374E+02   5.63785E+05   7.50918E-04
 7.75150E-09   1.00000E+05   5.60000E+03   1.61437E-04   2.82804E+01   5.09635E-01   9.33155E-05   2.71554E+00   6.15698E-06   2.17243E+02   5.89932E+05   7.94767E-04
 7.82750E-09   1.00000E+05   5.60000E+03   1.70754E-04   2.75653E+01   5.25640E-01   9.45180E-05   2.77704E+00   6.36572E-06   2.22163E+02   6.16958E+05   8.40637E-04
 7.90350E-09   1.00000E+05   5.60000E+03   1.80496E-04   2.68757E+01   5.41952E-01   9.57231E-05   2.83919E+00   6.57917E-06   2.27135E+02   6.44879E+05   8.88595E-04
 7.97950E-09   1.00000E+05   5.60000E+03   1.90676E-04   2.62102E+01   5.58574E-01   9.69306E-05   2.90197E+00   6.79736E-06   2.32158E+02   6.73714E+05   9.38710E-04
 8.05550E-09   1.00000E+05   5.60000E+03   2.01308E-04   2.55679E+01   5.75507E-01   9.81406E-05   2.96538E+00   7.02035E-06   2.37230E+02   7.03479E+05   9.91052E-04
 8.13150E-09   1.00000E+05   5.60000E+03   2.12406E-04   2.49477E+01   5.92753E-01   9.93530E-05   3.02942E+00   7.24818E-06   2.42354E+02   7.34191E+05   1.04569E-03
 8.20750E-09   1.00000E+05   5.60000E+03   2.23987E-04   2.43487E+01   6.10313E-01   1.00568E-04   3.09409E+00   7.48090E-06   2.47527E+02   7.65870E+05   1.10271E-03
 8.28350E-09   1.00000E+05   5.60000E+03   2.36064E-04   2.37699E+01   6.28189E-01   1.01785E-04   3.15938E+00   7.71856E-06   2.52750E+02   7.98534E+05   1.16216E-03
 8.35950E-09   1.00000E+05   5.60000E+03   2.48654E-04   2.32105E+01   6.46382E-01   1.03004E-04   3.22529E+00   7.96121E-06   2.58023E+02   8.32198E+05   1.22414E-03
 8.43550E-09   1.00000E+05   5.60000E+03   2.61771E-04   2.26696E+01   6.64894E-01   1.04226E-04   3.29181E+00   8.20889E-06   2.63345E+02   8.66881E+05   1.28872E-03
 8.51150E-09   1.00000E+05   5.60000E+03   2.75431E-04   2.21465E+01   6.83725E-01   1.05449E-04   3.35895E+00   8.46164E-06   2.68716E+02   9.02601E+05   1.35597E-03
 8.58750E-09   1.00000E+05   5.60000E+03   2.89651E-04   2.16405E+01   7.02879E-01   1.06675E-04   3.42669E+00   8.71953E-06   2.74135E+02   9.39375E+05   1.42597E-03
 8.66350E-09   1.00000E+05   5.60000E+03   3.04448E-04   2.11507E+01   7.22354E-01   1.07903E-04   3.49503E+00   8.98258E-06   2.79603E+02   9.77220E+05   1.49882E-03
 8.73950E-09   1.00000E+05   5.60000E+03   3.19836E-04   2.06766E+01   7.42154E-01   1.09133E-04   3.56398E+00   9.25088E-06   2.85118E+02   1.01616E+06   1.57458E-03
 8.81550E-09   1.00000E+05   5.60000E+03   3.35835E-04   2.02175E+01   7.62279E-01   1.10365E-04   3.63353E+00   9.52443E-06   2.90682E+02   1.05620E+06   1.65334E-03
 8.89150E-09   1.00000E+05   5.60000E+03   3.52461E-04   1.97729E+01   7.82731E-01   1.11599E-04   3.70367E+00   9.80327E-06   2.96293E+02   1.09737E+06   1.73519E-03
 8.96750E-09   1.00000E+05   5.60000E+03   3.69731E-04   1.93420E+01   8.03511E-01   1.12835E-04   3.77440E+00   1.00875E-05   3.01952E+02   1.13969E+06   1.82021E-03
 9.04350E-09   1.00000E+05   5.60000E+03   3.87663E-04   1.89244E+01   8.24619E-01   1.14073E-04   3.84572E+00   1.03771E-05   3.07657E+02   1.18316E+06   1.90849E-03
 9.11950E-09   1.00000E+05   5.60000E+03   4.06276E-04   1.85197E+01   8.46058E-01   1.15313E-04   3.91762E+00   1.06721E-05   3.13410E+02   1.22782E+06   2.00013E-03
 9.19550E-09   1.00000E+05   5.60000E+03   4.25587E-04   1.81271E+01   8.67827E-01   1.16555E-04   3.99010E+00   1.09726E-05   3.19208E+02   1.27367E+06   2.09520E-03
 9.27150E-09   1.00000E+05   5.60000E+03   4.45616E-04   1.77464E+01   8.89930E-01   1.17799E-04   4.06316E+00   1.12787E-05   3.25053E+02   1.32074E+06   2.19380E-03
 9.34750E-09   1.00000E+05   5.60000E+03   4.66382E-04   1.73770E+01   9.12365E-01   1.19044E-04   4.13679E+00   1.15903E-05   3.30943E+02   1.36904E+06   2.29603E-03
 9.42350E-09   1.00000E+05   5.60000E+03   4.87902E-04   1.70185E+01   9.35135E-01   1.20292E-04   4.21099E+00   1.19076E-05   3.36880E+02   1.41860E+06   2.40198E-03
 9.49950E-09   1.00000E+05   5.60000E+03   5.10198E-04   1.66705E+01   9.58240E-01   1.21541E-04   4.28576E+00   1.22305E-05   3.42861E+02   1.46942E+06   2.51174E-03
 9.57550E-09   1.00000E+05   5.60000E+03   5.33288E-04   1.63326E+01   9.81682E-01   1.22792E-04   4.36109E+00   1.25591E-05   3.48888E+02   1.52153E+06   2.62541E-03
 9.65150E-09   1.00000E+05   5.60000E+03   5.57192E-04   1.60045E+01   1.00546E+00   1.24044E-04   4.43698E+00   1.28935E-05   3.54959E+02   1.57495E+06   2.74310E-03
 9.72750E-09   1.00000E+05   5.60000E+03   5.81932E-04   1.56857E+01   1.02958E+00   1.25298E-04   4.51343E+00   1.32336E-05   3.61075E+02   1.62969E+06   2.86489E-03
 9.80350E-09   1.00000E+05   5.60000E+03   6.07527E-04   1.53759E+01   1.05404E+00   1.26554E-04   4.59043E+00   1.35796E-05   3.67235E+02   1.68577E+06   2.99090E-03
 9.87950E-09   1.00000E+05   5.60000E+03   6.33999E-04   1.50749E+01   1.07883E+00   1.27811E-04   4.66798E+00   1.39314E-05   3.73439E+02   1.74320E+06   3.12122E-03
 9.95550E-09   1.00000E+05   5.60000E+03   6.61368E-04   1.47822E+01   1.10397E+00   1.29070E-04   4.74608E+00   1.42892E-05   3.79686E+02   1.80202E+06   3.25596E-03
 1.00315E-08   1.00000E+05   5.60000E+03   6.89655E-04   1.44977E+01   1.12945E+00   1.30331E-04   4.82472E+00   1.46529E-05   3.85977E+02   1.86223E+06   3.39522E-03
 1.01075E-08   1.00000E+05   5.60000E+03   7.18884E-04   1.42209E+01   1.15527E+00   1.31593E-04   4.90390E+00   1.50227E-05   3.92312E+02   1.92386E+06   3.53911E-03
 1.01835E-08   1.00000E+05   5.60000E+03   7.49075E-04   1.39517E+01   1.18143E+00   1.32857E-04   4.98361E+00   1.53984E-05   3.98689E+02   1.98691E+06   3.68775E-03
 1.02595E-08   1.00000E+05   5.60000E+03   7.80250E-04   1.36897E+01   1.20794E+00   1.34122E-04   5.06387E+00   1.57803E-05   4.05109E+02   2.05142E+06   3.84123E-03
 1.03355E-08   1.00000E+05   5.60000E+03   8.12433E-04   1.34348E+01   1.23480E+00   1.35388E-04   5.14465E+00   1.61682E-05   4.11572E+02   2.11739E+06   3.99966E-03
 1.04115E-08   1.00000E+05   5.60000E+03   8.45646E-04   1.31866E+01   1.26200E+00   1.36656E-04   5.22595E+00   1.65623E-05   4.18076E+02   2.18484E+06   4.16317E-03
 1.04875E-08   1.00000E+05   5.60000E+03   8.79912E-04   1.29450E+01   1.28954E+00   1.37926E-04   5.30778E+00   1.69627E-05   4.24622E+02   2.25380E+06   4.33187E-03
 1.05635E-08   1.00000E+05   5.60000E+03   9.15254E-04   1.27097E+01   1.31744E+00   1.39196E-04   5.39012E+00   1.73692E-05   4.31210E+02   2.32427E+06   4.50585E-03
 1.06395E-08   1.00000E+05   5.60000E+03   9.51696E-04   1.24806E+01   1.34567E+00   1.40469E-04   5.47298E+00   1.77821E-05   4.37839E+02   2.39628E+06   4.68526E-03
 1.07155E-08   1.00000E+05   5.60000E+03   9.89262E-04   1.22573E+01   1.37426E+00   1.41742E-04   5.55636E+00   1.82012E-05   4.44509E+02   2.46985E+06   4.87020E-03
 1.07915E-08   1.00000E+05   5.60000E+03   1.02798E-03   1.20398E+01   1.40320E+00   1.43017E-04   5.64025E+00   1.86267E-05   4.51220E+02   2.54500E+06   5.06079E-03
