Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out                    P_out                    E_out                    
 1.29428E-06   1.02537E+04   5.88774E+01   7.62503E+02   4.85191E-03   1.04843E+03   7.12426E-03   1.69145E+01   1.00719E-01   1.35316E+03   2.28881E+07   3.75498E+03
 1.29436E-06   1.02526E+04   5.88645E+01   7.62503E+02   4.85184E-03   1.04843E+03   7.12432E-03   1.69374E+01   1.00720E-01   1.35499E+03   2.29500E+07   3.75498E+03
 1.29443E-06   1.02514E+04   5.88516E+01   7.62503E+02   4.85176E-03   1.04843E+03   7.12437E-03   1.69602E+01   1.00721E-01   1.35682E+03   2.30119E+07   3.75498E+03
 1.29451E-06   1.02503E+04   5.88388E+01   7.62503E+02   4.85168E-03   1.04843E+03   7.12443E-03   1.69831E+01   1.00722E-01   1.35865E+03   2.30740E+07   3.75498E+03
 1.29458E-06   1.02492E+04   5.88259E+01   7.62503E+02   4.85160E-03   1.04843E+03   7.12449E-03   1.70059E+01   1.00723E-01   1.36047E+03   2.31361E+07   3.75498E+03
 1.29466E-06   1.02481E+04   5.88131E+01   7.62503E+02   4.85153E-03   1.04843E+03   7.12454E-03   1.70288E+01   1.00724E-01   1.36230E+03   2.31983E+07   3.75498E+03
 1.29474E-06   1.02470E+04   5.88002E+01   7.62503E+02   4.85145E-03   1.04843E+03   7.12460E-03   1.70516E+01   1.00725E-01   1.36412E+03   2.32604E+07   3.75498E+03
 1.29481E-06   1.02459E+04   5.87874E+01   7.62503E+02   4.85137E-03   1.04843E+03   7.12466E-03   1.70743E+01   1.00726E-01   1.36595E+03   2.33227E+07   3.75498E+03
 1.29489E-06   1.02447E+04   5.87745E+01   7.62503E+02   4.85130E-03   1.04843E+03   7.12472E-03   1.70971E+01   1.00728E-01   1.36777E+03   2.33850E+07   3.75498E+03
 1.29496E-06   1.02436E+04   5.87616E+01   7.62503E+02   4.85122E-03   1.04843E+03   7.12477E-03   1.71199E+01   1.00729E-01   1.36959E+03   2.34472E+07   3.75498E+03
 1.29504E-06   1.02425E+04   5.87488E+01   7.62503E+02   4.85114E-03   1.04843E+03   7.12483E-03   1.71426E+01   1.00730E-01   1.37141E+03   2.35095E+07   3.75498E+03
 1.29512E-06   1.02414E+04   5.87359E+01   7.62503E+02   4.85106E-03   1.04843E+03   7.12489E-03   1.71653E+01   1.00731E-01   1.37322E+03   2.35718E+07   3.75498E+03
 1.29519E-06   1.02402E+04   5.87231E+01   7.62503E+02   4.85099E-03   1.04843E+03   7.12494E-03   1.71880E+01   1.00732E-01   1.37504E+03   2.36342E+07   3.75498E+03
 1.29527E-06   1.02391E+04   5.87102E+01   7.62503E+02   4.85091E-03   1.04843E+03   7.12500E-03   1.72107E+01   1.00733E-01   1.37686E+03   2.36967E+07   3.75498E+03
 1.29534E-06   1.02380E+04   5.86973E+01   7.62503E+02   4.85083E-03   1.04843E+03   7.12506E-03   1.72334E+01   1.00734E-01   1.37867E+03   2.37593E+07   3.75498E+03
 1.29542E-06   1.02369E+04   5.86844E+01   7.62503E+02   4.85075E-03   1.04843E+03   7.12511E-03   1.72561E+01   1.00736E-01   1.38049E+03   2.38219E+07   3.75498E+03
 1.29550E-06   1.02357E+04   5.86715E+01   7.62503E+02   4.85068E-03   1.04843E+03   7.12517E-03   1.72788E+01   1.00737E-01   1.38231E+03   2.38846E+07   3.75498E+03
 1.29557E-06   1.02346E+04   5.86586E+01   7.62503E+02   4.85060E-03   1.04843E+03   7.12523E-03   1.73015E+01   1.00738E-01   1.38412E+03   2.39474E+07   3.75498E+03
 1.29565E-06   1.02335E+04   5.86457E+01   7.62503E+02   4.85052E-03   1.04843E+03   7.12528E-03   1.73242E+01   1.00739E-01   1.38594E+03   2.40102E+07   3.75498E+03
 1.29572E-06   1.02324E+04   5.86328E+01   7.62503E+02   4.85044E-03   1.04843E+03   7.12534E-03   1.73469E+01   1.00740E-01   1.38775E+03   2.40731E+07   3.75498E+03
 1.29580E-06   1.02312E+04   5.86199E+01   7.62503E+02   4.85037E-03   1.04843E+03   7.12540E-03   1.73695E+01   1.00741E-01   1.38956E+03   2.41360E+07   3.75498E+03
 1.29588E-06   1.02301E+04   5.86070E+01   7.62503E+02   4.85029E-03   1.04843E+03   7.12545E-03   1.73921E+01   1.00742E-01   1.39137E+03   2.41989E+07   3.75498E+03
 1.29595E-06   1.02290E+04   5.85939E+01   7.62503E+02   4.85021E-03   1.04843E+03   7.12551E-03   1.74147E+01   1.00743E-01   1.39318E+03   2.42619E+07   3.75498E+03
 1.29603E-06   1.02278E+04   5.85800E+01   7.62503E+02   4.85014E-03   1.04843E+03   7.12557E-03   1.74373E+01   1.00745E-01   1.39499E+03   2.43248E+07   3.75498E+03
 1.29610E-06   1.02266E+04   5.85661E+01   7.62503E+02   4.85006E-03   1.04843E+03   7.12562E-03   1.74599E+01   1.00746E-01   1.39679E+03   2.43879E+07   3.75498E+03
 1.29618E-06   1.02253E+04   5.85522E+01   7.62503E+02   4.84998E-03   1.04843E+03   7.12568E-03   1.74825E+01   1.00747E-01   1.39860E+03   2.44510E+07   3.75498E+03
 1.29626E-06   1.02241E+04   5.85383E+01   7.62503E+02   4.84990E-03   1.04843E+03   7.12574E-03   1.75051E+01   1.00748E-01   1.40040E+03   2.45141E+07   3.75498E+03
 1.29633E-06   1.02229E+04   5.85244E+01   7.62503E+02   4.84983E-03   1.04843E+03   7.12580E-03   1.75276E+01   1.00749E-01   1.40221E+03   2.45774E+07   3.75498E+03
 1.29641E-06   1.02217E+04   5.85106E+01   7.62503E+02   4.84975E-03   1.04843E+03   7.12585E-03   1.75502E+01   1.00750E-01   1.40401E+03   2.46407E+07   3.75498E+03
 1.29648E-06   1.02205E+04   5.84967E+01   7.62503E+02   4.84967E-03   1.04843E+03   7.12591E-03   1.75727E+01   1.00751E-01   1.40582E+03   2.47041E+07   3.75498E+03
 1.29656E-06   1.02193E+04   5.84828E+01   7.62503E+02   4.84959E-03   1.04843E+03   7.12597E-03   1.75953E+01   1.00753E-01   1.40762E+03   2.47676E+07   3.75498E+03
 1.29664E-06   1.02181E+04   5.84689E+01   7.62503E+02   4.84952E-03   1.04843E+03   7.12602E-03   1.76179E+01   1.00754E-01   1.40943E+03   2.48311E+07   3.75498E+03
 1.29671E-06   1.02168E+04   5.84550E+01   7.62503E+02   4.84944E-03   1.04843E+03   7.12608E-03   1.76404E+01   1.00755E-01   1.41123E+03   2.48948E+07   3.75498E+03
 1.29679E-06   1.02156E+04   5.84411E+01   7.62503E+02   4.84936E-03   1.04843E+03   7.12614E-03   1.76630E+01   1.00756E-01   1.41304E+03   2.49585E+07   3.75498E+03
 1.29686E-06   1.02144E+04   5.84271E+01   7.62503E+02   4.84928E-03   1.04843E+03   7.12619E-03   1.76855E+01   1.00757E-01   1.41484E+03   2.50222E+07   3.75498E+03
 1.29694E-06   1.02132E+04   5.84132E+01   7.62503E+02   4.84921E-03   1.04843E+03   7.12625E-03   1.77080E+01   1.00758E-01   1.41664E+03   2.50859E+07   3.75498E+03
 1.29702E-06   1.02120E+04   5.83992E+01   7.62503E+02   4.84913E-03   1.04843E+03   7.12631E-03   1.77305E+01   1.00759E-01   1.41844E+03   2.51497E+07   3.75498E+03
 1.29709E-06   1.02108E+04   5.83853E+01   7.62503E+02   4.84905E-03   1.04843E+03   7.12636E-03   1.77530E+01   1.00760E-01   1.42024E+03   2.52134E+07   3.75498E+03
 1.29717E-06   1.02095E+04   5.83713E+01   7.62503E+02   4.84897E-03   1.04843E+03   7.12642E-03   1.77754E+01   1.00762E-01   1.42203E+03   2.52771E+07   3.75498E+03
 1.29724E-06   1.02083E+04   5.83574E+01   7.62503E+02   4.84890E-03   1.04843E+03   7.12648E-03   1.77978E+01   1.00763E-01   1.42382E+03   2.53409E+07   3.75498E+03
 1.29732E-06   1.02071E+04   5.83434E+01   7.62503E+02   4.84882E-03   1.04843E+03   7.12653E-03   1.78202E+01   1.00764E-01   1.42562E+03   2.54048E+07   3.75498E+03
 1.29740E-06   1.02059E+04   5.83294E+01   7.62503E+02   4.84874E-03   1.04843E+03   7.12659E-03   1.78426E+01   1.00765E-01   1.42741E+03   2.54687E+07   3.75498E+03
 1.29747E-06   1.02046E+04   5.83154E+01   7.62503E+02   4.84866E-03   1.04843E+03   7.12665E-03   1.78650E+01   1.00766E-01   1.42920E+03   2.55327E+07   3.75498E+03
 1.29755E-06   1.02034E+04   5.83014E+01   7.62503E+02   4.84859E-03   1.04843E+03   7.12671E-03   1.78874E+01   1.00767E-01   1.43100E+03   2.55969E+07   3.75498E+03
 1.29762E-06   1.02022E+04   5.82874E+01   7.62503E+02   4.84851E-03   1.04843E+03   7.12676E-03   1.79099E+01   1.00768E-01   1.43279E+03   2.56610E+07   3.75498E+03
 1.29770E-06   1.02010E+04   5.82734E+01   7.62503E+02   4.84843E-03   1.04843E+03   7.12682E-03   1.79323E+01   1.00770E-01   1.43458E+03   2.57253E+07   3.75498E+03
 1.29778E-06   1.01997E+04   5.82594E+01   7.62503E+02   4.84836E-03   1.04843E+03   7.12688E-03   1.79547E+01   1.00771E-01   1.43637E+03   2.57896E+07   3.75498E+03
 1.29785E-06   1.01985E+04   5.82454E+01   7.62503E+02   4.84828E-03   1.04843E+03   7.12693E-03   1.79771E+01   1.00772E-01   1.43817E+03   2.58540E+07   3.75498E+03
 1.29793E-06   1.01973E+04   5.82314E+01   7.62503E+02   4.84820E-03   1.04843E+03   7.12699E-03   1.79995E+01   1.00773E-01   1.43996E+03   2.59185E+07   3.75498E+03
 1.29800E-06   1.01961E+04   5.82174E+01   7.62503E+02   4.84812E-03   1.04843E+03   7.12705E-03   1.80219E+01   1.00774E-01   1.44175E+03   2.59831E+07   3.75498E+03
 1.29808E-06   1.01948E+04   5.82033E+01   7.62503E+02   4.84805E-03   1.04843E+03   7.12710E-03   1.80443E+01   1.00775E-01   1.44354E+03   2.60477E+07   3.75498E+03
 1.29816E-06   1.01936E+04   5.81893E+01   7.62503E+02   4.84797E-03   1.04843E+03   7.12716E-03   1.80666E+01   1.00776E-01   1.44533E+03   2.61122E+07   3.75498E+03
 1.29823E-06   1.01924E+04   5.81752E+01   7.62503E+02   4.84789E-03   1.04843E+03   7.12722E-03   1.80889E+01   1.00777E-01   1.44711E+03   2.61767E+07   3.75498E+03
 1.29831E-06   1.01911E+04   5.81611E+01   7.62503E+02   4.84781E-03   1.04843E+03   7.12727E-03   1.81112E+01   1.00779E-01   1.44890E+03   2.62413E+07   3.75498E+03
 1.29838E-06   1.01899E+04   5.81470E+01   7.62503E+02   4.84774E-03   1.04843E+03   7.12733E-03   1.81335E+01   1.00780E-01   1.45068E+03   2.63059E+07   3.75498E+03
 1.29846E-06   1.01887E+04   5.81328E+01   7.62503E+02   4.84766E-03   1.04843E+03   7.12739E-03   1.81558E+01   1.00781E-01   1.45246E+03   2.63706E+07   3.75498E+03
 1.29854E-06   1.01874E+04   5.81187E+01   7.62503E+02   4.84758E-03   1.04843E+03   7.12744E-03   1.81781E+01   1.00782E-01   1.45424E+03   2.64353E+07   3.75498E+03
 1.29861E-06   1.01862E+04   5.81046E+01   7.62503E+02   4.84750E-03   1.04843E+03   7.12750E-03   1.82003E+01   1.00783E-01   1.45603E+03   2.65001E+07   3.75498E+03
 1.29869E-06   1.01849E+04   5.80904E+01   7.62503E+02   4.84743E-03   1.04843E+03   7.12756E-03   1.82226E+01   1.00784E-01   1.45781E+03   2.65650E+07   3.75498E+03
 1.29876E-06   1.01837E+04   5.80763E+01   7.62503E+02   4.84735E-03   1.04843E+03   7.12761E-03   1.82449E+01   1.00785E-01   1.45959E+03   2.66300E+07   3.75498E+03
 1.29884E-06   1.01825E+04   5.80622E+01   7.62503E+02   4.84727E-03   1.04843E+03   7.12767E-03   1.82671E+01   1.00786E-01   1.46137E+03   2.66950E+07   3.75498E+03
 1.29892E-06   1.01812E+04   5.80481E+01   7.62503E+02   4.84720E-03   1.04843E+03   7.12773E-03   1.82894E+01   1.00788E-01   1.46315E+03   2.67601E+07   3.75498E+03
 1.29899E-06   1.01800E+04   5.80339E+01   7.62503E+02   4.84712E-03   1.04843E+03   7.12778E-03   1.83117E+01   1.00789E-01   1.46493E+03   2.68253E+07   3.75498E+03
 1.29907E-06   1.01787E+04   5.80197E+01   7.62503E+02   4.84704E-03   1.04843E+03   7.12784E-03   1.83339E+01   1.00790E-01   1.46671E+03   2.68906E+07   3.75498E+03
 1.29914E-06   1.01775E+04   5.80055E+01   7.62503E+02   4.84696E-03   1.04843E+03   7.12790E-03   1.83561E+01   1.00791E-01   1.46849E+03   2.69558E+07   3.75498E+03
 1.29922E-06   1.01762E+04   5.79913E+01   7.62503E+02   4.84689E-03   1.04843E+03   7.12796E-03   1.83783E+01   1.00792E-01   1.47027E+03   2.70210E+07   3.75498E+03
 1.29930E-06   1.01750E+04   5.79771E+01   7.62503E+02   4.84681E-03   1.04843E+03   7.12801E-03   1.84005E+01   1.00793E-01   1.47204E+03   2.70863E+07   3.75498E+03
 1.29937E-06   1.01737E+04   5.79628E+01   7.62503E+02   4.84673E-03   1.04843E+03   7.12807E-03   1.84227E+01   1.00794E-01   1.47382E+03   2.71517E+07   3.75498E+03
 1.29945E-06   1.01725E+04   5.79485E+01   7.62503E+02   4.84665E-03   1.04843E+03   7.12813E-03   1.84449E+01   1.00796E-01   1.47559E+03   2.72172E+07   3.75498E+03
 1.29952E-06   1.01712E+04   5.79342E+01   7.62503E+02   4.84658E-03   1.04843E+03   7.12818E-03   1.84671E+01   1.00797E-01   1.47737E+03   2.72827E+07   3.75498E+03
 1.29960E-06   1.01700E+04   5.79199E+01   7.62503E+02   4.84650E-03   1.04843E+03   7.12824E-03   1.84893E+01   1.00798E-01   1.47914E+03   2.73482E+07   3.75498E+03
 1.29968E-06   1.01687E+04   5.79056E+01   7.62503E+02   4.84642E-03   1.04843E+03   7.12830E-03   1.85114E+01   1.00799E-01   1.48091E+03   2.74139E+07   3.75498E+03
 1.29975E-06   1.01675E+04   5.78913E+01   7.62503E+02   4.84634E-03   1.04843E+03   7.12835E-03   1.85336E+01   1.00800E-01   1.48269E+03   2.74795E+07   3.75498E+03
 1.29983E-06   1.01662E+04   5.78770E+01   7.62503E+02   4.84627E-03   1.04843E+03   7.12841E-03   1.85558E+01   1.00801E-01   1.48446E+03   2.75453E+07   3.75498E+03
 1.29990E-06   1.01650E+04   5.78628E+01   7.62503E+02   4.84619E-03   1.04843E+03   7.12847E-03   1.85779E+01   1.00802E-01   1.48623E+03   2.76111E+07   3.75498E+03
 1.29998E-06   1.01637E+04   5.78484E+01   7.62503E+02   4.84611E-03   1.04843E+03   7.12852E-03   1.86000E+01   1.00803E-01   1.48800E+03   2.76769E+07   3.75498E+03
 1.30006E-06   1.01624E+04   5.78341E+01   7.62503E+02   4.84604E-03   1.04843E+03   7.12858E-03   1.86221E+01   1.00805E-01   1.48977E+03   2.77427E+07   3.75498E+03
 1.30013E-06   1.01612E+04   5.78197E+01   7.62503E+02   4.84596E-03   1.04843E+03   7.12864E-03   1.86443E+01   1.00806E-01   1.49154E+03   2.78087E+07   3.75498E+03
 1.30021E-06   1.01599E+04   5.78053E+01   7.62503E+02   4.84588E-03   1.04843E+03   7.12869E-03   1.86664E+01   1.00808E-01   1.49331E+03   2.78747E+07   3.75498E+03
 1.30028E-06   1.01587E+04   5.77910E+01   7.62503E+02   4.84580E-03   1.04843E+03   7.12875E-03   1.86885E+01   1.00810E-01   1.49508E+03   2.79408E+07   3.75498E+03
 1.30036E-06   1.01574E+04   5.77766E+01   7.62503E+02   4.84573E-03   1.04843E+03   7.12881E-03   1.87106E+01   1.00811E-01   1.49685E+03   2.80069E+07   3.75498E+03
 1.30044E-06   1.01561E+04   5.77623E+01   7.62503E+02   4.84565E-03   1.04843E+03   7.12886E-03   1.87327E+01   1.00813E-01   1.49862E+03   2.80731E+07   3.75498E+03
 1.30051E-06   1.01549E+04   5.77479E+01   7.62503E+02   4.84557E-03   1.04843E+03   7.12892E-03   1.87548E+01   1.00815E-01   1.50038E+03   2.81394E+07   3.75498E+03
 1.30059E-06   1.01536E+04   5.77336E+01   7.62503E+02   4.84549E-03   1.04843E+03   7.12898E-03   1.87769E+01   1.00816E-01   1.50215E+03   2.82057E+07   3.75498E+03
 1.30066E-06   1.01523E+04   5.77192E+01   7.62503E+02   4.84542E-03   1.04843E+03   7.12903E-03   1.87989E+01   1.00818E-01   1.50391E+03   2.82720E+07   3.75498E+03
 1.30074E-06   1.01511E+04   5.77049E+01   7.62503E+02   4.84534E-03   1.04843E+03   7.12909E-03   1.88210E+01   1.00820E-01   1.50568E+03   2.83383E+07   3.75498E+03
 1.30082E-06   1.01498E+04   5.76905E+01   7.62503E+02   4.84526E-03   1.04843E+03   7.12915E-03   1.88430E+01   1.00822E-01   1.50744E+03   2.84046E+07   3.75498E+03
 1.30089E-06   1.01486E+04   5.76762E+01   7.62503E+02   4.84519E-03   1.04843E+03   7.12921E-03   1.88650E+01   1.00823E-01   1.50920E+03   2.84709E+07   3.75498E+03
 1.30097E-06   1.01473E+04   5.76618E+01   7.62503E+02   4.84511E-03   1.04843E+03   7.12926E-03   1.88869E+01   1.00825E-01   1.51096E+03   2.85373E+07   3.75498E+03
 1.30104E-06   1.01460E+04   5.76475E+01   7.62503E+02   4.84503E-03   1.04843E+03   7.12932E-03   1.89089E+01   1.00827E-01   1.51271E+03   2.86038E+07   3.75498E+03
 1.30112E-06   1.01448E+04   5.76331E+01   7.62503E+02   4.84495E-03   1.04843E+03   7.12938E-03   1.89309E+01   1.00828E-01   1.51447E+03   2.86703E+07   3.75498E+03
 1.30120E-06   1.01435E+04   5.76187E+01   7.62503E+02   4.84488E-03   1.04843E+03   7.12943E-03   1.89529E+01   1.00830E-01   1.51623E+03   2.87369E+07   3.75498E+03
 1.30127E-06   1.01422E+04   5.76042E+01   7.62503E+02   4.84480E-03   1.04843E+03   7.12949E-03   1.89748E+01   1.00832E-01   1.51799E+03   2.88035E+07   3.75498E+03
 1.30135E-06   1.01410E+04   5.75898E+01   7.62503E+02   4.84472E-03   1.04843E+03   7.12955E-03   1.89968E+01   1.00833E-01   1.51974E+03   2.88702E+07   3.75498E+03
 1.30142E-06   1.01397E+04   5.75754E+01   7.62503E+02   4.84465E-03   1.04843E+03   7.12960E-03   1.90188E+01   1.00835E-01   1.52150E+03   2.89371E+07   3.75498E+03
 1.30150E-06   1.01384E+04   5.75609E+01   7.62503E+02   4.84457E-03   1.04843E+03   7.12966E-03   1.90407E+01   1.00837E-01   1.52326E+03   2.90039E+07   3.75498E+03
 1.30158E-06   1.01371E+04   5.75465E+01   7.62503E+02   4.84449E-03   1.04843E+03   7.12972E-03   1.90627E+01   1.00838E-01   1.52501E+03   2.90709E+07   3.75498E+03
 1.30165E-06   1.01359E+04   5.75321E+01   7.62503E+02   4.84441E-03   1.04843E+03   7.12977E-03   1.90846E+01   1.00840E-01   1.52677E+03   2.91379E+07   3.75498E+03
 1.30173E-06   1.01346E+04   5.75176E+01   7.62503E+02   4.84434E-03   1.04843E+03   7.12983E-03   1.91066E+01   1.00842E-01   1.52852E+03   2.92048E+07   3.75498E+03
 1.30180E-06   1.01333E+04   5.75032E+01   7.62503E+02   4.84426E-03   1.04843E+03   7.12989E-03   1.91284E+01   1.00844E-01   1.53028E+03   2.92718E+07   3.75498E+03
 1.30188E-06   1.01320E+04   5.74887E+01   7.62503E+02   4.84418E-03   1.04843E+03   7.12994E-03   1.91503E+01   1.00845E-01   1.53203E+03   2.93388E+07   3.75498E+03
 1.30196E-06   1.01308E+04   5.74743E+01   7.62503E+02   4.84411E-03   1.04843E+03   7.13000E-03   1.91722E+01   1.00847E-01   1.53378E+03   2.94058E+07   3.75498E+03
 1.30203E-06   1.01295E+04   5.74598E+01   7.62503E+02   4.84403E-03   1.04843E+03   7.13006E-03   1.91940E+01   1.00849E-01   1.53552E+03   2.94728E+07   3.75498E+03
 1.30211E-06   1.01282E+04   5.74453E+01   7.62503E+02   4.84395E-03   1.04843E+03   7.13011E-03   1.92158E+01   1.00850E-01   1.53727E+03   2.95399E+07   3.75498E+03
 1.30218E-06   1.01270E+04   5.74309E+01   7.62503E+02   4.84387E-03   1.04843E+03   7.13017E-03   1.92377E+01   1.00852E-01   1.53901E+03   2.96070E+07   3.75498E+03
 1.30226E-06   1.01257E+04   5.74164E+01   7.62503E+02   4.84380E-03   1.04843E+03   7.13023E-03   1.92595E+01   1.00854E-01   1.54076E+03   2.96742E+07   3.75498E+03
 1.30234E-06   1.01244E+04   5.74020E+01   7.62503E+02   4.84372E-03   1.04843E+03   7.13028E-03   1.92813E+01   1.00855E-01   1.54250E+03   2.97415E+07   3.75498E+03
 1.30241E-06   1.01231E+04   5.73875E+01   7.62503E+02   4.84364E-03   1.04843E+03   7.13034E-03   1.93031E+01   1.00857E-01   1.54425E+03   2.98088E+07   3.75498E+03
 1.30249E-06   1.01219E+04   5.73731E+01   7.62503E+02   4.84356E-03   1.04843E+03   7.13040E-03   1.93249E+01   1.00859E-01   1.54600E+03   2.98763E+07   3.75498E+03
 1.30256E-06   1.01206E+04   5.73586E+01   7.62503E+02   4.84349E-03   1.04843E+03   7.13046E-03   1.93468E+01   1.00861E-01   1.54774E+03   2.99438E+07   3.75498E+03
 1.30264E-06   1.01193E+04   5.73441E+01   7.62503E+02   4.84341E-03   1.04843E+03   7.13051E-03   1.93686E+01   1.00862E-01   1.54949E+03   3.00114E+07   3.75498E+03
 1.30272E-06   1.01180E+04   5.73297E+01   7.62503E+02   4.84333E-03   1.04843E+03   7.13057E-03   1.93904E+01   1.00864E-01   1.55123E+03   3.00789E+07   3.75498E+03
 1.30279E-06   1.01167E+04   5.73152E+01   7.62503E+02   4.84326E-03   1.04843E+03   7.13063E-03   1.94122E+01   1.00866E-01   1.55297E+03   3.01465E+07   3.75498E+03
 1.30287E-06   1.01155E+04   5.73007E+01   7.62503E+02   4.84318E-03   1.04843E+03   7.13068E-03   1.94339E+01   1.00867E-01   1.55471E+03   3.02142E+07   3.75498E+03
 1.30294E-06   1.01142E+04   5.72863E+01   7.62503E+02   4.84310E-03   1.04843E+03   7.13074E-03   1.94557E+01   1.00869E-01   1.55646E+03   3.02819E+07   3.75498E+03
 1.30302E-06   1.01128E+04   5.72709E+01   7.62503E+02   4.84302E-03   1.04843E+03   7.13080E-03   1.94774E+01   1.00871E-01   1.55819E+03   3.03496E+07   3.75498E+03
 1.30310E-06   1.01115E+04   5.72556E+01   7.62503E+02   4.84295E-03   1.04843E+03   7.13085E-03   1.94991E+01   1.00872E-01   1.55993E+03   3.04173E+07   3.75498E+03
 1.30317E-06   1.01101E+04   5.72403E+01   7.62503E+02   4.84287E-03   1.04843E+03   7.13091E-03   1.95208E+01   1.00874E-01   1.56167E+03   3.04850E+07   3.75498E+03
 1.30325E-06   1.01088E+04   5.72249E+01   7.62503E+02   4.84279E-03   1.04843E+03   7.13097E-03   1.95425E+01   1.00876E-01   1.56340E+03   3.05528E+07   3.75498E+03
 1.30332E-06   1.01074E+04   5.72096E+01   7.62503E+02   4.84272E-03   1.04843E+03   7.13102E-03   1.95642E+01   1.00878E-01   1.56514E+03   3.06207E+07   3.75498E+03
 1.30340E-06   1.01061E+04   5.71943E+01   7.62503E+02   4.84264E-03   1.04843E+03   7.13108E-03   1.95859E+01   1.00879E-01   1.56687E+03   3.06887E+07   3.75498E+03
 1.30348E-06   1.01047E+04   5.71789E+01   7.62503E+02   4.84256E-03   1.04843E+03   7.13114E-03   1.96076E+01   1.00881E-01   1.56861E+03   3.07567E+07   3.75498E+03
 1.30355E-06   1.01034E+04   5.71636E+01   7.62503E+02   4.84248E-03   1.04843E+03   7.13119E-03   1.96293E+01   1.00883E-01   1.57034E+03   3.08247E+07   3.75498E+03
 1.30363E-06   1.01020E+04   5.71482E+01   7.62503E+02   4.84241E-03   1.04843E+03   7.13125E-03   1.96510E+01   1.00884E-01   1.57208E+03   3.08928E+07   3.75498E+03
 1.30370E-06   1.01006E+04   5.71327E+01   7.62503E+02   4.84233E-03   1.04843E+03   7.13131E-03   1.96726E+01   1.00886E-01   1.57381E+03   3.09610E+07   3.75498E+03
 1.30378E-06   1.00993E+04   5.71173E+01   7.62503E+02   4.84225E-03   1.04843E+03   7.13136E-03   1.96943E+01   1.00888E-01   1.57554E+03   3.10292E+07   3.75498E+03
 1.30386E-06   1.00979E+04   5.71019E+01   7.62503E+02   4.84218E-03   1.04843E+03   7.13142E-03   1.97160E+01   1.00889E-01   1.57728E+03   3.10975E+07   3.75498E+03
 1.30393E-06   1.00965E+04   5.70865E+01   7.62503E+02   4.84210E-03   1.04843E+03   7.13148E-03   1.97375E+01   1.00891E-01   1.57900E+03   3.11656E+07   3.75498E+03
 1.30401E-06   1.00952E+04   5.70711E+01   7.62503E+02   4.84202E-03   1.04843E+03   7.13153E-03   1.97591E+01   1.00893E-01   1.58073E+03   3.12336E+07   3.75498E+03
 1.30408E-06   1.00938E+04   5.70557E+01   7.62503E+02   4.84195E-03   1.04843E+03   7.13159E-03   1.97806E+01   1.00895E-01   1.58245E+03   3.13017E+07   3.75498E+03
 1.30416E-06   1.00925E+04   5.70403E+01   7.62503E+02   4.84187E-03   1.04843E+03   7.13165E-03   1.98021E+01   1.00896E-01   1.58417E+03   3.13699E+07   3.75498E+03
 1.30424E-06   1.00911E+04   5.70249E+01   7.62503E+02   4.84179E-03   1.04843E+03   7.13171E-03   1.98236E+01   1.00898E-01   1.58589E+03   3.14381E+07   3.75498E+03
 1.30431E-06   1.00897E+04   5.70095E+01   7.62503E+02   4.84171E-03   1.04843E+03   7.13176E-03   1.98452E+01   1.00900E-01   1.58761E+03   3.15065E+07   3.75498E+03
 1.30439E-06   1.00884E+04   5.69941E+01   7.62503E+02   4.84164E-03   1.04843E+03   7.13182E-03   1.98667E+01   1.00901E-01   1.58934E+03   3.15748E+07   3.75498E+03
 1.30446E-06   1.00870E+04   5.69787E+01   7.62503E+02   4.84156E-03   1.04843E+03   7.13188E-03   1.98882E+01   1.00903E-01   1.59106E+03   3.16433E+07   3.75498E+03
 1.30454E-06   1.00856E+04   5.69634E+01   7.62503E+02   4.84148E-03   1.04843E+03   7.13193E-03   1.99097E+01   1.00905E-01   1.59278E+03   3.17118E+07   3.75498E+03
 1.30462E-06   1.00843E+04   5.69480E+01   7.62503E+02   4.84140E-03   1.04843E+03   7.13199E-03   1.99313E+01   1.00906E-01   1.59450E+03   3.17804E+07   3.75498E+03
 1.30469E-06   1.00829E+04   5.69326E+01   7.62503E+02   4.84133E-03   1.04843E+03   7.13205E-03   1.99528E+01   1.00908E-01   1.59622E+03   3.18491E+07   3.75498E+03
 1.30477E-06   1.00816E+04   5.69171E+01   7.62503E+02   4.84125E-03   1.04843E+03   7.13210E-03   1.99743E+01   1.00910E-01   1.59795E+03   3.19179E+07   3.75498E+03
 1.30484E-06   1.00802E+04   5.69017E+01   7.62503E+02   4.84117E-03   1.04843E+03   7.13216E-03   1.99958E+01   1.00912E-01   1.59967E+03   3.19867E+07   3.75498E+03
 1.30492E-06   1.00788E+04   5.68861E+01   7.62503E+02   4.84110E-03   1.04843E+03   7.13222E-03   2.00174E+01   1.00913E-01   1.60139E+03   3.20556E+07   3.75498E+03
 1.30500E-06   1.00774E+04   5.68706E+01   7.62503E+02   4.84102E-03   1.04843E+03   7.13227E-03   2.00389E+01   1.00915E-01   1.60311E+03   3.21246E+07   3.75498E+03
 1.30507E-06   1.00761E+04   5.68551E+01   7.62503E+02   4.84094E-03   1.04843E+03   7.13233E-03   2.00604E+01   1.00917E-01   1.60483E+03   3.21936E+07   3.75498E+03
