Time (s)   V_brick (kV)             E_brick (J)              E_ESR (J)                R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out (kV)               P_out (MW)               E_out (J)                
 0.00000E+00   1.00000E+02   1.40000E+03   0.00000E+00   1.00000E+10   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 1.25500E-10   1.00000E+02   1.40000E+03   1.16681E-14   1.40238E+06   4.06493E-07   5.27967E-07   7.12489E-05   4.06750E-12   4.63118E-05   3.29966E-09   1.16681E-13
 2.51500E-10   1.00000E+02   1.40000E+03   1.83612E-13   4.53498E+05   2.14728E-06   9.28436E-07   2.20160E-04   2.14972E-11   1.43104E-04   3.15057E-08   1.83612E-12
 3.77500E-10   1.00000E+02   1.40000E+03   1.17471E-12   2.08827E+05   6.41975E-06   1.36819E-06   4.77646E-04   6.43123E-11   3.10470E-04   1.48295E-07   1.17471E-11
 5.03500E-10   1.00000E+02   1.40000E+03   4.87743E-12   1.14613E+05   1.47443E-05   1.84681E-06   8.69263E-04   1.47823E-10   5.65021E-04   4.91152E-07   4.87743E-11
 6.29500E-10   1.00000E+02   1.40000E+03   1.55892E-11   7.00682E+04   2.89506E-05   2.36200E-06   1.41994E-03   2.90519E-10   9.22959E-04   1.31054E-06   1.55892E-10
 7.55500E-10   1.00000E+02   1.40000E+03   4.17204E-11   4.61182E+04   5.11660E-05   2.91141E-06   2.15396E-03   5.13991E-10   1.40008E-03   3.01571E-06   4.17204E-10
 8.81500E-10   1.00000E+02   1.40000E+03   9.81165E-11   3.20399E+04   8.38037E-05   3.49297E-06   3.09498E-03   8.42850E-10   2.01174E-03   6.22628E-06   9.81165E-10
 1.00750E-09   1.00000E+02   1.40000E+03   2.09064E-10   2.32003E+04   1.29550E-04   4.10481E-06   4.26591E-03   1.30464E-09   2.77284E-03   1.18287E-05   2.09063E-09
 1.13350E-09   1.00000E+02   1.40000E+03   4.12029E-10   1.73602E+04   1.91348E-04   4.74529E-06   5.68893E-03   1.92974E-09   3.69780E-03   2.10366E-05   4.12028E-09
 1.25950E-09   1.00000E+02   1.40000E+03   7.62183E-10   1.33417E+04   2.72389E-04   5.41295E-06   7.38544E-03   2.75130E-09   4.80054E-03   3.54541E-05   7.62183E-09
 1.38550E-09   1.00000E+02   1.40000E+03   1.33774E-09   1.04833E+04   3.76089E-04   6.10648E-06   9.37602E-03   3.80507E-09   6.09441E-03   5.71413E-05   1.33774E-08
 1.51150E-09   1.00000E+02   1.40000E+03   2.24610E-09   8.39300E+03   5.06081E-04   6.82466E-06   1.16804E-02   5.12938E-09   7.59224E-03   8.86801E-05   2.24610E-08
 1.63750E-09   1.00000E+02   1.40000E+03   3.63088E-09   6.82809E+03   6.66192E-04   7.56641E-06   1.43173E-02   6.76497E-09   9.30627E-03   1.33241E-04   3.63089E-08
 1.76350E-09   1.00000E+02   1.40000E+03   5.67973E-09   5.63268E+03   8.60432E-04   8.33072E-06   1.73049E-02   8.75489E-09   1.12482E-02   1.94649E-04   5.67974E-08
 1.88950E-09   1.00000E+02   1.40000E+03   8.63298E-09   4.70338E+03   1.09298E-03   9.11664E-06   2.06601E-02   1.11444E-08   1.34291E-02   2.77446E-04   8.63297E-08
 2.01550E-09   1.00000E+02   1.40000E+03   1.27931E-08   3.96978E+03   1.36815E-03   9.92331E-06   2.43991E-02   1.39809E-08   1.58594E-02   3.86954E-04   1.27931E-07
 2.14150E-09   1.00000E+02   1.40000E+03   1.85347E-08   3.38275E+03   1.69040E-03   1.07499E-05   2.85370E-02   1.73137E-08   1.85490E-02   5.29334E-04   1.85348E-07
 2.26750E-09   1.00000E+02   1.40000E+03   2.63161E-08   2.90728E+03   2.06430E-03   1.15957E-05   3.30882E-02   2.11939E-08   2.15074E-02   7.11641E-04   2.63161E-07
 2.39350E-09   1.00000E+02   1.40000E+03   3.66899E-08   2.51797E+03   2.49453E-03   1.24599E-05   3.80662E-02   2.56746E-08   2.47430E-02   9.41874E-04   3.66899E-07
 2.51950E-09   1.00000E+02   1.40000E+03   5.03161E-08   2.19606E+03   2.98584E-03   1.33419E-05   4.34834E-02   3.08103E-08   2.82642E-02   1.22902E-03   5.03161E-07
 2.64550E-09   1.00000E+02   1.40000E+03   6.79743E-08   1.92752E+03   3.54306E-03   1.42410E-05   4.93515E-02   3.66570E-08   3.20785E-02   1.58312E-03   6.79744E-07
 2.77150E-09   1.00000E+02   1.40000E+03   9.05776E-08   1.70167E+03   4.17107E-03   1.51566E-05   5.56813E-02   4.32723E-08   3.61928E-02   2.01526E-03   9.05776E-07
 2.89750E-09   1.00000E+02   1.40000E+03   1.19185E-07   1.51031E+03   4.87482E-03   1.60882E-05   6.24826E-02   5.07151E-08   4.06137E-02   2.53765E-03   1.19186E-06
 3.02350E-09   1.00000E+02   1.40000E+03   1.55019E-07   1.34707E+03   5.65925E-03   1.70351E-05   6.97647E-02   5.90452E-08   4.53470E-02   3.16362E-03   1.55019E-06
 3.14950E-09   1.00000E+02   1.40000E+03   1.99473E-07   1.20694E+03   6.52936E-03   1.79969E-05   7.75359E-02   6.83238E-08   5.03983E-02   3.90768E-03   1.99473E-06
 3.27550E-09   1.00000E+02   1.40000E+03   2.54135E-07   1.08595E+03   7.49012E-03   1.89730E-05   8.58037E-02   7.86131E-08   5.57724E-02   4.78547E-03   2.54135E-06
 3.40150E-09   1.00000E+02   1.40000E+03   3.20795E-07   9.80911E+02   8.54653E-03   1.99630E-05   9.45751E-02   8.99761E-08   6.14738E-02   5.81389E-03   3.20795E-06
 3.52750E-09   1.00000E+02   1.40000E+03   4.01464E-07   8.89272E+02   9.70355E-03   2.09663E-05   1.03856E-01   1.02476E-07   6.75065E-02   7.01096E-03   4.01464E-06
 3.65350E-09   1.00000E+02   1.40000E+03   4.98389E-07   8.08946E+02   1.09661E-02   2.19826E-05   1.13652E-01   1.16179E-07   7.38740E-02   8.39595E-03   4.98389E-06
 3.77950E-09   1.00000E+02   1.40000E+03   6.14066E-07   7.38227E+02   1.23392E-02   2.30115E-05   1.23968E-01   1.31149E-07   8.05795E-02   9.98931E-03   6.14066E-06
 3.90550E-09   1.00000E+02   1.40000E+03   7.51257E-07   6.75709E+02   1.38277E-02   2.40525E-05   1.34809E-01   1.47452E-07   8.76257E-02   1.18127E-02   7.51257E-06
 4.03150E-09   1.00000E+02   1.40000E+03   9.13004E-07   6.20230E+02   1.54363E-02   2.51052E-05   1.46177E-01   1.65154E-07   9.50149E-02   1.38890E-02   9.13003E-06
 4.15750E-09   1.00000E+02   1.40000E+03   1.10264E-06   5.70818E+02   1.71700E-02   2.61692E-05   1.58076E-01   1.84322E-07   1.02749E-01   1.62422E-02   1.10264E-05
 4.28350E-09   1.00000E+02   1.40000E+03   1.32383E-06   5.26658E+02   1.90333E-02   2.72443E-05   1.70508E-01   2.05024E-07   1.10830E-01   1.88974E-02   1.32382E-05
 4.40950E-09   1.00000E+02   1.40000E+03   1.58052E-06   4.87065E+02   2.10311E-02   2.83300E-05   1.83476E-01   2.27325E-07   1.19259E-01   2.18812E-02   1.58052E-05
 4.53550E-09   1.00000E+02   1.40000E+03   1.87704E-06   4.51458E+02   2.31678E-02   2.94260E-05   1.96980E-01   2.51295E-07   1.28037E-01   2.52208E-02   1.87704E-05
 4.66150E-09   1.00000E+02   1.40000E+03   2.21805E-06   4.19343E+02   2.54480E-02   3.05320E-05   2.11023E-01   2.77001E-07   1.37165E-01   2.89449E-02   2.21805E-05
 4.78750E-09   1.00000E+02   1.40000E+03   2.60858E-06   3.90298E+02   2.78762E-02   3.16476E-05   2.25604E-01   3.04510E-07   1.46643E-01   3.30832E-02   2.60858E-05
 4.91350E-09   1.00000E+02   1.40000E+03   3.05405E-06   3.63961E+02   3.04567E-02   3.27727E-05   2.40724E-01   3.33891E-07   1.56471E-01   3.76663E-02   3.05405E-05
 5.03950E-09   1.00000E+02   1.40000E+03   3.56026E-06   3.40021E+02   3.31938E-02   3.39068E-05   2.56383E-01   3.65211E-07   1.66649E-01   4.27261E-02   3.56026E-05
 5.16550E-09   1.00000E+02   1.40000E+03   4.13342E-06   3.18206E+02   3.60917E-02   3.50498E-05   2.72581E-01   3.98538E-07   1.77178E-01   4.82953E-02   4.13342E-05
 5.29150E-09   1.00000E+02   1.40000E+03   4.78017E-06   2.98285E+02   3.91544E-02   3.62013E-05   2.89316E-01   4.33940E-07   1.88056E-01   5.44075E-02   4.78017E-05
 5.41750E-09   1.00000E+02   1.40000E+03   5.50756E-06   2.80054E+02   4.23862E-02   3.73611E-05   3.06588E-01   4.71485E-07   1.99282E-01   6.10975E-02   5.50756E-05
 5.54350E-09   1.00000E+02   1.40000E+03   6.32310E-06   2.63334E+02   4.57908E-02   3.85289E-05   3.24395E-01   5.11240E-07   2.10857E-01   6.84009E-02   6.32310E-05
 5.66950E-09   1.00000E+02   1.40000E+03   7.23475E-06   2.47971E+02   4.93721E-02   3.97045E-05   3.42736E-01   5.53273E-07   2.22778E-01   7.63541E-02   7.23475E-05
 5.79550E-09   1.00000E+02   1.40000E+03   8.25094E-06   2.33827E+02   5.31339E-02   4.08877E-05   3.61608E-01   5.97651E-07   2.35045E-01   8.49943E-02   8.25094E-05
 5.92150E-09   1.00000E+02   1.40000E+03   9.38055E-06   2.20783E+02   5.70798E-02   4.20782E-05   3.81010E-01   6.44440E-07   2.47656E-01   9.43596E-02   9.38056E-05
 6.04750E-09   1.00000E+02   1.40000E+03   1.06330E-05   2.08732E+02   6.12134E-02   4.32758E-05   4.00939E-01   6.93707E-07   2.60611E-01   1.04489E-01   1.06330E-04
 6.17350E-09   1.00000E+02   1.40000E+03   1.20181E-05   1.97580E+02   6.55381E-02   4.44804E-05   4.21393E-01   7.45519E-07   2.73906E-01   1.15422E-01   1.20181E-04
 6.29950E-09   1.00000E+02   1.40000E+03   1.35463E-05   1.87243E+02   7.00574E-02   4.56916E-05   4.42370E-01   7.99941E-07   2.87540E-01   1.27199E-01   1.35463E-04
 6.42550E-09   1.00000E+02   1.40000E+03   1.52285E-05   1.77648E+02   7.47745E-02   4.69094E-05   4.63865E-01   8.57038E-07   3.01512E-01   1.39861E-01   1.52285E-04
 6.55150E-09   1.00000E+02   1.40000E+03   1.70760E-05   1.68727E+02   7.96926E-02   4.81335E-05   4.85877E-01   9.16878E-07   3.15820E-01   1.53450E-01   1.70760E-04
 6.67750E-09   1.00000E+02   1.40000E+03   1.91009E-05   1.60421E+02   8.48149E-02   4.93638E-05   5.08401E-01   9.79523E-07   3.30461E-01   1.68007E-01   1.91009E-04
 6.80350E-09   1.00000E+02   1.40000E+03   2.13155E-05   1.52679E+02   9.01443E-02   5.06000E-05   5.31435E-01   1.04504E-06   3.45433E-01   1.83575E-01   2.13155E-04
 6.92950E-09   1.00000E+02   1.40000E+03   2.37330E-05   1.45451E+02   9.56838E-02   5.18420E-05   5.54976E-01   1.11349E-06   3.60734E-01   2.00199E-01   2.37330E-04
 7.05550E-09   1.00000E+02   1.40000E+03   2.63668E-05   1.38695E+02   1.01436E-01   5.30897E-05   5.79019E-01   1.18494E-06   3.76363E-01   2.17921E-01   2.63669E-04
 7.18150E-09   1.00000E+02   1.40000E+03   2.92312E-05   1.32372E+02   1.07404E-01   5.43428E-05   6.03562E-01   1.25945E-06   3.92315E-01   2.36787E-01   2.92313E-04
 7.30750E-09   1.00000E+02   1.40000E+03   3.23408E-05   1.26448E+02   1.13591E-01   5.56012E-05   6.28600E-01   1.33708E-06   4.08590E-01   2.56840E-01   3.23408E-04
 7.43350E-09   1.00000E+02   1.40000E+03   3.57108E-05   1.20891E+02   1.19998E-01   5.68648E-05   6.54130E-01   1.41790E-06   4.25185E-01   2.78126E-01   3.57109E-04
 7.55950E-09   1.00000E+02   1.40000E+03   3.93571E-05   1.15672E+02   1.26628E-01   5.81334E-05   6.80148E-01   1.50197E-06   4.42096E-01   3.00691E-01   3.93572E-04
 7.68550E-09   1.00000E+02   1.40000E+03   4.32961E-05   1.10766E+02   1.33485E-01   5.94069E-05   7.06649E-01   1.58934E-06   4.59322E-01   3.24579E-01   4.32961E-04
 7.81150E-09   1.00000E+02   1.40000E+03   4.75447E-05   1.06149E+02   1.40569E-01   6.06851E-05   7.33631E-01   1.68009E-06   4.76860E-01   3.49839E-01   4.75447E-04
 7.93750E-09   1.00000E+02   1.40000E+03   5.21206E-05   1.01799E+02   1.47884E-01   6.19679E-05   7.61088E-01   1.77427E-06   4.94707E-01   3.76516E-01   5.21206E-04
 8.06350E-09   1.00000E+02   1.40000E+03   5.70418E-05   9.76981E+01   1.55432E-01   6.32553E-05   7.89017E-01   1.87193E-06   5.12861E-01   4.04657E-01   5.70418E-04
 8.18950E-09   1.00000E+02   1.40000E+03   6.23272E-05   9.38270E+01   1.63214E-01   6.45469E-05   8.17415E-01   1.97314E-06   5.31319E-01   4.34308E-01   6.23272E-04
 8.31550E-09   1.00000E+02   1.40000E+03   6.79960E-05   9.01700E+01   1.71232E-01   6.58429E-05   8.46275E-01   2.07796E-06   5.50079E-01   4.65518E-01   6.79960E-04
 8.44150E-09   1.00000E+02   1.40000E+03   7.40682E-05   8.67120E+01   1.79490E-01   6.71429E-05   8.75596E-01   2.18645E-06   5.69137E-01   4.98335E-01   7.40682E-04
 8.56750E-09   1.00000E+02   1.40000E+03   8.05644E-05   8.34395E+01   1.87988E-01   6.84469E-05   9.05371E-01   2.29866E-06   5.88491E-01   5.32803E-01   8.05643E-04
 8.69350E-09   1.00000E+02   1.40000E+03   8.75055E-05   8.03397E+01   1.96728E-01   6.97549E-05   9.35598E-01   2.41465E-06   6.08139E-01   5.68973E-01   8.75055E-04
 8.81950E-09   1.00000E+02   1.40000E+03   9.49135E-05   7.74013E+01   2.05712E-01   7.10666E-05   9.66272E-01   2.53448E-06   6.28077E-01   6.06893E-01   9.49135E-04
 8.94550E-09   1.00000E+02   1.40000E+03   1.02811E-04   7.46136E+01   2.14942E-01   7.23820E-05   9.97388E-01   2.65820E-06   6.48302E-01   6.46609E-01   1.02811E-03
 9.07150E-09   1.00000E+02   1.40000E+03   1.11220E-04   7.19668E+01   2.24419E-01   7.37010E-05   1.02894E+00   2.78587E-06   6.68813E-01   6.88171E-01   1.11220E-03
 9.19750E-09   1.00000E+02   1.40000E+03   1.20165E-04   6.94520E+01   2.34145E-01   7.50235E-05   1.06093E+00   2.91755E-06   6.89606E-01   7.31626E-01   1.20165E-03
 9.32350E-09   1.00000E+02   1.40000E+03   1.29670E-04   6.70607E+01   2.44121E-01   7.63494E-05   1.09335E+00   3.05328E-06   7.10679E-01   7.77023E-01   1.29669E-03
 9.44950E-09   1.00000E+02   1.40000E+03   1.39759E-04   6.47854E+01   2.54349E-01   7.76786E-05   1.12620E+00   3.19312E-06   7.32029E-01   8.24410E-01   1.39759E-03
 9.57550E-09   1.00000E+02   1.40000E+03   1.50458E-04   6.26188E+01   2.64830E-01   7.90110E-05   1.15947E+00   3.33713E-06   7.53653E-01   8.73836E-01   1.50458E-03
 9.70150E-09   1.00000E+02   1.40000E+03   1.61793E-04   6.05544E+01   2.75566E-01   8.03465E-05   1.19315E+00   3.48536E-06   7.75549E-01   9.25348E-01   1.61793E-03
 9.82750E-09   1.00000E+02   1.40000E+03   1.73791E-04   5.85860E+01   2.86557E-01   8.16851E-05   1.22725E+00   3.63786E-06   7.97713E-01   9.78994E-01   1.73791E-03
 9.95350E-09   1.00000E+02   1.40000E+03   1.86479E-04   5.67081E+01   2.97804E-01   8.30266E-05   1.26176E+00   3.79468E-06   8.20144E-01   1.03482E+00   1.86478E-03
 1.00795E-08   1.00000E+02   1.40000E+03   1.99884E-04   5.49152E+01   3.09310E-01   8.43710E-05   1.29667E+00   3.95587E-06   8.42837E-01   1.09288E+00   1.99884E-03
 1.02055E-08   1.00000E+02   1.40000E+03   2.14035E-04   5.32026E+01   3.21074E-01   8.57182E-05   1.33199E+00   4.12149E-06   8.65792E-01   1.15322E+00   2.14035E-03
 1.03315E-08   1.00000E+02   1.40000E+03   2.28961E-04   5.15656E+01   3.33099E-01   8.70682E-05   1.36770E+00   4.29159E-06   8.89004E-01   1.21589E+00   2.28961E-03
 1.04575E-08   1.00000E+02   1.40000E+03   2.44692E-04   5.00001E+01   3.45384E-01   8.84208E-05   1.40380E+00   4.46620E-06   9.12472E-01   1.28093E+00   2.44692E-03
 1.05835E-08   1.00000E+02   1.40000E+03   2.61257E-04   4.85020E+01   3.57932E-01   8.97760E-05   1.44030E+00   4.64540E-06   9.36193E-01   1.34840E+00   2.61257E-03
 1.07095E-08   1.00000E+02   1.40000E+03   2.78688E-04   4.70676E+01   3.70742E-01   9.11337E-05   1.47717E+00   4.82921E-06   9.60164E-01   1.41833E+00   2.78688E-03
 1.08355E-08   1.00000E+02   1.40000E+03   2.97016E-04   4.56935E+01   3.83816E-01   9.24938E-05   1.51443E+00   5.01770E-06   9.84382E-01   1.49078E+00   2.97017E-03
 1.09615E-08   1.00000E+02   1.40000E+03   3.16274E-04   4.43764E+01   3.97153E-01   9.38564E-05   1.55207E+00   5.21090E-06   1.00885E+00   1.56580E+00   3.16274E-03
 1.10875E-08   1.00000E+02   1.40000E+03   3.36493E-04   4.31134E+01   4.10757E-01   9.52212E-05   1.59008E+00   5.40887E-06   1.03355E+00   1.64343E+00   3.36493E-03
 1.12135E-08   1.00000E+02   1.40000E+03   3.57707E-04   4.19016E+01   4.24625E-01   9.65883E-05   1.62846E+00   5.61165E-06   1.05850E+00   1.72372E+00   3.57708E-03
 1.13395E-08   1.00000E+02   1.40000E+03   3.79950E-04   4.07383E+01   4.38760E-01   9.79576E-05   1.66720E+00   5.81930E-06   1.08368E+00   1.80671E+00   3.79951E-03
 1.14655E-08   1.00000E+02   1.40000E+03   4.03257E-04   3.96211E+01   4.53163E-01   9.93291E-05   1.70631E+00   6.03184E-06   1.10910E+00   1.89246E+00   4.03257E-03
 1.15915E-08   1.00000E+02   1.40000E+03   4.27661E-04   3.85476E+01   4.67833E-01   1.00703E-04   1.74577E+00   6.24934E-06   1.13475E+00   1.98101E+00   4.27661E-03
 1.17175E-08   1.00000E+02   1.40000E+03   4.53199E-04   3.75157E+01   4.82770E-01   1.02078E-04   1.78558E+00   6.47183E-06   1.16063E+00   2.07240E+00   4.53199E-03
 1.18435E-08   1.00000E+02   1.40000E+03   4.79907E-04   3.65233E+01   4.97977E-01   1.03456E-04   1.82575E+00   6.69936E-06   1.18674E+00   2.16668E+00   4.79907E-03
 1.19695E-08   1.00000E+02   1.40000E+03   5.07821E-04   3.55685E+01   5.13452E-01   1.04835E-04   1.86626E+00   6.93197E-06   1.21307E+00   2.26390E+00   5.07821E-03
 1.20955E-08   1.00000E+02   1.40000E+03   5.36979E-04   3.46494E+01   5.29197E-01   1.06216E-04   1.90711E+00   7.16971E-06   1.23962E+00   2.36410E+00   5.36979E-03
 1.22215E-08   1.00000E+02   1.40000E+03   5.67419E-04   3.37643E+01   5.45212E-01   1.07600E-04   1.94831E+00   7.41262E-06   1.26640E+00   2.46734E+00   5.67420E-03
 1.23475E-08   1.00000E+02   1.40000E+03   5.99179E-04   3.29116E+01   5.61498E-01   1.08985E-04   1.98984E+00   7.66074E-06   1.29339E+00   2.57365E+00   5.99180E-03
 1.24735E-08   1.00000E+02   1.40000E+03   6.32298E-04   3.20899E+01   5.78053E-01   1.10371E-04   2.03170E+00   7.91411E-06   1.32060E+00   2.68307E+00   6.32299E-03
 1.25995E-08   9.99993E+01   1.39998E+03   6.66817E-04   3.12976E+01   5.94880E-01   1.11759E-04   2.07389E+00   8.17278E-06   1.34803E+00   2.79566E+00   6.66818E-03
 1.27255E-08   9.99980E+01   1.39994E+03   7.02774E-04   3.05334E+01   6.11977E-01   1.13149E-04   2.11640E+00   8.43679E-06   1.37566E+00   2.91145E+00   7.02775E-03
 1.28515E-08   9.99968E+01   1.39991E+03   7.40211E-04   2.97960E+01   6.29346E-01   1.14541E-04   2.15923E+00   8.70617E-06   1.40350E+00   3.03049E+00   7.40211E-03
 1.29775E-08   9.99955E+01   1.39987E+03   7.79168E-04   2.90842E+01   6.46987E-01   1.15934E-04   2.20238E+00   8.98097E-06   1.43155E+00   3.15282E+00   7.79169E-03
 1.31035E-08   9.99942E+01   1.39984E+03   8.19688E-04   2.83970E+01   6.64899E-01   1.17329E-04   2.24584E+00   9.26123E-06   1.45980E+00   3.27848E+00   8.19688E-03
 1.32295E-08   9.99929E+01   1.39980E+03   8.61812E-04   2.77331E+01   6.83083E-01   1.18725E-04   2.28962E+00   9.54698E-06   1.48825E+00   3.40753E+00   8.61813E-03
 1.33555E-08   9.99916E+01   1.39976E+03   9.05585E-04   2.70916E+01   7.01539E-01   1.20122E-04   2.33370E+00   9.83827E-06   1.51690E+00   3.54000E+00   9.05585E-03
 1.34815E-08   9.99902E+01   1.39973E+03   9.51048E-04   2.64715E+01   7.20266E-01   1.21521E-04   2.37808E+00   1.01351E-05   1.54575E+00   3.67593E+00   9.51049E-03
 1.36075E-08   9.99889E+01   1.39969E+03   9.98247E-04   2.58718E+01   7.39266E-01   1.22921E-04   2.42276E+00   1.04376E-05   1.57480E+00   3.81536E+00   9.98247E-03
 1.37335E-08   9.99875E+01   1.39965E+03   1.04722E-03   2.52918E+01   7.58538E-01   1.24322E-04   2.46774E+00   1.07457E-05   1.60403E+00   3.95833E+00   1.04722E-02
 1.38595E-08   9.99862E+01   1.39961E+03   1.09803E-03   2.47306E+01   7.78081E-01   1.25725E-04   2.51301E+00   1.10595E-05   1.63346E+00   4.10490E+00   1.09803E-02
 1.39855E-08   9.99848E+01   1.39957E+03   1.15070E-03   2.41874E+01   7.97897E-01   1.27129E-04   2.55858E+00   1.13791E-05   1.66308E+00   4.25511E+00   1.15070E-02
 1.41115E-08   9.99835E+01   1.39954E+03   1.20529E-03   2.36614E+01   8.17985E-01   1.28534E-04   2.60443E+00   1.17044E-05   1.69288E+00   4.40898E+00   1.20529E-02
 1.42375E-08   9.99821E+01   1.39950E+03   1.26184E-03   2.31520E+01   8.38344E-01   1.29941E-04   2.65056E+00   1.20354E-05   1.72286E+00   4.56656E+00   1.26184E-02
 1.43635E-08   9.99807E+01   1.39946E+03   1.32040E-03   2.26585E+01   8.58976E-01   1.31348E-04   2.69698E+00   1.23724E-05   1.75303E+00   4.72789E+00   1.32039E-02
 1.44895E-08   9.99794E+01   1.39942E+03   1.38101E-03   2.21803E+01   8.79879E-01   1.32757E-04   2.74367E+00   1.27151E-05   1.78339E+00   4.89302E+00   1.38101E-02
 1.46155E-08   9.99780E+01   1.39938E+03   1.44373E-03   2.17166E+01   9.01053E-01   1.34166E-04   2.79064E+00   1.30638E-05   1.81392E+00   5.06199E+00   1.44373E-02
 1.47415E-08   9.99765E+01   1.39934E+03   1.50861E-03   2.12671E+01   9.22500E-01   1.35577E-04   2.83788E+00   1.34184E-05   1.84462E+00   5.23482E+00   1.50861E-02
 1.48675E-08   9.99751E+01   1.39930E+03   1.57568E-03   2.08310E+01   9.44217E-01   1.36989E-04   2.88539E+00   1.37790E-05   1.87550E+00   5.41157E+00   1.57568E-02
 1.49935E-08   9.99736E+01   1.39926E+03   1.64501E-03   2.04079E+01   9.66206E-01   1.38401E-04   2.93317E+00   1.41456E-05   1.90656E+00   5.59226E+00   1.64501E-02
 1.51195E-08   9.99721E+01   1.39922E+03   1.71664E-03   1.99974E+01   9.88465E-01   1.39815E-04   2.98120E+00   1.45182E-05   1.93778E+00   5.77693E+00   1.71664E-02
 1.52455E-08   9.99706E+01   1.39918E+03   1.79063E-03   1.95988E+01   1.01099E+00   1.41229E-04   3.02951E+00   1.48969E-05   1.96918E+00   5.96564E+00   1.79063E-02
 1.53715E-08   9.99691E+01   1.39914E+03   1.86701E-03   1.92118E+01   1.03379E+00   1.42645E-04   3.07807E+00   1.52817E-05   2.00074E+00   6.15842E+00   1.86701E-02
 1.54975E-08   9.99676E+01   1.39909E+03   1.94586E-03   1.88359E+01   1.05686E+00   1.44061E-04   3.12688E+00   1.56727E-05   2.03247E+00   6.35530E+00   1.94585E-02
 1.56235E-08   9.99661E+01   1.39905E+03   2.02720E-03   1.84707E+01   1.08021E+00   1.45478E-04   3.17595E+00   1.60698E-05   2.06437E+00   6.55632E+00   2.02720E-02
 1.57495E-08   9.99646E+01   1.39901E+03   2.11111E-03   1.81158E+01   1.10382E+00   1.46896E-04   3.22527E+00   1.64731E-05   2.09642E+00   6.76152E+00   2.11111E-02
 1.58755E-08   9.99631E+01   1.39897E+03   2.19763E-03   1.77709E+01   1.12770E+00   1.48315E-04   3.27483E+00   1.68826E-05   2.12864E+00   6.97093E+00   2.19763E-02
 1.60015E-08   9.99616E+01   1.39892E+03   2.28682E-03   1.74356E+01   1.15185E+00   1.49734E-04   3.32464E+00   1.72984E-05   2.16101E+00   7.18459E+00   2.28682E-02
 1.61275E-08   9.99600E+01   1.39888E+03   2.37872E-03   1.71095E+01   1.17626E+00   1.51155E-04   3.37468E+00   1.77205E-05   2.19355E+00   7.40252E+00   2.37872E-02
 1.62535E-08   9.99584E+01   1.39884E+03   2.47340E-03   1.67923E+01   1.20095E+00   1.52576E-04   3.42497E+00   1.81489E-05   2.22623E+00   7.62477E+00   2.47340E-02
 1.63795E-08   9.99567E+01   1.39879E+03   2.57091E-03   1.64837E+01   1.22590E+00   1.53997E-04   3.47550E+00   1.85836E-05   2.25907E+00   7.85140E+00   2.57091E-02
 1.65055E-08   9.99551E+01   1.39874E+03   2.67130E-03   1.61833E+01   1.25113E+00   1.55420E-04   3.52625E+00   1.90248E-05   2.29206E+00   8.08238E+00   2.67130E-02
 1.66315E-08   9.99534E+01   1.39870E+03   2.77463E-03   1.58910E+01   1.27662E+00   1.56842E-04   3.57723E+00   1.94723E-05   2.32520E+00   8.31779E+00   2.77462E-02
 1.67575E-08   9.99518E+01   1.39865E+03   2.88095E-03   1.56064E+01   1.30237E+00   1.58266E-04   3.62845E+00   1.99263E-05   2.35849E+00   8.55766E+00   2.88095E-02
 1.68835E-08   9.99501E+01   1.39860E+03   2.99032E-03   1.53293E+01   1.32840E+00   1.59690E-04   3.67989E+00   2.03867E-05   2.39193E+00   8.80203E+00   2.99032E-02
 1.70095E-08   9.99484E+01   1.39856E+03   3.10280E-03   1.50594E+01   1.35469E+00   1.61115E-04   3.73155E+00   2.08537E-05   2.42551E+00   9.05092E+00   3.10280E-02
 1.71355E-08   9.99467E+01   1.39851E+03   3.21845E-03   1.47964E+01   1.38124E+00   1.62540E-04   3.78344E+00   2.13271E-05   2.45924E+00   9.30439E+00   3.21845E-02
 1.72615E-08   9.99451E+01   1.39846E+03   3.33732E-03   1.45402E+01   1.40806E+00   1.63966E-04   3.83555E+00   2.18072E-05   2.49311E+00   9.56243E+00   3.33732E-02
 1.73875E-08   9.99433E+01   1.39841E+03   3.45947E-03   1.42904E+01   1.43515E+00   1.65393E-04   3.88787E+00   2.22938E-05   2.52712E+00   9.82511E+00   3.45947E-02
 1.75135E-08   9.99416E+01   1.39836E+03   3.58496E-03   1.40470E+01   1.46250E+00   1.66820E-04   3.94040E+00   2.27870E-05   2.56126E+00   1.00924E+01   3.58496E-02
 1.76395E-08   9.99398E+01   1.39831E+03   3.71384E-03   1.38097E+01   1.49011E+00   1.68247E-04   3.99315E+00   2.32868E-05   2.59555E+00   1.03644E+01   3.71384E-02
 1.77655E-08   9.99379E+01   1.39826E+03   3.84619E-03   1.35782E+01   1.51799E+00   1.69675E-04   4.04611E+00   2.37933E-05   2.62997E+00   1.06411E+01   3.84619E-02
 1.78915E-08   9.99360E+01   1.39821E+03   3.98205E-03   1.33525E+01   1.54613E+00   1.71104E-04   4.09927E+00   2.43065E-05   2.66452E+00   1.09226E+01   3.98205E-02
