Time (s)   V_brick (kV)             E_brick (kJ)             I_brick (kA)             V_out (kV)               P_out (MW)               E_out (J)                
 1.01732E-06  -4.32519E+00   2.61902E-03  -1.16193E+01  -7.85581E+00   9.12791E+01   1.39144E+03
 1.01745E-06  -4.31998E+00   2.61271E-03  -1.16159E+01  -7.85348E+00   9.12250E+01   1.39146E+03
 1.01758E-06  -4.31478E+00   2.60642E-03  -1.16124E+01  -7.85116E+00   9.11709E+01   1.39147E+03
 1.01770E-06  -4.30958E+00   2.60014E-03  -1.16090E+01  -7.84882E+00   9.11168E+01   1.39149E+03
 1.01783E-06  -4.30437E+00   2.59387E-03  -1.16055E+01  -7.84649E+00   9.10627E+01   1.39150E+03
 1.01795E-06  -4.29917E+00   2.58760E-03  -1.16021E+01  -7.84416E+00   9.10086E+01   1.39152E+03
 1.01808E-06  -4.29397E+00   2.58134E-03  -1.15986E+01  -7.84183E+00   9.09544E+01   1.39153E+03
 1.01821E-06  -4.28877E+00   2.57509E-03  -1.15952E+01  -7.83950E+00   9.09003E+01   1.39155E+03
 1.01833E-06  -4.28356E+00   2.56885E-03  -1.15917E+01  -7.83714E+00   9.08456E+01   1.39156E+03
 1.01846E-06  -4.27836E+00   2.56262E-03  -1.15882E+01  -7.83477E+00   9.07908E+01   1.39158E+03
 1.01858E-06  -4.27317E+00   2.55639E-03  -1.15847E+01  -7.83241E+00   9.07360E+01   1.39160E+03
 1.01871E-06  -4.26797E+00   2.55017E-03  -1.15812E+01  -7.83004E+00   9.06811E+01   1.39161E+03
 1.01884E-06  -4.26277E+00   2.54396E-03  -1.15777E+01  -7.82767E+00   9.06263E+01   1.39163E+03
 1.01896E-06  -4.25757E+00   2.53776E-03  -1.15742E+01  -7.82531E+00   9.05715E+01   1.39164E+03
 1.01909E-06  -4.25237E+00   2.53157E-03  -1.15707E+01  -7.82293E+00   9.05166E+01   1.39166E+03
 1.01921E-06  -4.24717E+00   2.52538E-03  -1.15672E+01  -7.82055E+00   9.04615E+01   1.39167E+03
 1.01934E-06  -4.24197E+00   2.51920E-03  -1.15636E+01  -7.81817E+00   9.04065E+01   1.39169E+03
 1.01947E-06  -4.23678E+00   2.51304E-03  -1.15601E+01  -7.81579E+00   9.03514E+01   1.39170E+03
 1.01959E-06  -4.23158E+00   2.50688E-03  -1.15566E+01  -7.81341E+00   9.02963E+01   1.39172E+03
 1.01972E-06  -4.22639E+00   2.50073E-03  -1.15531E+01  -7.81103E+00   9.02413E+01   1.39173E+03
 1.01984E-06  -4.22120E+00   2.49459E-03  -1.15495E+01  -7.80864E+00   9.01861E+01   1.39175E+03
 1.01997E-06  -4.21600E+00   2.48845E-03  -1.15460E+01  -7.80625E+00   9.01309E+01   1.39176E+03
 1.02010E-06  -4.21081E+00   2.48233E-03  -1.15425E+01  -7.80386E+00   9.00758E+01   1.39178E+03
 1.02022E-06  -4.20562E+00   2.47621E-03  -1.15389E+01  -7.80147E+00   9.00207E+01   1.39180E+03
 1.02035E-06  -4.20042E+00   2.47010E-03  -1.15354E+01  -7.79908E+00   8.99656E+01   1.39181E+03
 1.02047E-06  -4.19523E+00   2.46399E-03  -1.15319E+01  -7.79669E+00   8.99104E+01   1.39183E+03
 1.02060E-06  -4.19003E+00   2.45789E-03  -1.15283E+01  -7.79430E+00   8.98553E+01   1.39184E+03
 1.02073E-06  -4.18484E+00   2.45181E-03  -1.15248E+01  -7.79191E+00   8.98002E+01   1.39186E+03
 1.02085E-06  -4.17966E+00   2.44574E-03  -1.15213E+01  -7.78952E+00   8.97450E+01   1.39187E+03
 1.02098E-06  -4.17448E+00   2.43968E-03  -1.15177E+01  -7.78713E+00   8.96899E+01   1.39189E+03
 1.02110E-06  -4.16930E+00   2.43362E-03  -1.15142E+01  -7.78474E+00   8.96348E+01   1.39190E+03
 1.02123E-06  -4.16411E+00   2.42758E-03  -1.15106E+01  -7.78231E+00   8.95791E+01   1.39192E+03
 1.02136E-06  -4.15893E+00   2.42154E-03  -1.15070E+01  -7.77987E+00   8.95229E+01   1.39193E+03
 1.02148E-06  -4.15375E+00   2.41551E-03  -1.15034E+01  -7.77743E+00   8.94668E+01   1.39195E+03
 1.02161E-06  -4.14857E+00   2.40949E-03  -1.14998E+01  -7.77499E+00   8.94106E+01   1.39196E+03
 1.02173E-06  -4.14339E+00   2.40348E-03  -1.14962E+01  -7.77255E+00   8.93545E+01   1.39198E+03
 1.02186E-06  -4.13822E+00   2.39748E-03  -1.14925E+01  -7.77011E+00   8.92984E+01   1.39200E+03
 1.02199E-06  -4.13304E+00   2.39148E-03  -1.14889E+01  -7.76767E+00   8.92422E+01   1.39201E+03
 1.02211E-06  -4.12786E+00   2.38550E-03  -1.14853E+01  -7.76522E+00   8.91860E+01   1.39203E+03
 1.02224E-06  -4.12269E+00   2.37952E-03  -1.14817E+01  -7.76278E+00   8.91298E+01   1.39204E+03
 1.02236E-06  -4.11752E+00   2.37355E-03  -1.14781E+01  -7.76033E+00   8.90736E+01   1.39206E+03
 1.02249E-06  -4.11234E+00   2.36759E-03  -1.14745E+01  -7.75788E+00   8.90174E+01   1.39207E+03
 1.02262E-06  -4.10717E+00   2.36164E-03  -1.14708E+01  -7.75543E+00   8.89612E+01   1.39209E+03
 1.02274E-06  -4.10200E+00   2.35569E-03  -1.14672E+01  -7.75298E+00   8.89050E+01   1.39210E+03
 1.02287E-06  -4.09683E+00   2.34976E-03  -1.14636E+01  -7.75053E+00   8.88488E+01   1.39212E+03
 1.02299E-06  -4.09165E+00   2.34382E-03  -1.14600E+01  -7.74807E+00   8.87925E+01   1.39213E+03
 1.02312E-06  -4.08646E+00   2.33789E-03  -1.14563E+01  -7.74562E+00   8.87363E+01   1.39215E+03
 1.02325E-06  -4.08128E+00   2.33196E-03  -1.14527E+01  -7.74316E+00   8.86800E+01   1.39216E+03
 1.02337E-06  -4.07610E+00   2.32604E-03  -1.14491E+01  -7.74070E+00   8.86237E+01   1.39218E+03
 1.02350E-06  -4.07092E+00   2.32014E-03  -1.14454E+01  -7.73825E+00   8.85674E+01   1.39220E+03
 1.02362E-06  -4.06574E+00   2.31423E-03  -1.14418E+01  -7.73579E+00   8.85112E+01   1.39221E+03
 1.02375E-06  -4.06056E+00   2.30834E-03  -1.14381E+01  -7.73333E+00   8.84550E+01   1.39223E+03
 1.02388E-06  -4.05538E+00   2.30245E-03  -1.14345E+01  -7.73087E+00   8.83988E+01   1.39224E+03
 1.02400E-06  -4.05020E+00   2.29658E-03  -1.14309E+01  -7.72841E+00   8.83425E+01   1.39226E+03
 1.02413E-06  -4.04503E+00   2.29072E-03  -1.14272E+01  -7.72596E+00   8.82863E+01   1.39227E+03
 1.02425E-06  -4.03986E+00   2.28486E-03  -1.14236E+01  -7.72350E+00   8.82301E+01   1.39229E+03
 1.02438E-06  -4.03468E+00   2.27901E-03  -1.14200E+01  -7.72103E+00   8.81739E+01   1.39230E+03
 1.02451E-06  -4.02951E+00   2.27317E-03  -1.14163E+01  -7.71857E+00   8.81176E+01   1.39232E+03
 1.02463E-06  -4.02433E+00   2.26734E-03  -1.14127E+01  -7.71611E+00   8.80614E+01   1.39233E+03
 1.02476E-06  -4.01917E+00   2.26152E-03  -1.14090E+01  -7.71364E+00   8.80051E+01   1.39235E+03
 1.02488E-06  -4.01402E+00   2.25573E-03  -1.14054E+01  -7.71118E+00   8.79489E+01   1.39236E+03
 1.02501E-06  -4.00886E+00   2.24994E-03  -1.14017E+01  -7.70871E+00   8.78927E+01   1.39238E+03
 1.02514E-06  -4.00371E+00   2.24416E-03  -1.13981E+01  -7.70624E+00   8.78364E+01   1.39240E+03
 1.02526E-06  -3.99856E+00   2.23838E-03  -1.13944E+01  -7.70377E+00   8.77801E+01   1.39241E+03
 1.02539E-06  -3.99343E+00   2.23264E-03  -1.13908E+01  -7.70131E+00   8.77239E+01   1.39243E+03
 1.02551E-06  -3.98834E+00   2.22696E-03  -1.13871E+01  -7.69884E+00   8.76677E+01   1.39244E+03
 1.02564E-06  -3.98325E+00   2.22128E-03  -1.13835E+01  -7.69637E+00   8.76114E+01   1.39246E+03
 1.02577E-06  -3.97816E+00   2.21561E-03  -1.13798E+01  -7.69389E+00   8.75551E+01   1.39247E+03
 1.02589E-06  -3.97307E+00   2.20994E-03  -1.13762E+01  -7.69142E+00   8.74989E+01   1.39249E+03
 1.02602E-06  -3.96799E+00   2.20429E-03  -1.13725E+01  -7.68895E+00   8.74426E+01   1.39250E+03
 1.02614E-06  -3.96290E+00   2.19865E-03  -1.13688E+01  -7.68648E+00   8.73864E+01   1.39252E+03
 1.02627E-06  -3.95782E+00   2.19301E-03  -1.13652E+01  -7.68400E+00   8.73301E+01   1.39253E+03
 1.02640E-06  -3.95274E+00   2.18738E-03  -1.13615E+01  -7.68152E+00   8.72738E+01   1.39255E+03
 1.02652E-06  -3.94765E+00   2.18176E-03  -1.13579E+01  -7.67905E+00   8.72175E+01   1.39256E+03
 1.02665E-06  -3.94257E+00   2.17614E-03  -1.13542E+01  -7.67657E+00   8.71612E+01   1.39258E+03
 1.02677E-06  -3.93749E+00   2.17053E-03  -1.13505E+01  -7.67409E+00   8.71050E+01   1.39260E+03
 1.02690E-06  -3.93241E+00   2.16494E-03  -1.13469E+01  -7.67161E+00   8.70486E+01   1.39261E+03
 1.02703E-06  -3.92733E+00   2.15934E-03  -1.13432E+01  -7.66912E+00   8.69922E+01   1.39263E+03
 1.02715E-06  -3.92225E+00   2.15376E-03  -1.13395E+01  -7.66664E+00   8.69359E+01   1.39264E+03
 1.02728E-06  -3.91717E+00   2.14819E-03  -1.13358E+01  -7.66415E+00   8.68795E+01   1.39266E+03
 1.02740E-06  -3.91209E+00   2.14262E-03  -1.13322E+01  -7.66167E+00   8.68232E+01   1.39267E+03
 1.02753E-06  -3.90702E+00   2.13707E-03  -1.13285E+01  -7.65918E+00   8.67669E+01   1.39269E+03
 1.02766E-06  -3.90195E+00   2.13153E-03  -1.13248E+01  -7.65670E+00   8.67106E+01   1.39270E+03
 1.02778E-06  -3.89688E+00   2.12599E-03  -1.13211E+01  -7.65422E+00   8.66543E+01   1.39272E+03
 1.02791E-06  -3.89181E+00   2.12047E-03  -1.13175E+01  -7.65173E+00   8.65981E+01   1.39273E+03
 1.02803E-06  -3.88674E+00   2.11495E-03  -1.13138E+01  -7.64924E+00   8.65418E+01   1.39275E+03
 1.02816E-06  -3.88167E+00   2.10943E-03  -1.13101E+01  -7.64676E+00   8.64856E+01   1.39276E+03
 1.02829E-06  -3.87660E+00   2.10393E-03  -1.13064E+01  -7.64428E+00   8.64295E+01   1.39278E+03
 1.02841E-06  -3.87154E+00   2.09843E-03  -1.13027E+01  -7.64179E+00   8.63732E+01   1.39280E+03
 1.02854E-06  -3.86647E+00   2.09294E-03  -1.12991E+01  -7.63930E+00   8.63169E+01   1.39281E+03
 1.02866E-06  -3.86140E+00   2.08746E-03  -1.12954E+01  -7.63681E+00   8.62607E+01   1.39283E+03
 1.02879E-06  -3.85633E+00   2.08198E-03  -1.12917E+01  -7.63432E+00   8.62044E+01   1.39284E+03
 1.02892E-06  -3.85126E+00   2.07651E-03  -1.12880E+01  -7.63183E+00   8.61482E+01   1.39286E+03
 1.02904E-06  -3.84619E+00   2.07105E-03  -1.12843E+01  -7.62934E+00   8.60920E+01   1.39287E+03
 1.02917E-06  -3.84112E+00   2.06559E-03  -1.12806E+01  -7.62684E+00   8.60357E+01   1.39289E+03
 1.02929E-06  -3.83605E+00   2.06014E-03  -1.12770E+01  -7.62435E+00   8.59795E+01   1.39290E+03
 1.02942E-06  -3.83098E+00   2.05470E-03  -1.12733E+01  -7.62186E+00   8.59232E+01   1.39292E+03
 1.02955E-06  -3.82591E+00   2.04926E-03  -1.12696E+01  -7.61936E+00   8.58669E+01   1.39293E+03
 1.02967E-06  -3.82084E+00   2.04383E-03  -1.12659E+01  -7.61686E+00   8.58106E+01   1.39295E+03
 1.02980E-06  -3.81577E+00   2.03841E-03  -1.12622E+01  -7.61436E+00   8.57543E+01   1.39296E+03
 1.02992E-06  -3.81070E+00   2.03300E-03  -1.12585E+01  -7.61186E+00   8.56980E+01   1.39298E+03
 1.03005E-06  -3.80564E+00   2.02760E-03  -1.12548E+01  -7.60936E+00   8.56417E+01   1.39300E+03
 1.03018E-06  -3.80057E+00   2.02221E-03  -1.12511E+01  -7.60686E+00   8.55854E+01   1.39301E+03
 1.03030E-06  -3.79551E+00   2.01682E-03  -1.12474E+01  -7.60434E+00   8.55287E+01   1.39303E+03
 1.03043E-06  -3.79044E+00   2.01144E-03  -1.12436E+01  -7.60179E+00   8.54715E+01   1.39304E+03
 1.03055E-06  -3.78538E+00   2.00607E-03  -1.12398E+01  -7.59925E+00   8.54142E+01   1.39306E+03
 1.03068E-06  -3.78032E+00   2.00071E-03  -1.12361E+01  -7.59670E+00   8.53569E+01   1.39307E+03
 1.03081E-06  -3.77526E+00   1.99536E-03  -1.12323E+01  -7.59415E+00   8.52996E+01   1.39309E+03
 1.03093E-06  -3.77020E+00   1.99002E-03  -1.12285E+01  -7.59160E+00   8.52424E+01   1.39310E+03
 1.03106E-06  -3.76515E+00   1.98468E-03  -1.12247E+01  -7.58905E+00   8.51851E+01   1.39312E+03
 1.03118E-06  -3.76009E+00   1.97936E-03  -1.12210E+01  -7.58649E+00   8.51278E+01   1.39313E+03
 1.03131E-06  -3.75503E+00   1.97404E-03  -1.12172E+01  -7.58394E+00   8.50705E+01   1.39315E+03
 1.03144E-06  -3.74997E+00   1.96872E-03  -1.12134E+01  -7.58139E+00   8.50132E+01   1.39316E+03
 1.03156E-06  -3.74492E+00   1.96342E-03  -1.12096E+01  -7.57883E+00   8.49559E+01   1.39318E+03
 1.03169E-06  -3.73986E+00   1.95812E-03  -1.12059E+01  -7.57628E+00   8.48987E+01   1.39320E+03
 1.03181E-06  -3.73481E+00   1.95283E-03  -1.12021E+01  -7.57372E+00   8.48414E+01   1.39321E+03
 1.03194E-06  -3.72977E+00   1.94756E-03  -1.11983E+01  -7.57117E+00   8.47841E+01   1.39323E+03
 1.03207E-06  -3.72475E+00   1.94232E-03  -1.11945E+01  -7.56861E+00   8.47268E+01   1.39324E+03
 1.03219E-06  -3.71972E+00   1.93709E-03  -1.11907E+01  -7.56605E+00   8.46695E+01   1.39326E+03
 1.03232E-06  -3.71470E+00   1.93186E-03  -1.11869E+01  -7.56348E+00   8.46122E+01   1.39327E+03
 1.03244E-06  -3.70968E+00   1.92664E-03  -1.11831E+01  -7.56092E+00   8.45548E+01   1.39329E+03
 1.03257E-06  -3.70466E+00   1.92144E-03  -1.11793E+01  -7.55836E+00   8.44975E+01   1.39330E+03
 1.03270E-06  -3.69965E+00   1.91623E-03  -1.11756E+01  -7.55579E+00   8.44402E+01   1.39332E+03
 1.03282E-06  -3.69463E+00   1.91104E-03  -1.11718E+01  -7.55323E+00   8.43829E+01   1.39333E+03
 1.03295E-06  -3.68961E+00   1.90585E-03  -1.11680E+01  -7.55067E+00   8.43256E+01   1.39335E+03
 1.03307E-06  -3.68459E+00   1.90067E-03  -1.11642E+01  -7.54810E+00   8.42683E+01   1.39336E+03
 1.03320E-06  -3.67958E+00   1.89550E-03  -1.11604E+01  -7.54553E+00   8.42110E+01   1.39338E+03
 1.03333E-06  -3.67456E+00   1.89034E-03  -1.11566E+01  -7.54297E+00   8.41538E+01   1.39340E+03
 1.03345E-06  -3.66955E+00   1.88518E-03  -1.11528E+01  -7.54040E+00   8.40965E+01   1.39341E+03
 1.03358E-06  -3.66453E+00   1.88003E-03  -1.11490E+01  -7.53782E+00   8.40390E+01   1.39343E+03
 1.03370E-06  -3.65952E+00   1.87489E-03  -1.11451E+01  -7.53521E+00   8.39808E+01   1.39344E+03
 1.03383E-06  -3.65450E+00   1.86976E-03  -1.11412E+01  -7.53260E+00   8.39226E+01   1.39346E+03
 1.03396E-06  -3.64949E+00   1.86463E-03  -1.11374E+01  -7.52998E+00   8.38643E+01   1.39347E+03
 1.03408E-06  -3.64448E+00   1.85952E-03  -1.11335E+01  -7.52737E+00   8.38061E+01   1.39349E+03
 1.03421E-06  -3.63948E+00   1.85441E-03  -1.11296E+01  -7.52476E+00   8.37479E+01   1.39350E+03
 1.03433E-06  -3.63447E+00   1.84931E-03  -1.11258E+01  -7.52214E+00   8.36896E+01   1.39352E+03
 1.03446E-06  -3.62946E+00   1.84422E-03  -1.11219E+01  -7.51952E+00   8.36313E+01   1.39353E+03
 1.03459E-06  -3.62446E+00   1.83914E-03  -1.11180E+01  -7.51690E+00   8.35731E+01   1.39355E+03
 1.03471E-06  -3.61946E+00   1.83407E-03  -1.11141E+01  -7.51428E+00   8.35148E+01   1.39356E+03
 1.03484E-06  -3.61446E+00   1.82900E-03  -1.11103E+01  -7.51165E+00   8.34565E+01   1.39358E+03
 1.03496E-06  -3.60946E+00   1.82395E-03  -1.11064E+01  -7.50903E+00   8.33983E+01   1.39360E+03
 1.03509E-06  -3.60446E+00   1.81890E-03  -1.11025E+01  -7.50641E+00   8.33400E+01   1.39361E+03
 1.03522E-06  -3.59946E+00   1.81386E-03  -1.10986E+01  -7.50379E+00   8.32817E+01   1.39363E+03
 1.03534E-06  -3.59447E+00   1.80883E-03  -1.10947E+01  -7.50116E+00   8.32234E+01   1.39364E+03
 1.03547E-06  -3.58947E+00   1.80381E-03  -1.10909E+01  -7.49853E+00   8.31652E+01   1.39366E+03
 1.03559E-06  -3.58448E+00   1.79879E-03  -1.10870E+01  -7.49590E+00   8.31069E+01   1.39367E+03
 1.03572E-06  -3.57949E+00   1.79378E-03  -1.10831E+01  -7.49328E+00   8.30487E+01   1.39369E+03
 1.03585E-06  -3.57450E+00   1.78878E-03  -1.10792E+01  -7.49065E+00   8.29904E+01   1.39370E+03
 1.03597E-06  -3.56951E+00   1.78379E-03  -1.10753E+01  -7.48802E+00   8.29322E+01   1.39372E+03
 1.03610E-06  -3.56452E+00   1.77881E-03  -1.10714E+01  -7.48539E+00   8.28739E+01   1.39373E+03
 1.03622E-06  -3.55955E+00   1.77386E-03  -1.10675E+01  -7.48276E+00   8.28157E+01   1.39375E+03
 1.03635E-06  -3.55458E+00   1.76891E-03  -1.10636E+01  -7.48013E+00   8.27574E+01   1.39376E+03
 1.03648E-06  -3.54962E+00   1.76397E-03  -1.10597E+01  -7.47750E+00   8.26992E+01   1.39378E+03
 1.03660E-06  -3.54465E+00   1.75903E-03  -1.10559E+01  -7.47486E+00   8.26410E+01   1.39380E+03
 1.03673E-06  -3.53968E+00   1.75411E-03  -1.10520E+01  -7.47223E+00   8.25828E+01   1.39381E+03
 1.03685E-06  -3.53471E+00   1.74919E-03  -1.10481E+01  -7.46960E+00   8.25247E+01   1.39383E+03
 1.03698E-06  -3.52974E+00   1.74427E-03  -1.10442E+01  -7.46696E+00   8.24664E+01   1.39384E+03
 1.03711E-06  -3.52478E+00   1.73937E-03  -1.10403E+01  -7.46433E+00   8.24083E+01   1.39386E+03
 1.03723E-06  -3.51981E+00   1.73447E-03  -1.10364E+01  -7.46169E+00   8.23500E+01   1.39387E+03
 1.03736E-06  -3.51484E+00   1.72958E-03  -1.10324E+01  -7.45903E+00   8.22913E+01   1.39389E+03
 1.03748E-06  -3.50987E+00   1.72469E-03  -1.10285E+01  -7.45637E+00   8.22325E+01   1.39390E+03
 1.03761E-06  -3.50491E+00   1.71981E-03  -1.10246E+01  -7.45371E+00   8.21738E+01   1.39392E+03
 1.03774E-06  -3.49994E+00   1.71494E-03  -1.10206E+01  -7.45104E+00   8.21151E+01   1.39393E+03
 1.03786E-06  -3.49497E+00   1.71008E-03  -1.10167E+01  -7.44838E+00   8.20565E+01   1.39395E+03
 1.03799E-06  -3.49000E+00   1.70522E-03  -1.10127E+01  -7.44572E+00   8.19978E+01   1.39396E+03
 1.03811E-06  -3.48505E+00   1.70038E-03  -1.10088E+01  -7.44306E+00   8.19392E+01   1.39398E+03
 1.03824E-06  -3.48009E+00   1.69555E-03  -1.10049E+01  -7.44040E+00   8.18806E+01   1.39400E+03
 1.03837E-06  -3.47514E+00   1.69072E-03  -1.10009E+01  -7.43773E+00   8.18220E+01   1.39401E+03
 1.03849E-06  -3.47019E+00   1.68591E-03  -1.09970E+01  -7.43507E+00   8.17635E+01   1.39403E+03
 1.03862E-06  -3.46523E+00   1.68110E-03  -1.09931E+01  -7.43241E+00   8.17049E+01   1.39404E+03
 1.03874E-06  -3.46028E+00   1.67630E-03  -1.09891E+01  -7.42975E+00   8.16464E+01   1.39406E+03
 1.03887E-06  -3.45533E+00   1.67150E-03  -1.09852E+01  -7.42709E+00   8.15879E+01   1.39407E+03
 1.03900E-06  -3.45038E+00   1.66672E-03  -1.09813E+01  -7.42442E+00   8.15294E+01   1.39409E+03
 1.03912E-06  -3.44543E+00   1.66194E-03  -1.09773E+01  -7.42176E+00   8.14710E+01   1.39410E+03
 1.03925E-06  -3.44048E+00   1.65717E-03  -1.09734E+01  -7.41910E+00   8.14126E+01   1.39412E+03
 1.03937E-06  -3.43553E+00   1.65240E-03  -1.09694E+01  -7.41644E+00   8.13541E+01   1.39413E+03
 1.03950E-06  -3.43058E+00   1.64765E-03  -1.09655E+01  -7.41377E+00   8.12957E+01   1.39415E+03
 1.03963E-06  -3.42563E+00   1.64289E-03  -1.09616E+01  -7.41111E+00   8.12374E+01   1.39416E+03
 1.03975E-06  -3.42068E+00   1.63815E-03  -1.09576E+01  -7.40845E+00   8.11790E+01   1.39418E+03
 1.03988E-06  -3.41574E+00   1.63342E-03  -1.09537E+01  -7.40579E+00   8.11207E+01   1.39420E+03
 1.04000E-06  -3.41079E+00   1.62869E-03  -1.09497E+01  -7.40313E+00   8.10624E+01   1.39421E+03
 1.04013E-06  -3.40584E+00   1.62397E-03  -1.09458E+01  -7.40046E+00   8.10041E+01   1.39423E+03
 1.04026E-06  -3.40091E+00   1.61927E-03  -1.09419E+01  -7.39780E+00   8.09458E+01   1.39424E+03
 1.04038E-06  -3.39600E+00   1.61460E-03  -1.09379E+01  -7.39514E+00   8.08876E+01   1.39426E+03
 1.04051E-06  -3.39109E+00   1.60993E-03  -1.09340E+01  -7.39248E+00   8.08293E+01   1.39427E+03
 1.04063E-06  -3.38618E+00   1.60527E-03  -1.09301E+01  -7.38981E+00   8.07711E+01   1.39429E+03
 1.04076E-06  -3.38127E+00   1.60062E-03  -1.09261E+01  -7.38715E+00   8.07129E+01   1.39430E+03
 1.04089E-06  -3.37636E+00   1.59598E-03  -1.09222E+01  -7.38449E+00   8.06548E+01   1.39432E+03
 1.04101E-06  -3.37146E+00   1.59134E-03  -1.09182E+01  -7.38183E+00   8.05966E+01   1.39433E+03
 1.04114E-06  -3.36655E+00   1.58671E-03  -1.09143E+01  -7.37917E+00   8.05385E+01   1.39435E+03
 1.04126E-06  -3.36164E+00   1.58209E-03  -1.09104E+01  -7.37650E+00   8.04804E+01   1.39436E+03
 1.04139E-06  -3.35674E+00   1.57748E-03  -1.09064E+01  -7.37384E+00   8.04223E+01   1.39438E+03
 1.04152E-06  -3.35183E+00   1.57287E-03  -1.09025E+01  -7.37118E+00   8.03643E+01   1.39440E+03
 1.04164E-06  -3.34693E+00   1.56827E-03  -1.08986E+01  -7.36852E+00   8.03063E+01   1.39441E+03
 1.04177E-06  -3.34203E+00   1.56368E-03  -1.08946E+01  -7.36586E+00   8.02482E+01   1.39443E+03
 1.04189E-06  -3.33713E+00   1.55910E-03  -1.08907E+01  -7.36319E+00   8.01902E+01   1.39444E+03
 1.04202E-06  -3.33223E+00   1.55453E-03  -1.08867E+01  -7.36053E+00   8.01323E+01   1.39446E+03
 1.04215E-06  -3.32733E+00   1.54996E-03  -1.08828E+01  -7.35787E+00   8.00743E+01   1.39447E+03
 1.04227E-06  -3.32244E+00   1.54540E-03  -1.08789E+01  -7.35521E+00   8.00164E+01   1.39449E+03
 1.04240E-06  -3.31754E+00   1.54085E-03  -1.08749E+01  -7.35255E+00   7.99585E+01   1.39450E+03
 1.04252E-06  -3.31265E+00   1.53631E-03  -1.08710E+01  -7.34988E+00   7.99006E+01   1.39452E+03
 1.04265E-06  -3.30776E+00   1.53178E-03  -1.08671E+01  -7.34722E+00   7.98427E+01   1.39453E+03
 1.04278E-06  -3.30287E+00   1.52725E-03  -1.08631E+01  -7.34456E+00   7.97848E+01   1.39455E+03
 1.04290E-06  -3.29797E+00   1.52273E-03  -1.08592E+01  -7.34190E+00   7.97270E+01   1.39456E+03
 1.04303E-06  -3.29308E+00   1.51822E-03  -1.08552E+01  -7.33923E+00   7.96692E+01   1.39458E+03
 1.04315E-06  -3.28819E+00   1.51371E-03  -1.08513E+01  -7.33657E+00   7.96114E+01   1.39459E+03
 1.04328E-06  -3.28330E+00   1.50921E-03  -1.08474E+01  -7.33391E+00   7.95536E+01   1.39461E+03
 1.04341E-06  -3.27841E+00   1.50472E-03  -1.08434E+01  -7.33125E+00   7.94959E+01   1.39463E+03
 1.04353E-06  -3.27352E+00   1.50023E-03  -1.08395E+01  -7.32859E+00   7.94382E+01   1.39464E+03
 1.04366E-06  -3.26864E+00   1.49576E-03  -1.08356E+01  -7.32592E+00   7.93805E+01   1.39466E+03
 1.04378E-06  -3.26375E+00   1.49129E-03  -1.08316E+01  -7.32326E+00   7.93228E+01   1.39467E+03
 1.04391E-06  -3.25887E+00   1.48683E-03  -1.08277E+01  -7.32060E+00   7.92651E+01   1.39469E+03
 1.04404E-06  -3.25398E+00   1.48238E-03  -1.08237E+01  -7.31793E+00   7.92073E+01   1.39470E+03
 1.04416E-06  -3.24910E+00   1.47793E-03  -1.08197E+01  -7.31521E+00   7.91485E+01   1.39472E+03
 1.04429E-06  -3.24421E+00   1.47349E-03  -1.08157E+01  -7.31250E+00   7.90898E+01   1.39473E+03
 1.04441E-06  -3.23936E+00   1.46909E-03  -1.08117E+01  -7.30978E+00   7.90310E+01   1.39475E+03
 1.04454E-06  -3.23451E+00   1.46469E-03  -1.08077E+01  -7.30707E+00   7.89723E+01   1.39476E+03
 1.04467E-06  -3.22966E+00   1.46030E-03  -1.08036E+01  -7.30435E+00   7.89136E+01   1.39478E+03
 1.04479E-06  -3.22481E+00   1.45591E-03  -1.07996E+01  -7.30163E+00   7.88549E+01   1.39479E+03
 1.04492E-06  -3.21995E+00   1.45153E-03  -1.07956E+01  -7.29891E+00   7.87962E+01   1.39481E+03
 1.04504E-06  -3.21510E+00   1.44716E-03  -1.07916E+01  -7.29619E+00   7.87375E+01   1.39483E+03
 1.04517E-06  -3.21025E+00   1.44280E-03  -1.07876E+01  -7.29347E+00   7.86788E+01   1.39484E+03
 1.04530E-06  -3.20540E+00   1.43845E-03  -1.07835E+01  -7.29075E+00   7.86201E+01   1.39486E+03
 1.04542E-06  -3.20056E+00   1.43410E-03  -1.07795E+01  -7.28803E+00   7.85614E+01   1.39487E+03
 1.04555E-06  -3.19571E+00   1.42976E-03  -1.07755E+01  -7.28531E+00   7.85028E+01   1.39489E+03
 1.04567E-06  -3.19087E+00   1.42543E-03  -1.07715E+01  -7.28259E+00   7.84441E+01   1.39490E+03
 1.04580E-06  -3.18603E+00   1.42111E-03  -1.07674E+01  -7.27986E+00   7.83855E+01   1.39492E+03
 1.04593E-06  -3.18118E+00   1.41679E-03  -1.07634E+01  -7.27714E+00   7.83268E+01   1.39493E+03
 1.04605E-06  -3.17634E+00   1.41248E-03  -1.07594E+01  -7.27441E+00   7.82682E+01   1.39495E+03
 1.04618E-06  -3.17151E+00   1.40818E-03  -1.07553E+01  -7.27169E+00   7.82095E+01   1.39496E+03
 1.04630E-06  -3.16667E+00   1.40389E-03  -1.07513E+01  -7.26897E+00   7.81510E+01   1.39498E+03
 1.04643E-06  -3.16183E+00   1.39960E-03  -1.07473E+01  -7.26624E+00   7.80923E+01   1.39499E+03
