Time (s)   V_brick (kV)             E_brick (J)              E_ESR (J)                R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out (kV)               P_out (MW)               E_out (J)                
 6.77376E-07  -4.35170E+00   2.65123E+00   1.02780E+02   3.21334E-02   1.90984E+02   3.48788E-03   8.58117E+00   2.92555E-02   6.00682E+00   5.15456E+01   1.10713E+03
 6.77501E-07  -4.35556E+00   2.65592E+00   1.02781E+02   3.21313E-02   1.90984E+02   3.48799E-03   8.56777E+00   2.92567E-02   5.99744E+00   5.13846E+01   1.10713E+03
 6.77627E-07  -4.35938E+00   2.66059E+00   1.02782E+02   3.21293E-02   1.90984E+02   3.48810E-03   8.55439E+00   2.92579E-02   5.98807E+00   5.12243E+01   1.10713E+03
 6.77753E-07  -4.36321E+00   2.66526E+00   1.02783E+02   3.21272E-02   1.90984E+02   3.48822E-03   8.54101E+00   2.92591E-02   5.97870E+00   5.10641E+01   1.10713E+03
 6.77879E-07  -4.36703E+00   2.66993E+00   1.02784E+02   3.21251E-02   1.90984E+02   3.48833E-03   8.52762E+00   2.92602E-02   5.96934E+00   5.09043E+01   1.10713E+03
 6.78006E-07  -4.37084E+00   2.67460E+00   1.02785E+02   3.21230E-02   1.90984E+02   3.48844E-03   8.51425E+00   2.92614E-02   5.95997E+00   5.07447E+01   1.10713E+03
 6.78131E-07  -4.37466E+00   2.67927E+00   1.02786E+02   3.21210E-02   1.90984E+02   3.48855E-03   8.50087E+00   2.92626E-02   5.95061E+00   5.05853E+01   1.10713E+03
 6.78257E-07  -4.37847E+00   2.68394E+00   1.02787E+02   3.21189E-02   1.90984E+02   3.48867E-03   8.48748E+00   2.92638E-02   5.94124E+00   5.04262E+01   1.10713E+03
 6.78383E-07  -4.38228E+00   2.68862E+00   1.02788E+02   3.21168E-02   1.90984E+02   3.48878E-03   8.47410E+00   2.92649E-02   5.93187E+00   5.02673E+01   1.10713E+03
 6.78509E-07  -4.38609E+00   2.69329E+00   1.02789E+02   3.21148E-02   1.90984E+02   3.48889E-03   8.46072E+00   2.92661E-02   5.92251E+00   5.01087E+01   1.10713E+03
 6.78636E-07  -4.38990E+00   2.69796E+00   1.02790E+02   3.21127E-02   1.90984E+02   3.48900E-03   8.44735E+00   2.92673E-02   5.91314E+00   4.99504E+01   1.10713E+03
 6.78761E-07  -4.39369E+00   2.70264E+00   1.02791E+02   3.21106E-02   1.90984E+02   3.48911E-03   8.43402E+00   2.92685E-02   5.90381E+00   4.97929E+01   1.10713E+03
 6.78887E-07  -4.39749E+00   2.70730E+00   1.02792E+02   3.21086E-02   1.90984E+02   3.48923E-03   8.42072E+00   2.92696E-02   5.89451E+00   4.96360E+01   1.10713E+03
 6.79014E-07  -4.40128E+00   2.71197E+00   1.02793E+02   3.21065E-02   1.90984E+02   3.48934E-03   8.40743E+00   2.92708E-02   5.88520E+00   4.94794E+01   1.10713E+03
 6.79139E-07  -4.40507E+00   2.71664E+00   1.02794E+02   3.21044E-02   1.90984E+02   3.48945E-03   8.39414E+00   2.92720E-02   5.87590E+00   4.93231E+01   1.10713E+03
 6.79265E-07  -4.40885E+00   2.72132E+00   1.02795E+02   3.21024E-02   1.90984E+02   3.48956E-03   8.38085E+00   2.92731E-02   5.86659E+00   4.91670E+01   1.10713E+03
 6.79391E-07  -4.41264E+00   2.72599E+00   1.02795E+02   3.21003E-02   1.90984E+02   3.48968E-03   8.36756E+00   2.92741E-02   5.85729E+00   4.90112E+01   1.10713E+03
 6.79517E-07  -4.41641E+00   2.73066E+00   1.02796E+02   3.20982E-02   1.90984E+02   3.48979E-03   8.35428E+00   2.92750E-02   5.84800E+00   4.88558E+01   1.10713E+03
 6.79644E-07  -4.42019E+00   2.73533E+00   1.02797E+02   3.20962E-02   1.90984E+02   3.48990E-03   8.34102E+00   2.92759E-02   5.83872E+00   4.87009E+01   1.10713E+03
 6.79769E-07  -4.42396E+00   2.74000E+00   1.02798E+02   3.20941E-02   1.90984E+02   3.49001E-03   8.32780E+00   2.92769E-02   5.82946E+00   4.85466E+01   1.10713E+03
 6.79895E-07  -4.42770E+00   2.74463E+00   1.02799E+02   3.20920E-02   1.90984E+02   3.49012E-03   8.31458E+00   2.92778E-02   5.82021E+00   4.83926E+01   1.10713E+03
 6.80021E-07  -4.43141E+00   2.74923E+00   1.02800E+02   3.20900E-02   1.90984E+02   3.49024E-03   8.30137E+00   2.92788E-02   5.81096E+00   4.82389E+01   1.10713E+03
 6.80147E-07  -4.43511E+00   2.75383E+00   1.02801E+02   3.20879E-02   1.90984E+02   3.49035E-03   8.28815E+00   2.92797E-02   5.80170E+00   4.80854E+01   1.10713E+03
 6.80274E-07  -4.43881E+00   2.75843E+00   1.02802E+02   3.20859E-02   1.90984E+02   3.49046E-03   8.27493E+00   2.92806E-02   5.79245E+00   4.79322E+01   1.10713E+03
 6.80399E-07  -4.44251E+00   2.76303E+00   1.02803E+02   3.20838E-02   1.90984E+02   3.49057E-03   8.26172E+00   2.92816E-02   5.78320E+00   4.77792E+01   1.10713E+03
 6.80525E-07  -4.44621E+00   2.76763E+00   1.02804E+02   3.20817E-02   1.90984E+02   3.49069E-03   8.24851E+00   2.92825E-02   5.77395E+00   4.76265E+01   1.10713E+03
 6.80652E-07  -4.44990E+00   2.77223E+00   1.02805E+02   3.20797E-02   1.90984E+02   3.49080E-03   8.23531E+00   2.92835E-02   5.76471E+00   4.74742E+01   1.10713E+03
 6.80777E-07  -4.45360E+00   2.77683E+00   1.02806E+02   3.20776E-02   1.90984E+02   3.49091E-03   8.22212E+00   2.92844E-02   5.75548E+00   4.73222E+01   1.10713E+03
 6.80903E-07  -4.45729E+00   2.78144E+00   1.02807E+02   3.20755E-02   1.90984E+02   3.49102E-03   8.20893E+00   2.92853E-02   5.74625E+00   4.71705E+01   1.10713E+03
 6.81029E-07  -4.46098E+00   2.78605E+00   1.02808E+02   3.20735E-02   1.90984E+02   3.49114E-03   8.19576E+00   2.92863E-02   5.73703E+00   4.70194E+01   1.10713E+03
 6.81155E-07  -4.46466E+00   2.79065E+00   1.02809E+02   3.20714E-02   1.90984E+02   3.49125E-03   8.18258E+00   2.92872E-02   5.72780E+00   4.68682E+01   1.10713E+03
 6.81282E-07  -4.46833E+00   2.79524E+00   1.02810E+02   3.20694E-02   1.90984E+02   3.49136E-03   8.16945E+00   2.92881E-02   5.71861E+00   4.67179E+01   1.10713E+03
 6.81407E-07  -4.47200E+00   2.79983E+00   1.02811E+02   3.20673E-02   1.90984E+02   3.49147E-03   8.15635E+00   2.92891E-02   5.70944E+00   4.65682E+01   1.10713E+03
 6.81533E-07  -4.47566E+00   2.80441E+00   1.02812E+02   3.20652E-02   1.90984E+02   3.49158E-03   8.14324E+00   2.92900E-02   5.70027E+00   4.64187E+01   1.10713E+03
 6.81659E-07  -4.47932E+00   2.80900E+00   1.02813E+02   3.20632E-02   1.90984E+02   3.49170E-03   8.13014E+00   2.92910E-02   5.69110E+00   4.62694E+01   1.10713E+03
 6.81785E-07  -4.48297E+00   2.81358E+00   1.02814E+02   3.20611E-02   1.90984E+02   3.49181E-03   8.11703E+00   2.92919E-02   5.68192E+00   4.61204E+01   1.10713E+03
 6.81912E-07  -4.48662E+00   2.81816E+00   1.02815E+02   3.20590E-02   1.90984E+02   3.49192E-03   8.10393E+00   2.92928E-02   5.67275E+00   4.59716E+01   1.10713E+03
 6.82037E-07  -4.49026E+00   2.82274E+00   1.02816E+02   3.20570E-02   1.90984E+02   3.49203E-03   8.09083E+00   2.92938E-02   5.66358E+00   4.58230E+01   1.10713E+03
 6.82163E-07  -4.49390E+00   2.82732E+00   1.02817E+02   3.20549E-02   1.90984E+02   3.49214E-03   8.07772E+00   2.92947E-02   5.65441E+00   4.56747E+01   1.10713E+03
 6.82290E-07  -4.49755E+00   2.83191E+00   1.02818E+02   3.20529E-02   1.90984E+02   3.49226E-03   8.06462E+00   2.92957E-02   5.64523E+00   4.55266E+01   1.10713E+03
 6.82415E-07  -4.50116E+00   2.83646E+00   1.02819E+02   3.20508E-02   1.90984E+02   3.49237E-03   8.05151E+00   2.92966E-02   5.63606E+00   4.53788E+01   1.10713E+03
 6.82541E-07  -4.50477E+00   2.84102E+00   1.02820E+02   3.20488E-02   1.90984E+02   3.49248E-03   8.03841E+00   2.92975E-02   5.62689E+00   4.52313E+01   1.10713E+03
 6.82667E-07  -4.50839E+00   2.84558E+00   1.02820E+02   3.20467E-02   1.90984E+02   3.49259E-03   8.02531E+00   2.92985E-02   5.61772E+00   4.50839E+01   1.10713E+03
 6.82793E-07  -4.51200E+00   2.85014E+00   1.02821E+02   3.20446E-02   1.90984E+02   3.49271E-03   8.01222E+00   2.92994E-02   5.60855E+00   4.49369E+01   1.10713E+03
 6.82920E-07  -4.51561E+00   2.85470E+00   1.02822E+02   3.20426E-02   1.90984E+02   3.49282E-03   7.99921E+00   2.93004E-02   5.59945E+00   4.47912E+01   1.10713E+03
 6.83045E-07  -4.51922E+00   2.85927E+00   1.02823E+02   3.20405E-02   1.90984E+02   3.49293E-03   7.98621E+00   2.93013E-02   5.59035E+00   4.46457E+01   1.10713E+03
 6.83171E-07  -4.52284E+00   2.86385E+00   1.02824E+02   3.20385E-02   1.90984E+02   3.49304E-03   7.97321E+00   2.93022E-02   5.58124E+00   4.45004E+01   1.10713E+03
 6.83297E-07  -4.52645E+00   2.86842E+00   1.02825E+02   3.20364E-02   1.90984E+02   3.49315E-03   7.96020E+00   2.93032E-02   5.57214E+00   4.43554E+01   1.10713E+03
 6.83423E-07  -4.53006E+00   2.87300E+00   1.02826E+02   3.20343E-02   1.90984E+02   3.49327E-03   7.94720E+00   2.93041E-02   5.56304E+00   4.42106E+01   1.10713E+03
 6.83550E-07  -4.53364E+00   2.87755E+00   1.02827E+02   3.20323E-02   1.90984E+02   3.49338E-03   7.93420E+00   2.93050E-02   5.55394E+00   4.40661E+01   1.10713E+03
 6.83675E-07  -4.53721E+00   2.88208E+00   1.02828E+02   3.20302E-02   1.90984E+02   3.49349E-03   7.92121E+00   2.93060E-02   5.54485E+00   4.39219E+01   1.10713E+03
 6.83801E-07  -4.54078E+00   2.88661E+00   1.02829E+02   3.20282E-02   1.90984E+02   3.49360E-03   7.90823E+00   2.93069E-02   5.53576E+00   4.37780E+01   1.10713E+03
 6.83928E-07  -4.54434E+00   2.89115E+00   1.02830E+02   3.20261E-02   1.90984E+02   3.49372E-03   7.89525E+00   2.93079E-02   5.52667E+00   4.36345E+01   1.10713E+03
 6.84053E-07  -4.54791E+00   2.89569E+00   1.02831E+02   3.20241E-02   1.90984E+02   3.49383E-03   7.88229E+00   2.93088E-02   5.51760E+00   4.34913E+01   1.10713E+03
 6.84179E-07  -4.55147E+00   2.90023E+00   1.02832E+02   3.20220E-02   1.90984E+02   3.49394E-03   7.86933E+00   2.93097E-02   5.50853E+00   4.33485E+01   1.10713E+03
 6.84305E-07  -4.55503E+00   2.90477E+00   1.02833E+02   3.20200E-02   1.90984E+02   3.49405E-03   7.85638E+00   2.93107E-02   5.49947E+00   4.32059E+01   1.10713E+03
 6.84431E-07  -4.55859E+00   2.90931E+00   1.02834E+02   3.20179E-02   1.90984E+02   3.49416E-03   7.84344E+00   2.93116E-02   5.49041E+00   4.30636E+01   1.10713E+03
 6.84558E-07  -4.56215E+00   2.91385E+00   1.02835E+02   3.20158E-02   1.90984E+02   3.49428E-03   7.83049E+00   2.93126E-02   5.48134E+00   4.29216E+01   1.10713E+03
 6.84683E-07  -4.56571E+00   2.91840E+00   1.02836E+02   3.20138E-02   1.90984E+02   3.49439E-03   7.81759E+00   2.93135E-02   5.47231E+00   4.27803E+01   1.10713E+03
 6.84809E-07  -4.56925E+00   2.92292E+00   1.02837E+02   3.20117E-02   1.90984E+02   3.49450E-03   7.80469E+00   2.93144E-02   5.46328E+00   4.26392E+01   1.10713E+03
 6.84935E-07  -4.57273E+00   2.92738E+00   1.02838E+02   3.20097E-02   1.90984E+02   3.49461E-03   7.79179E+00   2.93154E-02   5.45425E+00   4.24983E+01   1.10713E+03
 6.85061E-07  -4.57622E+00   2.93184E+00   1.02839E+02   3.20076E-02   1.90984E+02   3.49472E-03   7.77888E+00   2.93163E-02   5.44522E+00   4.23577E+01   1.10713E+03
 6.85188E-07  -4.57970E+00   2.93631E+00   1.02840E+02   3.20056E-02   1.90984E+02   3.49484E-03   7.76598E+00   2.93173E-02   5.43619E+00   4.22173E+01   1.10713E+03
 6.85313E-07  -4.58318E+00   2.94077E+00   1.02841E+02   3.20035E-02   1.90984E+02   3.49495E-03   7.75309E+00   2.93182E-02   5.42716E+00   4.20772E+01   1.10713E+03
 6.85439E-07  -4.58665E+00   2.94523E+00   1.02842E+02   3.20015E-02   1.90984E+02   3.49506E-03   7.74021E+00   2.93191E-02   5.41815E+00   4.19376E+01   1.10713E+03
 6.85566E-07  -4.59013E+00   2.94970E+00   1.02843E+02   3.19994E-02   1.90984E+02   3.49517E-03   7.72734E+00   2.93201E-02   5.40914E+00   4.17983E+01   1.10713E+03
 6.85691E-07  -4.59359E+00   2.95416E+00   1.02844E+02   3.19974E-02   1.90984E+02   3.49528E-03   7.71447E+00   2.93210E-02   5.40013E+00   4.16592E+01   1.10713E+03
 6.85817E-07  -4.59706E+00   2.95862E+00   1.02845E+02   3.19953E-02   1.90984E+02   3.49540E-03   7.70161E+00   2.93219E-02   5.39113E+00   4.15204E+01   1.10713E+03
 6.85943E-07  -4.60052E+00   2.96307E+00   1.02845E+02   3.19933E-02   1.90984E+02   3.49551E-03   7.68876E+00   2.93229E-02   5.38213E+00   4.13819E+01   1.10713E+03
 6.86069E-07  -4.60398E+00   2.96753E+00   1.02846E+02   3.19912E-02   1.90984E+02   3.49562E-03   7.67592E+00   2.93238E-02   5.37315E+00   4.12439E+01   1.10713E+03
 6.86196E-07  -4.60743E+00   2.97198E+00   1.02847E+02   3.19892E-02   1.90984E+02   3.49573E-03   7.66310E+00   2.93248E-02   5.36417E+00   4.11061E+01   1.10713E+03
 6.86321E-07  -4.61088E+00   2.97643E+00   1.02848E+02   3.19871E-02   1.90984E+02   3.49585E-03   7.65028E+00   2.93257E-02   5.35519E+00   4.09687E+01   1.10713E+03
 6.86447E-07  -4.61433E+00   2.98088E+00   1.02848E+02   3.19851E-02   1.90984E+02   3.49596E-03   7.63745E+00   2.93266E-02   5.34622E+00   4.08315E+01   1.10713E+03
 6.86573E-07  -4.61777E+00   2.98534E+00   1.02848E+02   3.19830E-02   1.90984E+02   3.49607E-03   7.62464E+00   2.93276E-02   5.33724E+00   4.06945E+01   1.10713E+03
 6.86699E-07  -4.62122E+00   2.98979E+00   1.02848E+02   3.19810E-02   1.90984E+02   3.49618E-03   7.61183E+00   2.93285E-02   5.32828E+00   4.05580E+01   1.10713E+03
 6.86826E-07  -4.62465E+00   2.99424E+00   1.02848E+02   3.19789E-02   1.90984E+02   3.49629E-03   7.59903E+00   2.93295E-02   5.31932E+00   4.04217E+01   1.10713E+03
 6.86951E-07  -4.62809E+00   2.99868E+00   1.02848E+02   3.19769E-02   1.90984E+02   3.49641E-03   7.58623E+00   2.93304E-02   5.31036E+00   4.02856E+01   1.10713E+03
 6.87077E-07  -4.63152E+00   3.00314E+00   1.02848E+02   3.19748E-02   1.90984E+02   3.49652E-03   7.57343E+00   2.93313E-02   5.30140E+00   4.01498E+01   1.10713E+03
 6.87204E-07  -4.63495E+00   3.00759E+00   1.02848E+02   3.19728E-02   1.90984E+02   3.49663E-03   7.56063E+00   2.93323E-02   5.29244E+00   4.00142E+01   1.10713E+03
 6.87329E-07  -4.63836E+00   3.01202E+00   1.02848E+02   3.19707E-02   1.90984E+02   3.49674E-03   7.54788E+00   2.93332E-02   5.28351E+00   3.98793E+01   1.10713E+03
 6.87455E-07  -4.64173E+00   3.01639E+00   1.02848E+02   3.19687E-02   1.90984E+02   3.49685E-03   7.53513E+00   2.93341E-02   5.27459E+00   3.97447E+01   1.10713E+03
 6.87581E-07  -4.64510E+00   3.02077E+00   1.02848E+02   3.19666E-02   1.90984E+02   3.49697E-03   7.52238E+00   2.93351E-02   5.26567E+00   3.96104E+01   1.10713E+03
 6.87707E-07  -4.64847E+00   3.02515E+00   1.02848E+02   3.19646E-02   1.90984E+02   3.49708E-03   7.50964E+00   2.93360E-02   5.25675E+00   3.94763E+01   1.10713E+03
 6.87834E-07  -4.65183E+00   3.02953E+00   1.02848E+02   3.19625E-02   1.90984E+02   3.49719E-03   7.49691E+00   2.93370E-02   5.24784E+00   3.93425E+01   1.10713E+03
 6.87959E-07  -4.65518E+00   3.03390E+00   1.02848E+02   3.19605E-02   1.90984E+02   3.49730E-03   7.48420E+00   2.93379E-02   5.23894E+00   3.92093E+01   1.10713E+03
 6.88085E-07  -4.65854E+00   3.03828E+00   1.02848E+02   3.19584E-02   1.90984E+02   3.49741E-03   7.47150E+00   2.93388E-02   5.23005E+00   3.90763E+01   1.10713E+03
 6.88211E-07  -4.66189E+00   3.04265E+00   1.02848E+02   3.19564E-02   1.90984E+02   3.49753E-03   7.45880E+00   2.93398E-02   5.22116E+00   3.89436E+01   1.10713E+03
 6.88337E-07  -4.66524E+00   3.04702E+00   1.02848E+02   3.19544E-02   1.90984E+02   3.49763E-03   7.44610E+00   2.93407E-02   5.21227E+00   3.88110E+01   1.10713E+03
 6.88464E-07  -4.66859E+00   3.05140E+00   1.02848E+02   3.19526E-02   1.90984E+02   3.49773E-03   7.43340E+00   2.93417E-02   5.20338E+00   3.86788E+01   1.10713E+03
 6.88589E-07  -4.67193E+00   3.05576E+00   1.02848E+02   3.19509E-02   1.90984E+02   3.49783E-03   7.42070E+00   2.93426E-02   5.19449E+00   3.85467E+01   1.10713E+03
 6.88715E-07  -4.67526E+00   3.06013E+00   1.02848E+02   3.19491E-02   1.90984E+02   3.49792E-03   7.40800E+00   2.93435E-02   5.18560E+00   3.84149E+01   1.10713E+03
 6.88842E-07  -4.67859E+00   3.06449E+00   1.02848E+02   3.19474E-02   1.90984E+02   3.49802E-03   7.39531E+00   2.93445E-02   5.17672E+00   3.82834E+01   1.10713E+03
 6.88967E-07  -4.68192E+00   3.06886E+00   1.02848E+02   3.19456E-02   1.90984E+02   3.49811E-03   7.38267E+00   2.93454E-02   5.16787E+00   3.81526E+01   1.10713E+03
 6.89093E-07  -4.68525E+00   3.07322E+00   1.02848E+02   3.19439E-02   1.90984E+02   3.49821E-03   7.37004E+00   2.93464E-02   5.15903E+00   3.80222E+01   1.10713E+03
 6.89219E-07  -4.68857E+00   3.07758E+00   1.02848E+02   3.19421E-02   1.90984E+02   3.49831E-03   7.35742E+00   2.93473E-02   5.15019E+00   3.78921E+01   1.10713E+03
 6.89345E-07  -4.69190E+00   3.08195E+00   1.02848E+02   3.19404E-02   1.90984E+02   3.49840E-03   7.34481E+00   2.93482E-02   5.14137E+00   3.77624E+01   1.10713E+03
 6.89472E-07  -4.69522E+00   3.08631E+00   1.02848E+02   3.19386E-02   1.90984E+02   3.49850E-03   7.33221E+00   2.93492E-02   5.13255E+00   3.76329E+01   1.10713E+03
 6.89597E-07  -4.69854E+00   3.09068E+00   1.02848E+02   3.19369E-02   1.90984E+02   3.49859E-03   7.31961E+00   2.93501E-02   5.12373E+00   3.75037E+01   1.10713E+03
 6.89723E-07  -4.70185E+00   3.09503E+00   1.02848E+02   3.19351E-02   1.90984E+02   3.49869E-03   7.30701E+00   2.93510E-02   5.11491E+00   3.73747E+01   1.10713E+03
 6.89849E-07  -4.70515E+00   3.09938E+00   1.02848E+02   3.19334E-02   1.90984E+02   3.49879E-03   7.29441E+00   2.93520E-02   5.10609E+00   3.72459E+01   1.10713E+03
 6.89975E-07  -4.70840E+00   3.10367E+00   1.02848E+02   3.19316E-02   1.90984E+02   3.49888E-03   7.28181E+00   2.93529E-02   5.09727E+00   3.71173E+01   1.10713E+03
 6.90102E-07  -4.71165E+00   3.10796E+00   1.02848E+02   3.19299E-02   1.90984E+02   3.49898E-03   7.26921E+00   2.93539E-02   5.08845E+00   3.69890E+01   1.10713E+03
 6.90227E-07  -4.71490E+00   3.11224E+00   1.02848E+02   3.19281E-02   1.90984E+02   3.49907E-03   7.25661E+00   2.93548E-02   5.07963E+00   3.68609E+01   1.10713E+03
 6.90353E-07  -4.71815E+00   3.11653E+00   1.02848E+02   3.19263E-02   1.90984E+02   3.49917E-03   7.24402E+00   2.93557E-02   5.07081E+00   3.67331E+01   1.10713E+03
 6.90480E-07  -4.72139E+00   3.12082E+00   1.02848E+02   3.19246E-02   1.90984E+02   3.49927E-03   7.23144E+00   2.93567E-02   5.06201E+00   3.66056E+01   1.10713E+03
 6.90605E-07  -4.72463E+00   3.12510E+00   1.02848E+02   3.19229E-02   1.90984E+02   3.49936E-03   7.21889E+00   2.93576E-02   5.05322E+00   3.64786E+01   1.10713E+03
 6.90731E-07  -4.72787E+00   3.12938E+00   1.02848E+02   3.19211E-02   1.90984E+02   3.49946E-03   7.20634E+00   2.93586E-02   5.04444E+00   3.63519E+01   1.10713E+03
 6.90857E-07  -4.73110E+00   3.13366E+00   1.02848E+02   3.19194E-02   1.90984E+02   3.49955E-03   7.19380E+00   2.93595E-02   5.03566E+00   3.62255E+01   1.10713E+03
 6.90983E-07  -4.73432E+00   3.13794E+00   1.02848E+02   3.19176E-02   1.90984E+02   3.49965E-03   7.18129E+00   2.93604E-02   5.02690E+00   3.60997E+01   1.10713E+03
 6.91110E-07  -4.73755E+00   3.14221E+00   1.02848E+02   3.19158E-02   1.90984E+02   3.49975E-03   7.16879E+00   2.93614E-02   5.01815E+00   3.59741E+01   1.10713E+03
 6.91235E-07  -4.74078E+00   3.14649E+00   1.02848E+02   3.19141E-02   1.90984E+02   3.49984E-03   7.15629E+00   2.93623E-02   5.00941E+00   3.58488E+01   1.10713E+03
 6.91361E-07  -4.74400E+00   3.15077E+00   1.02848E+02   3.19123E-02   1.90984E+02   3.49994E-03   7.14379E+00   2.93633E-02   5.00066E+00   3.57237E+01   1.10713E+03
 6.91487E-07  -4.74722E+00   3.15505E+00   1.02848E+02   3.19106E-02   1.90984E+02   3.50003E-03   7.13130E+00   2.93642E-02   4.99191E+00   3.55988E+01   1.10713E+03
 6.91613E-07  -4.75043E+00   3.15932E+00   1.02848E+02   3.19089E-02   1.90984E+02   3.50013E-03   7.11880E+00   2.93651E-02   4.98316E+00   3.54741E+01   1.10713E+03
 6.91740E-07  -4.75364E+00   3.16359E+00   1.02848E+02   3.19071E-02   1.90984E+02   3.50023E-03   7.10630E+00   2.93661E-02   4.97441E+00   3.53497E+01   1.10713E+03
 6.91865E-07  -4.75685E+00   3.16786E+00   1.02848E+02   3.19054E-02   1.90984E+02   3.50032E-03   7.09382E+00   2.93670E-02   4.96567E+00   3.52256E+01   1.10713E+03
 6.91991E-07  -4.76005E+00   3.17213E+00   1.02848E+02   3.19036E-02   1.90984E+02   3.50042E-03   7.08134E+00   2.93679E-02   4.95694E+00   3.51018E+01   1.10713E+03
 6.92118E-07  -4.76326E+00   3.17640E+00   1.02848E+02   3.19019E-02   1.90984E+02   3.50051E-03   7.06887E+00   2.93689E-02   4.94821E+00   3.49782E+01   1.10713E+03
 6.92243E-07  -4.76645E+00   3.18067E+00   1.02848E+02   3.19001E-02   1.90984E+02   3.50061E-03   7.05641E+00   2.93698E-02   4.93949E+00   3.48551E+01   1.10713E+03
 6.92369E-07  -4.76965E+00   3.18494E+00   1.02848E+02   3.18984E-02   1.90984E+02   3.50071E-03   7.04400E+00   2.93708E-02   4.93080E+00   3.47326E+01   1.10713E+03
 6.92495E-07  -4.77281E+00   3.18916E+00   1.02848E+02   3.18966E-02   1.90984E+02   3.50080E-03   7.03160E+00   2.93717E-02   4.92212E+00   3.46103E+01   1.10713E+03
 6.92621E-07  -4.77595E+00   3.19336E+00   1.02848E+02   3.18949E-02   1.90984E+02   3.50090E-03   7.01919E+00   2.93726E-02   4.91343E+00   3.44883E+01   1.10713E+03
 6.92748E-07  -4.77908E+00   3.19755E+00   1.02848E+02   3.18931E-02   1.90984E+02   3.50099E-03   7.00679E+00   2.93736E-02   4.90475E+00   3.43666E+01   1.10713E+03
 6.92873E-07  -4.78222E+00   3.20174E+00   1.02848E+02   3.18914E-02   1.90984E+02   3.50109E-03   6.99439E+00   2.93745E-02   4.89607E+00   3.42451E+01   1.10713E+03
 6.92999E-07  -4.78535E+00   3.20594E+00   1.02848E+02   3.18896E-02   1.90984E+02   3.50118E-03   6.98199E+00   2.93755E-02   4.88739E+00   3.41238E+01   1.10713E+03
 6.93125E-07  -4.78848E+00   3.21013E+00   1.02848E+02   3.18879E-02   1.90984E+02   3.50128E-03   6.96960E+00   2.93764E-02   4.87872E+00   3.40027E+01   1.10713E+03
 6.93251E-07  -4.79161E+00   3.21433E+00   1.02848E+02   3.18861E-02   1.90984E+02   3.50138E-03   6.95720E+00   2.93773E-02   4.87004E+00   3.38819E+01   1.10713E+03
 6.93378E-07  -4.79473E+00   3.21852E+00   1.02848E+02   3.18844E-02   1.90984E+02   3.50147E-03   6.94482E+00   2.93783E-02   4.86137E+00   3.37613E+01   1.10713E+03
 6.93503E-07  -4.79785E+00   3.22271E+00   1.02848E+02   3.18826E-02   1.90984E+02   3.50157E-03   6.93244E+00   2.93792E-02   4.85271E+00   3.36411E+01   1.10713E+03
 6.93629E-07  -4.80097E+00   3.22690E+00   1.02848E+02   3.18809E-02   1.90984E+02   3.50166E-03   6.92005E+00   2.93801E-02   4.84404E+00   3.35210E+01   1.10713E+03
 6.93756E-07  -4.80408E+00   3.23108E+00   1.02848E+02   3.18791E-02   1.90984E+02   3.50176E-03   6.90767E+00   2.93811E-02   4.83537E+00   3.34011E+01   1.10713E+03
 6.93881E-07  -4.80718E+00   3.23526E+00   1.02848E+02   3.18774E-02   1.90984E+02   3.50186E-03   6.89529E+00   2.93820E-02   4.82670E+00   3.32815E+01   1.10713E+03
 6.94007E-07  -4.81029E+00   3.23944E+00   1.02848E+02   3.18756E-02   1.90984E+02   3.50195E-03   6.88294E+00   2.93830E-02   4.81806E+00   3.31624E+01   1.10713E+03
 6.94133E-07  -4.81339E+00   3.24362E+00   1.02848E+02   3.18739E-02   1.90984E+02   3.50205E-03   6.87060E+00   2.93839E-02   4.80942E+00   3.30436E+01   1.10713E+03
 6.94259E-07  -4.81649E+00   3.24780E+00   1.02848E+02   3.18722E-02   1.90984E+02   3.50214E-03   6.85830E+00   2.93848E-02   4.80081E+00   3.29254E+01   1.10713E+03
 6.94386E-07  -4.81959E+00   3.25198E+00   1.02848E+02   3.18704E-02   1.90984E+02   3.50224E-03   6.84600E+00   2.93858E-02   4.79220E+00   3.28074E+01   1.10713E+03
 6.94511E-07  -4.82268E+00   3.25615E+00   1.02848E+02   3.18687E-02   1.90984E+02   3.50234E-03   6.83370E+00   2.93867E-02   4.78359E+00   3.26896E+01   1.10713E+03
 6.94637E-07  -4.82577E+00   3.26033E+00   1.02848E+02   3.18669E-02   1.90984E+02   3.50243E-03   6.82140E+00   2.93877E-02   4.77498E+00   3.25721E+01   1.10713E+03
 6.94763E-07  -4.82886E+00   3.26451E+00   1.02848E+02   3.18652E-02   1.90984E+02   3.50253E-03   6.80911E+00   2.93886E-02   4.76638E+00   3.24548E+01   1.10713E+03
 6.94889E-07  -4.83195E+00   3.26868E+00   1.02848E+02   3.18634E-02   1.90984E+02   3.50262E-03   6.79685E+00   2.93895E-02   4.75779E+00   3.23380E+01   1.10713E+03
 6.95016E-07  -4.83503E+00   3.27285E+00   1.02848E+02   3.18617E-02   1.90984E+02   3.50272E-03   6.78458E+00   2.93905E-02   4.74921E+00   3.22214E+01   1.10713E+03
