Time (s)   V_brick (kV)             E_brick (J)              E_ESR (J)                R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out (kV)               P_out (MW)               E_out (J)                
 1.51150E-09   1.00000E+02   1.40000E+03   2.24043E-09   8.39846E+03   5.05199E-04   6.82244E-06   1.16617E-02   5.12377E-09   8.16317E-03   9.51961E-05   2.41277E-08
 1.63750E-09   1.00000E+02   1.40000E+03   3.62046E-09   6.83316E+03   6.64874E-04   7.56361E-06   1.42913E-02   6.75656E-09   1.00039E-02   1.42969E-04   3.89896E-08
 1.76350E-09   1.00000E+02   1.40000E+03   5.66138E-09   5.63739E+03   8.58516E-04   8.32723E-06   1.72695E-02   8.74263E-09   1.20887E-02   2.08766E-04   6.09687E-08
 1.88950E-09   1.00000E+02   1.40000E+03   8.60181E-09   4.70778E+03   1.09026E-03   9.11237E-06   2.06130E-02   1.11270E-08   1.44291E-02   2.97427E-04   9.26350E-08
 2.01550E-09   1.00000E+02   1.40000E+03   1.27419E-08   3.97391E+03   1.36438E-03   9.91815E-06   2.43375E-02   1.39566E-08   1.70362E-02   4.14618E-04   1.37220E-07
 2.14150E-09   1.00000E+02   1.40000E+03   1.84531E-08   3.38663E+03   1.68527E-03   1.07438E-05   2.84578E-02   1.72806E-08   1.99204E-02   5.66891E-04   1.98726E-07
 2.26750E-09   1.00000E+02   1.40000E+03   2.61891E-08   2.91094E+03   2.05745E-03   1.15884E-05   3.29878E-02   2.11495E-08   2.30915E-02   7.61737E-04   2.82037E-07
 2.39350E-09   1.00000E+02   1.40000E+03   3.64972E-08   2.52142E+03   2.48552E-03   1.24514E-05   3.79406E-02   2.56160E-08   2.65584E-02   1.00764E-03   3.93047E-07
 2.51950E-09   1.00000E+02   1.40000E+03   5.00297E-08   2.19934E+03   2.97415E-03   1.33320E-05   4.33281E-02   3.07340E-08   3.03297E-02   1.31413E-03   5.38782E-07
 2.64550E-09   1.00000E+02   1.40000E+03   6.75570E-08   1.93062E+03   3.52810E-03   1.42295E-05   4.91616E-02   3.65590E-08   3.44131E-02   1.69180E-03   7.27537E-07
 2.77150E-09   1.00000E+02   1.40000E+03   8.99800E-08   1.70462E+03   4.15216E-03   1.51435E-05   5.54514E-02   4.31480E-08   3.88160E-02   2.15240E-03   9.69016E-07
 2.89750E-09   1.00000E+02   1.40000E+03   1.18344E-07   1.51312E+03   4.85115E-03   1.60732E-05   6.22069E-02   5.05589E-08   4.35448E-02   2.70879E-03   1.27447E-06
 3.02350E-09   1.00000E+02   1.40000E+03   1.53851E-07   1.34975E+03   5.62995E-03   1.70182E-05   6.94368E-02   5.88510E-08   4.86058E-02   3.37503E-03   1.65685E-06
 3.14950E-09   1.00000E+02   1.40000E+03   1.97875E-07   1.20949E+03   6.49341E-03   1.79778E-05   7.71490E-02   6.80847E-08   5.40043E-02   4.16638E-03   2.13096E-06
 3.27550E-09   1.00000E+02   1.40000E+03   2.51976E-07   1.08839E+03   7.44640E-03   1.89517E-05   8.53506E-02   7.83211E-08   5.97454E-02   5.09930E-03   2.71359E-06
 3.40150E-09   1.00000E+02   1.40000E+03   3.17914E-07   9.83248E+02   8.49378E-03   1.99392E-05   9.40479E-02   8.96223E-08   6.58335E-02   6.19150E-03   3.42368E-06
 3.52750E-09   1.00000E+02   1.40000E+03   3.97662E-07   8.91511E+02   9.64039E-03   2.09400E-05   1.03246E-01   1.02051E-07   7.22725E-02   7.46188E-03   4.28251E-06
 3.65350E-09   1.00000E+02   1.40000E+03   4.93423E-07   8.11092E+02   1.08911E-02   2.19535E-05   1.12952E-01   1.15671E-07   7.90661E-02   8.93063E-03   5.31378E-06
 3.77950E-09   1.00000E+02   1.40000E+03   6.07642E-07   7.40287E+02   1.22505E-02   2.29795E-05   1.23167E-01   1.30546E-07   8.62171E-02   1.06191E-02   6.54384E-06
 3.90550E-09   1.00000E+02   1.40000E+03   7.43023E-07   6.77689E+02   1.37236E-02   2.40173E-05   1.33897E-01   1.46741E-07   9.37282E-02   1.25500E-02   8.00179E-06
 4.03150E-09   1.00000E+02   1.40000E+03   9.02541E-07   6.22133E+02   1.53148E-02   2.50667E-05   1.45145E-01   1.64321E-07   1.01602E-01   1.47470E-02   9.71967E-06
 4.15750E-09   1.00000E+02   1.40000E+03   1.08946E-06   5.72649E+02   1.70289E-02   2.61274E-05   1.56913E-01   1.83351E-07   1.09839E-01   1.72353E-02   1.17326E-05
 4.28350E-09   1.00000E+02   1.40000E+03   1.30733E-06   5.28422E+02   1.88704E-02   2.71988E-05   1.69204E-01   2.03897E-07   1.18443E-01   2.00409E-02   1.40789E-05
 4.40950E-09   1.00000E+02   1.40000E+03   1.56004E-06   4.88765E+02   2.08439E-02   2.82807E-05   1.82018E-01   2.26025E-07   1.27413E-01   2.31914E-02   1.68004E-05
 4.53550E-09   1.00000E+02   1.40000E+03   1.85177E-06   4.53097E+02   2.29536E-02   2.93727E-05   1.95358E-01   2.49801E-07   1.36750E-01   2.67152E-02   1.99422E-05
 4.66150E-09   1.00000E+02   1.40000E+03   2.18709E-06   4.20925E+02   2.52041E-02   3.04746E-05   2.09223E-01   2.75291E-07   1.46456E-01   3.06419E-02   2.35532E-05
 4.78750E-09   1.00000E+02   1.40000E+03   2.57087E-06   3.91826E+02   2.75995E-02   3.15859E-05   2.23614E-01   3.02561E-07   1.56530E-01   3.50022E-02   2.76863E-05
 4.91350E-09   1.00000E+02   1.40000E+03   3.00838E-06   3.65437E+02   3.01440E-02   3.27064E-05   2.38531E-01   3.31678E-07   1.66972E-01   3.98279E-02   3.23980E-05
 5.03950E-09   1.00000E+02   1.40000E+03   3.50526E-06   3.41447E+02   3.28417E-02   3.38359E-05   2.53974E-01   3.62708E-07   1.77782E-01   4.51518E-02   3.77489E-05
 5.16550E-09   1.00000E+02   1.40000E+03   4.06753E-06   3.19587E+02   3.56966E-02   3.49740E-05   2.69941E-01   3.95718E-07   1.88959E-01   5.10077E-02   4.38041E-05
 5.29150E-09   1.00000E+02   1.40000E+03   4.70162E-06   2.99621E+02   3.87127E-02   3.61205E-05   2.86432E-01   4.30772E-07   2.00502E-01   5.74303E-02   5.06328E-05
 5.41750E-09   1.00000E+02   1.40000E+03   5.41437E-06   2.81348E+02   4.18938E-02   3.72750E-05   3.03445E-01   4.67937E-07   2.12412E-01   6.44554E-02   5.83086E-05
 5.54350E-09   1.00000E+02   1.40000E+03   6.21305E-06   2.64588E+02   4.52437E-02   3.84375E-05   3.20979E-01   5.07279E-07   2.24686E-01   7.21195E-02   6.69098E-05
 5.66950E-09   1.00000E+02   1.40000E+03   7.10534E-06   2.49186E+02   4.87659E-02   3.96075E-05   3.39032E-01   5.48864E-07   2.37322E-01   8.04598E-02   7.65192E-05
 5.79550E-09   1.00000E+02   1.40000E+03   8.09940E-06   2.35006E+02   5.24641E-02   4.07850E-05   3.57601E-01   5.92756E-07   2.50321E-01   8.95149E-02   8.72244E-05
 5.92150E-09   1.00000E+02   1.40000E+03   9.20381E-06   2.21926E+02   5.63416E-02   4.19696E-05   3.76684E-01   6.39020E-07   2.63679E-01   9.93238E-02   9.91181E-05
 6.04750E-09   1.00000E+02   1.40000E+03   1.04276E-05   2.09842E+02   6.04019E-02   4.31612E-05   3.96279E-01   6.87721E-07   2.77396E-01   1.09926E-01   1.12298E-04
 6.17350E-09   1.00000E+02   1.40000E+03   1.17804E-05   1.98658E+02   6.46483E-02   4.43595E-05   4.16383E-01   7.38924E-07   2.91468E-01   1.21362E-01   1.26865E-04
 6.29950E-09   1.00000E+02   1.40000E+03   1.32720E-05   1.88291E+02   6.90840E-02   4.55643E-05   4.36993E-01   7.92691E-07   3.05895E-01   1.33674E-01   1.42929E-04
 6.42550E-09   1.00000E+02   1.40000E+03   1.49131E-05   1.78666E+02   7.37119E-02   4.67755E-05   4.58106E-01   8.49088E-07   3.20674E-01   1.46903E-01   1.60603E-04
 6.55150E-09   1.00000E+02   1.40000E+03   1.67146E-05   1.69717E+02   7.85353E-02   4.79929E-05   4.79719E-01   9.08177E-07   3.35803E-01   1.61091E-01   1.80003E-04
 6.67750E-09   1.00000E+02   1.40000E+03   1.86879E-05   1.61385E+02   8.35568E-02   4.92163E-05   5.01828E-01   9.70020E-07   3.51279E-01   1.76282E-01   2.01254E-04
 6.80350E-09   1.00000E+02   1.40000E+03   2.08451E-05   1.53616E+02   8.87795E-02   5.04454E-05   5.24430E-01   1.03468E-06   3.67101E-01   1.92519E-01   2.24486E-04
 6.92950E-09   1.00000E+02   1.40000E+03   2.31986E-05   1.46363E+02   9.42060E-02   5.16802E-05   5.47521E-01   1.10222E-06   3.83265E-01   2.09846E-01   2.49832E-04
 7.05550E-09   1.00000E+02   1.40000E+03   2.57616E-05   1.39583E+02   9.98389E-02   5.29205E-05   5.71099E-01   1.17270E-06   3.99769E-01   2.28307E-01   2.77432E-04
 7.18150E-09   1.00000E+02   1.40000E+03   2.85474E-05   1.33237E+02   1.05681E-01   5.41660E-05   5.95158E-01   1.24618E-06   4.16610E-01   2.47949E-01   3.07433E-04
 7.30750E-09   1.00000E+02   1.40000E+03   3.15702E-05   1.27291E+02   1.11734E-01   5.54168E-05   6.19695E-01   1.32272E-06   4.33787E-01   2.68816E-01   3.39987E-04
 7.43350E-09   1.00000E+02   1.40000E+03   3.48446E-05   1.21712E+02   1.18002E-01   5.66725E-05   6.44707E-01   1.40239E-06   4.51295E-01   2.90953E-01   3.75250E-04
 7.55950E-09   1.00000E+02   1.40000E+03   3.83858E-05   1.16473E+02   1.24485E-01   5.79331E-05   6.70189E-01   1.48523E-06   4.69132E-01   3.14407E-01   4.13385E-04
 7.68550E-09   1.00000E+02   1.40000E+03   4.22093E-05   1.11547E+02   1.31187E-01   5.91985E-05   6.96138E-01   1.57132E-06   4.87296E-01   3.39225E-01   4.54562E-04
 7.81150E-09   1.00000E+02   1.40000E+03   4.63315E-05   1.06911E+02   1.38110E-01   6.04684E-05   7.22549E-01   1.66071E-06   5.05784E-01   3.65454E-01   4.98954E-04
 7.93750E-09   1.00000E+02   1.40000E+03   5.07691E-05   1.02543E+02   1.45255E-01   6.17428E-05   7.49418E-01   1.75345E-06   5.24593E-01   3.93139E-01   5.46744E-04
 8.06350E-09   1.00000E+02   1.40000E+03   5.55395E-05   9.84242E+01   1.52625E-01   6.30215E-05   7.76742E-01   1.84961E-06   5.43719E-01   4.22330E-01   5.98117E-04
 8.18950E-09   1.00000E+02   1.40000E+03   6.06605E-05   9.45360E+01   1.60222E-01   6.43044E-05   8.04516E-01   1.94923E-06   5.63161E-01   4.53072E-01   6.53266E-04
 8.31550E-09   1.00000E+02   1.40000E+03   6.61505E-05   9.08625E+01   1.68047E-01   6.55915E-05   8.32735E-01   2.05239E-06   5.82915E-01   4.85413E-01   7.12390E-04
 8.44150E-09   1.00000E+02   1.40000E+03   7.20286E-05   8.73886E+01   1.76103E-01   6.68825E-05   8.61396E-01   2.15912E-06   6.02977E-01   5.19402E-01   7.75693E-04
 8.56750E-09   1.00000E+02   1.40000E+03   7.83143E-05   8.41006E+01   1.84390E-01   6.81774E-05   8.90494E-01   2.26950E-06   6.23346E-01   5.55086E-01   8.43385E-04
 8.69350E-09   1.00000E+02   1.40000E+03   8.50278E-05   8.09860E+01   1.92911E-01   6.94760E-05   9.20026E-01   2.38358E-06   6.44018E-01   5.92513E-01   9.15684E-04
 8.81950E-09   1.00000E+02   1.40000E+03   9.21897E-05   7.80331E+01   2.01667E-01   7.07783E-05   9.49986E-01   2.50140E-06   6.64990E-01   6.31732E-01   9.92812E-04
 8.94550E-09   1.00000E+02   1.40000E+03   9.98213E-05   7.52315E+01   2.10659E-01   7.20841E-05   9.80372E-01   2.62302E-06   6.86261E-01   6.72791E-01   1.07500E-03
 9.07150E-09   1.00000E+02   1.40000E+03   1.07944E-04   7.25713E+01   2.19890E-01   7.33935E-05   1.01118E+00   2.74850E-06   7.07825E-01   7.15737E-01   1.16248E-03
 9.19750E-09   1.00000E+02   1.40000E+03   1.16581E-04   7.00434E+01   2.29361E-01   7.47061E-05   1.04240E+00   2.87789E-06   7.29681E-01   7.60620E-01   1.25549E-03
 9.32350E-09   1.00000E+02   1.40000E+03   1.25755E-04   6.76395E+01   2.39072E-01   7.60221E-05   1.07404E+00   3.01123E-06   7.51826E-01   8.07488E-01   1.35428E-03
 9.44950E-09   1.00000E+02   1.40000E+03   1.35489E-04   6.53519E+01   2.49026E-01   7.73411E-05   1.10608E+00   3.14859E-06   7.74256E-01   8.56389E-01   1.45911E-03
 9.57550E-09   1.00000E+02   1.40000E+03   1.45807E-04   6.31735E+01   2.59223E-01   7.86633E-05   1.13853E+00   3.29002E-06   7.96970E-01   9.07372E-01   1.57023E-03
 9.70150E-09   1.00000E+02   1.40000E+03   1.56734E-04   6.10976E+01   2.69664E-01   7.99885E-05   1.17138E+00   3.43555E-06   8.19963E-01   9.60485E-01   1.68791E-03
 9.82750E-09   1.00000E+02   1.40000E+03   1.68296E-04   5.91181E+01   2.80351E-01   8.13166E-05   1.20462E+00   3.58525E-06   8.43233E-01   1.01577E+00   1.81242E-03
 9.95350E-09   1.00000E+02   1.40000E+03   1.80517E-04   5.72294E+01   2.91285E-01   8.26476E-05   1.23825E+00   3.73917E-06   8.66777E-01   1.07329E+00   1.94403E-03
 1.00795E-08   1.00000E+02   1.40000E+03   1.93425E-04   5.54261E+01   3.02466E-01   8.39813E-05   1.27228E+00   3.89734E-06   8.90593E-01   1.13308E+00   2.08304E-03
 1.02055E-08   1.00000E+02   1.40000E+03   2.07046E-04   5.37034E+01   3.13896E-01   8.53177E-05   1.30668E+00   4.05983E-06   9.14677E-01   1.19519E+00   2.22973E-03
 1.03315E-08   1.00000E+02   1.40000E+03   2.21408E-04   5.20565E+01   3.25575E-01   8.66567E-05   1.34147E+00   4.22668E-06   9.39027E-01   1.25967E+00   2.38439E-03
 1.04575E-08   1.00000E+02   1.40000E+03   2.36538E-04   5.04814E+01   3.37505E-01   8.79982E-05   1.37663E+00   4.39793E-06   9.63640E-01   1.32657E+00   2.54733E-03
 1.05835E-08   1.00000E+02   1.40000E+03   2.52465E-04   4.89740E+01   3.49685E-01   8.93423E-05   1.41216E+00   4.57364E-06   9.88513E-01   1.39594E+00   2.71886E-03
 1.07095E-08   1.00000E+02   1.40000E+03   2.69219E-04   4.75306E+01   3.62118E-01   9.06887E-05   1.44806E+00   4.75385E-06   1.01364E+00   1.46782E+00   2.89929E-03
 1.08355E-08   1.00000E+02   1.40000E+03   2.86829E-04   4.61477E+01   3.74803E-01   9.20375E-05   1.48432E+00   4.93860E-06   1.03903E+00   1.54225E+00   3.08893E-03
 1.09615E-08   1.00000E+02   1.40000E+03   3.05325E-04   4.48221E+01   3.87742E-01   9.33885E-05   1.52095E+00   5.12795E-06   1.06466E+00   1.61930E+00   3.28812E-03
 1.10875E-08   1.00000E+02   1.40000E+03   3.24738E-04   4.35508E+01   4.00935E-01   9.47418E-05   1.55793E+00   5.32193E-06   1.09055E+00   1.69899E+00   3.49718E-03
 1.12135E-08   1.00000E+02   1.40000E+03   3.45099E-04   4.23310E+01   4.14382E-01   9.60972E-05   1.59526E+00   5.52060E-06   1.11668E+00   1.78139E+00   3.71646E-03
 1.13395E-08   1.00000E+02   1.40000E+03   3.66441E-04   4.11599E+01   4.28084E-01   9.74547E-05   1.63294E+00   5.72399E-06   1.14305E+00   1.86653E+00   3.94629E-03
 1.14655E-08   1.00000E+02   1.40000E+03   3.88795E-04   4.00350E+01   4.42041E-01   9.88142E-05   1.67096E+00   5.93215E-06   1.16967E+00   1.95447E+00   4.18703E-03
 1.15915E-08   1.00000E+02   1.40000E+03   4.12195E-04   3.89542E+01   4.56255E-01   1.00176E-04   1.70932E+00   6.14512E-06   1.19653E+00   2.04525E+00   4.43903E-03
 1.17175E-08   1.00000E+02   1.40000E+03   4.36674E-04   3.79151E+01   4.70725E-01   1.01539E-04   1.74802E+00   6.36295E-06   1.22362E+00   2.13891E+00   4.70265E-03
 1.18435E-08   1.00000E+02   1.40000E+03   4.62266E-04   3.69156E+01   4.85452E-01   1.02905E-04   1.78705E+00   6.58568E-06   1.25094E+00   2.23549E+00   4.97825E-03
 1.19695E-08   1.00000E+02   1.40000E+03   4.89005E-04   3.59540E+01   5.00436E-01   1.04272E-04   1.82642E+00   6.81334E-06   1.27849E+00   2.33506E+00   5.26622E-03
 1.20955E-08   1.00000E+02   1.40000E+03   5.16927E-04   3.50282E+01   5.15678E-01   1.05641E-04   1.86611E+00   7.04599E-06   1.30627E+00   2.43764E+00   5.56692E-03
 1.22215E-08   1.00000E+02   1.40000E+03   5.46067E-04   3.41366E+01   5.31177E-01   1.07011E-04   1.90612E+00   7.28365E-06   1.33428E+00   2.54330E+00   5.88074E-03
 1.23475E-08   1.00000E+02   1.40000E+03   5.76462E-04   3.32777E+01   5.46935E-01   1.08384E-04   1.94645E+00   7.52638E-06   1.36252E+00   2.65207E+00   6.20807E-03
 1.24735E-08   1.00000E+02   1.40000E+03   6.08148E-04   3.24497E+01   5.62951E-01   1.09757E-04   1.98710E+00   7.77421E-06   1.39097E+00   2.76400E+00   6.54930E-03
 1.25995E-08   1.00000E+02   1.40000E+03   6.41163E-04   3.16514E+01   5.79226E-01   1.11133E-04   2.02806E+00   8.02718E-06   1.41964E+00   2.87911E+00   6.90484E-03
 1.27255E-08   9.99994E+01   1.39998E+03   6.75543E-04   3.08813E+01   5.95759E-01   1.12510E-04   2.06932E+00   8.28534E-06   1.44853E+00   2.99747E+00   7.27510E-03
 1.28515E-08   9.99981E+01   1.39995E+03   7.11327E-04   3.01383E+01   6.12551E-01   1.13889E-04   2.11089E+00   8.54871E-06   1.47763E+00   3.11911E+00   7.66047E-03
 1.29775E-08   9.99969E+01   1.39991E+03   7.48555E-04   2.94209E+01   6.29603E-01   1.15269E-04   2.15277E+00   8.81734E-06   1.50694E+00   3.24408E+00   8.06137E-03
 1.31035E-08   9.99956E+01   1.39988E+03   7.87264E-04   2.87282E+01   6.46913E-01   1.16650E-04   2.19494E+00   9.09126E-06   1.53645E+00   3.37242E+00   8.47824E-03
 1.32295E-08   9.99943E+01   1.39984E+03   8.27495E-04   2.80590E+01   6.64483E-01   1.18033E-04   2.23740E+00   9.37052E-06   1.56618E+00   3.50417E+00   8.91150E-03
 1.33555E-08   9.99930E+01   1.39980E+03   8.69287E-04   2.74124E+01   6.82312E-01   1.19417E-04   2.28015E+00   9.65514E-06   1.59611E+00   3.63937E+00   9.36157E-03
 1.34815E-08   9.99917E+01   1.39977E+03   9.12682E-04   2.67872E+01   7.00400E-01   1.20803E-04   2.32320E+00   9.94517E-06   1.62624E+00   3.77807E+00   9.82890E-03
 1.36075E-08   9.99904E+01   1.39973E+03   9.57721E-04   2.61826E+01   7.18747E-01   1.22189E-04   2.36653E+00   1.02406E-05   1.65657E+00   3.92031E+00   1.03139E-02
 1.37335E-08   9.99890E+01   1.39969E+03   1.00444E-03   2.55978E+01   7.37354E-01   1.23577E-04   2.41013E+00   1.05416E-05   1.68709E+00   4.06612E+00   1.08171E-02
 1.38595E-08   9.99877E+01   1.39965E+03   1.05290E-03   2.50319E+01   7.56220E-01   1.24966E-04   2.45402E+00   1.08480E-05   1.71781E+00   4.21555E+00   1.13389E-02
 1.39855E-08   9.99863E+01   1.39962E+03   1.10312E-03   2.44841E+01   7.75344E-01   1.26357E-04   2.49818E+00   1.11601E-05   1.74873E+00   4.36863E+00   1.18797E-02
 1.41115E-08   9.99850E+01   1.39958E+03   1.15515E-03   2.39536E+01   7.94728E-01   1.27748E-04   2.54261E+00   1.14776E-05   1.77983E+00   4.52542E+00   1.24401E-02
 1.42375E-08   9.99836E+01   1.39954E+03   1.20904E-03   2.34398E+01   8.14370E-01   1.29140E-04   2.58732E+00   1.18009E-05   1.81112E+00   4.68596E+00   1.30205E-02
 1.43635E-08   9.99823E+01   1.39950E+03   1.26484E-03   2.29420E+01   8.34272E-01   1.30534E-04   2.63229E+00   1.21297E-05   1.84260E+00   4.85026E+00   1.36213E-02
 1.44895E-08   9.99809E+01   1.39946E+03   1.32257E-03   2.24596E+01   8.54431E-01   1.31929E-04   2.67752E+00   1.24642E-05   1.87427E+00   5.01839E+00   1.42431E-02
 1.46155E-08   9.99795E+01   1.39943E+03   1.38230E-03   2.19919E+01   8.74849E-01   1.33324E-04   2.72302E+00   1.28045E-05   1.90611E+00   5.19037E+00   1.48862E-02
 1.47415E-08   9.99781E+01   1.39939E+03   1.44406E-03   2.15383E+01   8.95526E-01   1.34721E-04   2.76876E+00   1.31505E-05   1.93814E+00   5.36624E+00   1.55514E-02
 1.48675E-08   9.99767E+01   1.39935E+03   1.50790E-03   2.10983E+01   9.16460E-01   1.36118E-04   2.81477E+00   1.35023E-05   1.97034E+00   5.54605E+00   1.62389E-02
 1.49935E-08   9.99753E+01   1.39931E+03   1.57387E-03   2.06714E+01   9.37652E-01   1.37516E-04   2.86103E+00   1.38599E-05   2.00272E+00   5.72983E+00   1.69493E-02
 1.51195E-08   9.99738E+01   1.39927E+03   1.64201E-03   2.02571E+01   9.59102E-01   1.38916E-04   2.90753E+00   1.42233E-05   2.03527E+00   5.91763E+00   1.76832E-02
 1.52455E-08   9.99723E+01   1.39922E+03   1.71237E-03   1.98548E+01   9.80809E-01   1.40316E-04   2.95429E+00   1.45926E-05   2.06800E+00   6.10946E+00   1.84409E-02
 1.53715E-08   9.99708E+01   1.39918E+03   1.78500E-03   1.94642E+01   1.00277E+00   1.41717E-04   3.00128E+00   1.49679E-05   2.10090E+00   6.30538E+00   1.92231E-02
 1.54975E-08   9.99693E+01   1.39914E+03   1.85995E-03   1.90848E+01   1.02499E+00   1.43118E-04   3.04852E+00   1.53490E-05   2.13396E+00   6.50543E+00   2.00303E-02
 1.56235E-08   9.99678E+01   1.39910E+03   1.93727E-03   1.87162E+01   1.04747E+00   1.44521E-04   3.09600E+00   1.57361E-05   2.16720E+00   6.70963E+00   2.08629E-02
 1.57495E-08   9.99663E+01   1.39906E+03   2.01699E-03   1.83580E+01   1.07020E+00   1.45924E-04   3.14371E+00   1.61293E-05   2.20059E+00   6.91802E+00   2.17215E-02
 1.58755E-08   9.99648E+01   1.39902E+03   2.09918E-03   1.80098E+01   1.09319E+00   1.47328E-04   3.19165E+00   1.65284E-05   2.23416E+00   7.13064E+00   2.26066E-02
 1.60015E-08   9.99633E+01   1.39897E+03   2.18389E-03   1.76712E+01   1.11644E+00   1.48733E-04   3.23983E+00   1.69336E-05   2.26788E+00   7.34753E+00   2.35188E-02
 1.61275E-08   9.99618E+01   1.39893E+03   2.27115E-03   1.73419E+01   1.13994E+00   1.50138E-04   3.28823E+00   1.73449E-05   2.30176E+00   7.56871E+00   2.44586E-02
 1.62535E-08   9.99603E+01   1.39889E+03   2.36103E-03   1.70216E+01   1.16369E+00   1.51544E-04   3.33686E+00   1.77623E-05   2.33580E+00   7.79422E+00   2.54265E-02
 1.63795E-08   9.99587E+01   1.39884E+03   2.45357E-03   1.67100E+01   1.18770E+00   1.52951E-04   3.38571E+00   1.81858E-05   2.36999E+00   8.02410E+00   2.64231E-02
 1.65055E-08   9.99571E+01   1.39880E+03   2.54883E-03   1.64067E+01   1.21196E+00   1.54358E-04   3.43478E+00   1.86156E-05   2.40435E+00   8.25839E+00   2.74490E-02
 1.66315E-08   9.99554E+01   1.39875E+03   2.64686E-03   1.61114E+01   1.23648E+00   1.55766E-04   3.48407E+00   1.90515E-05   2.43885E+00   8.49712E+00   2.85047E-02
 1.67575E-08   9.99537E+01   1.39870E+03   2.74771E-03   1.58240E+01   1.26125E+00   1.57174E-04   3.53357E+00   1.94936E-05   2.47350E+00   8.74029E+00   2.95907E-02
 1.68835E-08   9.99521E+01   1.39866E+03   2.85142E-03   1.55441E+01   1.28627E+00   1.58583E-04   3.58329E+00   1.99420E-05   2.50830E+00   8.98795E+00   3.07077E-02
 1.70095E-08   9.99504E+01   1.39861E+03   2.95806E-03   1.52714E+01   1.31155E+00   1.59993E-04   3.63321E+00   2.03967E-05   2.54325E+00   9.24015E+00   3.18561E-02
 1.71355E-08   9.99487E+01   1.39857E+03   3.06768E-03   1.50057E+01   1.33707E+00   1.61403E-04   3.68335E+00   2.08576E-05   2.57834E+00   9.49694E+00   3.30367E-02
 1.72615E-08   9.99471E+01   1.39852E+03   3.18033E-03   1.47468E+01   1.36285E+00   1.62813E-04   3.73369E+00   2.13249E-05   2.61358E+00   9.75832E+00   3.42498E-02
 1.73875E-08   9.99454E+01   1.39847E+03   3.29607E-03   1.44945E+01   1.38888E+00   1.64224E-04   3.78424E+00   2.17986E-05   2.64897E+00   1.00243E+01   3.54962E-02
 1.75135E-08   9.99437E+01   1.39842E+03   3.41495E-03   1.42486E+01   1.41516E+00   1.65636E-04   3.83499E+00   2.22786E-05   2.68449E+00   1.02950E+01   3.67764E-02
 1.76395E-08   9.99420E+01   1.39838E+03   3.53702E-03   1.40087E+01   1.44169E+00   1.67048E-04   3.88593E+00   2.27650E-05   2.72015E+00   1.05703E+01   3.80910E-02
 1.77655E-08   9.99402E+01   1.39833E+03   3.66234E-03   1.37748E+01   1.46847E+00   1.68460E-04   3.93708E+00   2.32579E-05   2.75596E+00   1.08504E+01   3.94406E-02
