Time (s)   VBP_D                    IBP_D                    P_BP                     EBP_D                    VSTK_D                   ISTK_D                   P_STKD                   IMITL_D                  E_PHC                    I_UP                      V_PHC                   I_ZFLOSS                 P_CONV                   RLOSS                    ZFLOW                    E_LOAD                   P_LOAD                   V_LOAD                   I_LOAD                    FINDUC                   LME                     LVOLT                     ILOAD                    LKE                     LVEL                      LRADIUS                 P_LOAD                   IMITL_C                  VSTK_C                   ISTK_C                   P_STKC                   EBP_C                    VBP_C                    IBP_C                    IMITL_B                  VSTK_B                   ISTK_B                   P_STKB                   EBP_B                    VBP_B                    IBP_B                    IMITL_A                  VSTK_A                   ISTK_A                   P_STKA                   EBP_A                    VBP_A                    IBP_A                    
 0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 2.05000E-10  -3.83118E+01  -3.70620E+02   1.41991E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.77745E+02   8.01340E+01   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.77894E+02   7.98228E+01   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.77798E+02   8.00232E+01
 4.15000E-10  -1.33024E+02  -6.34725E+02   8.44337E+04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -3.04334E+02   2.77829E+02   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -3.04739E+02   2.76986E+02   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -3.04478E+02   2.77529E+02
 6.25000E-10  -2.52733E+02  -8.46754E+02   2.14003E+05   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -4.06012E+02   5.27422E+02   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -4.06551E+02   5.26301E+02   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -4.06203E+02   5.27024E+02
 8.35000E-10  -3.76141E+02  -1.05108E+03   3.95353E+05   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -5.04105E+02   7.84485E+02   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -5.04589E+02   7.83477E+02   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -5.04276E+02   7.84128E+02
 1.04500E-09  -4.93086E+02  -1.26886E+03   6.25659E+05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -6.08724E+02   1.02795E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -6.09038E+02   1.02730E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -6.08835E+02   1.02772E+03
 1.25500E-09  -6.02404E+02  -1.50254E+03   9.05136E+05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.20957E+02   1.25555E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.21116E+02   1.25522E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.21013E+02   1.25544E+03
 1.46500E-09  -7.07888E+02  -1.74420E+03   1.23470E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.36953E+02   1.47532E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.37073E+02   1.47507E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.36995E+02   1.47523E+03
 1.67500E-09  -8.14118E+02  -1.98431E+03   1.61547E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.52127E+02   1.69680E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.52334E+02   1.69636E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.52201E+02   1.69664E+03
 1.88500E-09  -9.23670E+02  -2.21750E+03   2.04824E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.06395E+03   1.92526E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.06430E+03   1.92453E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.06407E+03   1.92500E+03
 2.09500E-09  -1.03304E+03  -2.34040E+03   2.41771E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.12288E+03   2.15321E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.12332E+03   2.15231E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.12304E+03   2.15289E+03
 2.30500E-09  -1.09953E+03  -2.30570E+03   2.53518E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.10635E+03   2.29148E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.10661E+03   2.29094E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.10644E+03   2.29129E+03
 2.51500E-09  -1.13007E+03  -2.34591E+03   2.65103E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.12581E+03   2.35477E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.12579E+03   2.35480E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.12580E+03   2.35478E+03
 2.72500E-09  -1.14563E+03  -2.41731E+03   2.76934E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.16018E+03   2.38701E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.15999E+03   2.38740E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.16011E+03   2.38715E+03
 2.93500E-09  -1.16026E+03  -2.49066E+03   2.88981E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.19536E+03   2.41753E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.19519E+03   2.41788E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.19530E+03   2.41766E+03
 3.14500E-09  -1.18057E+03  -2.55217E+03   3.01302E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.22477E+03   2.46008E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.22478E+03   2.46007E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.22478E+03   2.46008E+03
 3.35500E-09  -1.20706E+03  -2.60081E+03   3.13934E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.24800E+03   2.51552E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.24820E+03   2.51511E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.24807E+03   2.51537E+03
 3.56500E-09  -1.23668E+03  -2.64294E+03   3.26846E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.26817E+03   2.57733E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.26846E+03   2.57673E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.26827E+03   2.57712E+03
 3.77500E-09  -1.26570E+03  -2.68631E+03   3.40006E+06   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.28901E+03   2.63773E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.28924E+03   2.63725E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.28910E+03   2.63756E+03
 3.98500E-09  -1.29188E+03  -2.73560E+03   3.53405E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.31277E+03   2.69208E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.31284E+03   2.69192E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.31279E+03   2.69202E+03
 4.19500E-09  -1.30386E+03  -2.62156E+03   3.41814E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.25817E+03   2.71674E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.25805E+03   2.71700E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.25812E+03   2.71684E+03
 4.40500E-09  -1.27378E+03  -2.48573E+03   3.16627E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.19311E+03   2.65378E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.19278E+03   2.65447E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.19300E+03   2.65403E+03
 4.61500E-09  -1.22173E+03  -2.39567E+03   2.92687E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.14992E+03   2.54529E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.14954E+03   2.54607E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.14978E+03   2.54556E+03
 4.82500E-09  -1.16525E+03  -2.31485E+03   2.69738E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.11104E+03   2.42779E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.11080E+03   2.42828E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.11096E+03   2.42796E+03
 5.03500E-09  -1.11321E+03  -2.22477E+03   2.47664E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.06768E+03   2.31962E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.06766E+03   2.31968E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.06768E+03   2.31964E+03
 5.24500E-09  -1.06696E+03  -2.12263E+03   2.26477E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.01860E+03   2.22339E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.01869E+03   2.22319E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -1.01863E+03   2.22332E+03
 5.45500E-09  -1.02350E+03  -2.01470E+03   2.06203E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.66825E+02   2.13276E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.66881E+02   2.13264E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.66844E+02   2.13272E+03
 5.66500E-09  -9.79095E+02  -1.90871E+03   1.86880E+06   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.16063E+02   2.04002E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.15955E+02   2.04025E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -9.16023E+02   2.04011E+03
 5.87500E-09  -9.31800E+02  -1.80875E+03   1.68539E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.68194E+02   1.94126E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.67916E+02   1.94184E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.68095E+02   1.94146E+03
 6.08500E-09  -8.82065E+02  -1.71387E+03   1.51174E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.22700E+02   1.83755E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.22359E+02   1.83826E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -8.22580E+02   1.83780E+03
 6.29500E-09  -8.31392E+02  -1.61604E+03   1.34356E+06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.75700E+02   1.73206E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.75439E+02   1.73261E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.75610E+02   1.73225E+03
 6.50500E-09  -7.81419E+02  -1.51661E+03   1.18511E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.27885E+02   1.62814E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.27785E+02   1.62835E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -7.27851E+02   1.62821E+03
 6.71500E-09  -7.33111E+02  -1.41371E+03   1.03641E+06   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00  -0.00000E+00   1.00000E-04   0.00000E+00   0.00000E+00  -0.00000E+00  -0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   2.00000E-02  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -6.78424E+02   1.52764E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -6.78455E+02   1.52757E+03   0.00000E+00  -0.00000E+00   0.00000E+00  -0.00000E+00   0.00000E+00  -6.78435E+02   1.52762E+03
